,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2.0,0.42758125586656376,0.5284770153986441,-0.2779074245823873,-0.2307204870125538,0.3212682309439361,-0.08183146899334794,0.21495259505127626,0.6795500707620901,0.7813299625350046,-0.5174755626806532,0.8321229685799147,-0.22050666395913318
1,3.0,-1.3087322029748796,0.9319023531941142,-0.13353523360594802,0.4125223943836123,-0.23121214855938987,0.0350773105059893,0.6980078862916308,-0.12869046265317405,-0.10364508649514544,-0.08480846764693921,-0.06874393640938373,0.5109692754124483
2,4.0,0.09064330223802435,1.0296665943192373,-0.13684839574557134,0.46265656287522966,-0.13952405464073975,0.4126656566766454,0.336377502356131,-0.3589308206528887,0.537545905453592,0.5163057373607269,0.00022156271320480282,0.06799706718131336
3,5.0,0.37801758749418646,0.9474807375708357,0.2616004689340885,0.3249113120348799,0.7389727655236549,0.9745749977769878,-0.13958794451036513,1.6523589196869666,1.2655096393761627,0.5723261866064164,0.5473489382526379,0.8599336193325181
4,6.0,0.04514943748691079,0.5338719154515539,-0.20007765888168355,0.9164459849070945,-0.31373072216321624,0.7746621630644238,0.24072717494611262,0.4064804397564294,0.022337037743295138,0.64935333885459,0.020141960283005033,0.008349016894834752
5,7.0,0.2914694483416095,0.3325610801431169,-0.06038836047608927,-0.48639183793045604,0.2256154164846026,-0.2559366289713755,0.16963061315582548,-0.23295234681105406,0.7277683001295017,-0.4082703950249859,0.4794991492415455,-0.0694929454281455
6,8.0,0.4048147607480651,0.09339023055515186,0.4756859798780119,0.3764469027971945,-0.2637655748415274,0.3650439898513792,-0.22507867779499552,-0.4946636484179846,0.17448003502157458,-0.321813720498073,0.10017148988553998,-0.028347237124412505
7,9.0,0.39600040048040236,0.4713375067941474,0.5364910067764367,-0.03378445474280765,0.40168578037428704,0.282846669201505,0.20507820573166952,0.7117310682340164,0.042008269061185086,0.21407914041197137,0.6961181663402384,1.0370015618886845
8,10.0,0.11309160954371426,0.22744108086975726,-0.8654804872399317,-0.27151160408582903,0.20848948086743724,0.012442085612215057,-0.13281455661531505,0.6000939315111206,0.5733578517325317,-0.4646234407979861,1.2967525600481082,-0.10429338615942876
9,11.0,-0.15960094779420486,-0.10377974541132963,-0.0331029909338274,0.8019771150487476,0.48825304566618893,0.48998890902085146,-0.1672863520013934,1.6573527222597824,1.588403415485333,0.10162538492890326,0.07743880907914741,-0.16002574363005076
10,13.0,-0.9642311629156864,0.8343960715071541,0.2422144777296925,-0.748714184075309,-1.245159286674417,-0.11220293141398925,0.026498717709379806,-0.06686167556361926,0.8746185355857103,-0.9005530585963182,0.9158794947284284,-0.6577934096531795
11,14.0,-0.5515683127651798,0.8955564784499035,-0.983308598931236,1.0416744925123056,-0.08912912896743501,-0.10462739654432213,0.023871131639754503,0.1183292951611975,0.14091508538491782,0.41379943316762263,0.16572091909423883,-1.4476177836090902
12,15.0,-0.14195623743609062,0.9212183084702166,-0.12232516821734774,0.5973292699239829,0.32525356711038866,-0.11521674802920144,-0.16601218844642424,0.24050537329780122,-0.06356259970276434,-0.025468331235226963,0.01087684589061154,0.3039853333542146
13,16.0,0.6224648790033016,0.37544324226311193,0.04538847196123412,-0.7421036492510857,0.34569084608080164,0.5678807594480206,0.08452040142857173,-0.17343235495243842,0.4961255393071889,0.21699170019516595,1.1221723650506896,1.3883354786735027
14,17.0,0.5612988209691051,1.2932990842694116,-0.08509914465145635,-1.1627730174747724,0.29944834191941794,0.31031898499558475,-0.6450004373291541,0.6475412220883757,0.7788563822842061,1.4627857264157358,1.09929507529316,0.44304919530650544
