,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2.0,0.00014815325000865906,4.0520297551319106e-05,5.101029179594839e-05,8.196849581652092e-05,5.0005247283816125e-05,3.053261799082383e-05,5.218467723368884e-05,5.951011417190036e-05,2.9969015943192134e-05,5.1060594143458833e-05,6.640613838306548e-05,2.4353299203405577e-05,
1,3.0,5.6410306919317744e-05,4.727677445196405e-05,3.933097151071915e-05,1.9070410822516443e-05,3.3295008661533403e-05,4.842817756536863e-05,0.00021153065114598498,7.04853963742858e-05,1.2976315046457105e-05,4.11547218332163e-05,-3.925501074447802e-05,5.1532378177089674e-05,
2,4.0,0.00031787013681485626,0.0002855298399688652,-8.600042034279533e-07,-0.00016367719605545137,0.00011229114397048396,4.3573187893286255e-05,0.0001829102808618552,-9.652182883560628e-06,-9.78663212600272e-05,-6.474236529951286e-05,7.042968046719332e-05,4.550959097535904e-05,0.00018918822380909175
3,5.0,-8.001821012628445e-05,-1.1331961175999026e-05,0.00023045812537935217,0.00010584320722572486,4.325782908225902e-05,-1.8370156787239935e-05,5.6650236923059454e-05,6.612379994323659e-05,3.824013818650115e-06,6.389581342703594e-05,4.8809833285226966e-05,4.12661863244278e-05,5.381410971369062e-05
4,6.0,-2.3211156722476622e-05,5.932735010271874e-05,4.946236697895603e-05,4.931859025851359e-05,3.843257330236433e-05,4.4734455356753696e-05,0.00010341017245428245,4.813849142424878e-05,3.159106946971219e-05,0.0003560914253574542,5.4073950081596894e-05,-0.00030003428192051105,
5,7.0,5.150292864333147e-05,3.5913139078225956e-06,5.45712683954452e-05,8.82345953670214e-05,6.618260420575514e-05,0.0001960303962022726,0.0003784155372075209,-0.000155574107372261,4.2421859758673143e-07,8.11217428208166e-05,-0.0002460407316828326,0.0003673847938564867,2.0326445984807588e-05
6,8.0,7.925592872050935e-05,5.1582458320434564e-05,4.298064672439805e-05,3.3488413607659246e-05,7.430970852211509e-05,0.00033604561718038464,0.0001818058896290672,-0.00018533077787534843,-6.541106359417423e-05,0.00018810914625263137,6.948028883291342e-05,-4.298122331503565e-05,0.0007717736735482496
7,9.0,6.37718496814426e-05,-2.340026046653133e-05,7.21655743674234e-05,0.00011632184915828691,8.670280383756289e-05,0.00010752624375073345,1.3700214723205275e-05,6.332543426748689e-05,3.387986325599038e-05,0.00010592395158047424,9.412625968491843e-05,8.793438983938799e-05,3.68078089888544e-05
8,10.0,2.140709347470514e-05,9.598469294608735e-05,7.238803703312879e-05,-1.0300330678389647e-05,6.199178808032207e-05,6.878617094450471e-05,4.148720174872323e-05,5.927247125354566e-05,5.6343813209494826e-05,8.088605926419072e-05,2.4298542402373084e-05,2.363884285548354e-05,0.0001347925941725527
9,11.0,-7.928694139104723e-07,2.496095296903642e-05,-0.0001829824846836276,4.7459980546866434e-05,0.00027703836954435086,-0.00012640516859453594,3.7535051460428176e-05,0.0002057420492351863,7.071983812433453e-05,1.6854803441640412e-05,1.769498014454167e-06,0.00023925609732971563,5.991634636823749e-05
10,13.0,9.54024733134558e-05,4.006685098189477e-05,-4.645647838856788e-06,5.250191422224518e-05,6.930084078403807e-05,0.00027516512708578657,3.259551967682533e-05,-0.00013949504139721628,6.486469034848036e-05,5.2924290257908505e-05,4.6727776956565215e-05,4.151569096175332e-06,2.374734745208877e-05
11,14.0,-9.580768030557667e-05,-6.0389712280460566e-05,4.2360178901596975e-05,4.054415154957103e-05,9.815677059821902e-06,0.00012434355171639483,6.587697748982424e-05,-2.6527662143840058e-05,6.301750595565274e-06,2.4693224348064805e-06,5.784907172200554e-05,-0.00016003247352000855,3.1104431528604814e-05
12,15.0,8.055928300044923e-05,3.574131564675843e-05,-3.456161947837975e-05,0.00011662222375098323,0.0001294277929925362,-9.524529922338792e-06,2.807950317571636e-05,5.80018597458958e-05,4.0035654443244895e-05,7.250184985935675e-05,4.247516424444704e-05,2.1064044533695047e-05,0.00011720016096364462
13,16.0,-2.3466324941623923e-05,3.883300528099989e-05,5.92347413588018e-05,2.9740208433677852e-05,2.9342164043060824e-05,2.2842516231427234e-05,4.2631312860174784e-05,5.958201319883234e-05,0.00011270061380888346,2.4753093954119473e-05,2.10131018751419e-05,3.426617744541508e-05,-7.225074119940127e-05
14,17.0,2.487217045213003e-05,-4.701472449137078e-05,7.83963912850597e-05,3.9575827193252066e-05,5.062112561646816e-05,3.6415061239910464e-05,-1.8792634339000424e-05,8.120963313298563e-05,9.183798342180782e-05,1.2720068527455176e-05,4.215552212012156e-05,0.0001390046988095138,0.00021707440189287747
