,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2.0,1388.1633794959273,1388.3785670068864,1359.1240768692016,1356.7274700911812,1393.7120764078536,1396.039750823152,1348.4923377669938,1372.6320913756172,1344.3225712045714,1290.2199535470959,1277.862622129493,1320.8181835650657,1344.2807815029273
1,3.0,3497.421351768127,3768.057065568536,3676.0127306630548,3595.2197762693963,3878.6551937718114,3989.4910304886384,3878.80910372485,3809.6323903516673,3926.418694601158,4044.9085989136247,4169.751105213706,4217.788957459918,4110.310417586003
2,4.0,3655.3573748337676,3769.4450230677644,3819.852517887551,3950.828879172874,3878.017721614117,3810.2672459000673,3955.362841361744,4271.246827007652,4025.364389450721,3652.763956434469,3740.2888694803823,3663.4031126413947,3918.469063249381
3,5.0,4075.9440979784144,3936.9703794773545,4068.748612513749,4005.193168885064,3902.2660267406886,3842.35780534939,3789.0202572730987,3842.715741011396,3784.918507562472,3641.7421732803823,3631.5404280007906,3708.095567180858,3675.3858123166165
4,6.0,4729.727992434906,4722.210393080816,4965.207448694848,4964.3043678900285,4811.5509327000445,4979.111936427622,4966.62665077473,4990.818446311371,5273.668055305565,5106.520961012173,5016.725713841555,5335.593862339174,5198.688023802393
5,7.0,3631.439051869259,3750.014914697731,3784.961455000885,3707.0780293819403,3837.10427202681,3951.0382367975335,3869.9265070978417,3881.1280105204,3829.017059383871,3811.619975921392,3808.9010932127217,3708.2631309609087,3710.3706254106714
6,8.0,4259.145047564878,4242.945916961867,4307.449932634093,4360.250247572949,4363.405073659276,4278.123779704092,4275.796035775548,4269.799817385976,4314.164081946393,4452.304429084235,4450.990998432444,4291.899764697151,4220.023711817613
7,9.0,3200.4492532961995,2989.3587662021428,2977.33509748919,2941.337629191013,2970.6738988379125,2967.2936569524372,2959.8121541954506,3007.982399349867,3096.876715528644,3087.1654128445502,2937.6684956339755,2860.6507962767996,2877.6009165534338
8,10.0,2699.1910036189265,2673.7569060605006,2676.824204113567,2739.2807759147436,2837.53583504069,2808.251343368653,2720.7217011171347,2895.328795274958,2937.7011575963006,3060.5488061257543,3172.8529896703685,3070.8673517315237,3014.148533198857
9,11.0,6061.172847050991,6152.3607395698,6464.1948311199685,6570.169165703131,6510.689358346357,6702.102937562623,6761.987864027056,6357.706250883723,6310.552210329104,6410.827201431814,6367.6830026109155,6440.984844382751,6475.554186667085
10,13.0,3646.024850122822,3496.9654292790365,3645.1184644719315,3780.308757202962,3793.5798433357536,3735.56044937005,3752.3185461278645,3756.9778428966806,3771.992337763964,3819.906500931116,3918.8712225529653,4080.202738228162,4194.474721479354
11,14.0,6169.53930520403,6171.204297100111,6471.1075077864325,6550.457523998509,6317.891113464957,6152.04276188335,6063.347085847095,6232.170362377217,6190.383106068302,6097.498681896382,6612.062847495556,6593.063966046302,6040.367423416059
12,15.0,4746.791013161887,4378.860243871353,4410.548799762781,4527.3627459128365,4626.086840976957,4638.036954531315,4565.095786668701,4615.011959116956,4631.9886838554,4670.409353756811,4716.621828901424,4669.875852223217,4717.4145178271065
13,16.0,6167.653520810931,5821.478137456519,5991.005258863004,5959.054470005658,5696.124138720142,5583.209959715074,5840.889088864115,6013.662314086231,5977.203219838084,5902.650787419008,5794.877727662366,5935.839572627083,6073.721054993637
14,17.0,4284.113325977234,4057.1077665333464,4055.0512412193175,3913.825518633293,4260.924938481512,4640.111553031388,4394.661394365208,4205.650269232632,4127.283936257569,3995.1277366413105,4003.7769567536693,,
