,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2.0,18.36714809512228,20.292009074373855,20.2718688384317,18.648550598857103,18.701930059743106,18.083792261213556,17.770099536714564,18.688907286687087,19.587499221381563,20.17980743391426,19.975984177350522,18.999135329262515,
1,3.0,22.339204054047187,21.521786837222987,21.860980132969498,21.446429649719935,21.420359973566928,20.91901062893627,20.808571471534297,20.906869285152133,20.199770986922747,20.45027975965265,20.81041388633465,20.667755710360286,
2,4.0,26.21510680722199,27.5585666595815,26.146759828487617,25.520165836087624,26.15214026973186,26.543824807383295,27.403762759109114,28.227846737444107,27.628729872204605,27.73296506123097,27.923402194164016,25.22474207550182,22.223950193078466
3,5.0,22.558258705761435,22.961330919964183,22.797114414852437,23.07762176464187,22.465881438233215,22.95515798405227,23.980105186630205,23.830419742349736,23.472678720430814,23.611926008657786,24.472017793847577,24.077991982343825,22.940416487239855
4,6.0,14.355416841857963,14.828973870300523,14.502442170424747,14.291370713757836,14.324206145254799,14.520008429877755,14.330740087771627,13.751467063030848,13.393043948898665,13.71179367383644,13.889403993964088,13.578551190858956,
5,7.0,20.855738409628255,21.20098677150093,21.25127848948449,21.297847605371818,21.262186726162124,20.259045898299497,19.995631594003672,20.200552219750755,19.678092280379737,19.767923271450847,20.065271138861824,19.56640333187053,18.92314647123278
6,8.0,22.25954220561777,22.136532059520047,21.53374028250311,21.55808885040799,20.9755943146926,20.43356367602949,20.168013505479784,20.477751039213157,20.608499660049034,20.372766513454778,20.510591347991543,20.062416430252824,20.23894902185611
7,9.0,19.95850811678266,21.04013620740639,20.622020590052024,20.21320949451082,20.16560887032177,20.32608289453097,19.921674176180552,19.635403803371858,19.451136263549085,19.359571138493838,20.3785221107015,21.114337784353744,20.44943888074096
8,10.0,20.98291962839278,21.508898995490743,20.3312683188019,19.704709391898746,19.72228308202354,19.20323240965007,19.170586041513584,18.86850110643045,18.153009968241676,18.921596343043664,19.886803315193248,18.778275936937508,18.369455329795944
9,11.0,18.733496661456975,17.407228497310015,16.789747857975094,16.095877958318642,16.342161415448597,17.277513285913173,16.466121473638463,16.217715513623393,16.74365834384536,16.374638577637377,16.546017853281974,17.114797313517258,17.247250518088684
10,13.0,23.94037663474079,23.833803466910798,23.905820827771134,23.789381733267575,23.182263407523255,23.586601693709056,23.155125119165202,23.30916351986035,23.68402994239789,22.829744588784504,22.61621552421514,21.420924073470076,21.752914508817142
11,14.0,17.27590568876909,17.466418263753383,17.276934613054223,17.39119798712767,17.818660145037448,17.27837570528502,17.49492649115001,17.64984139506405,16.89916842880255,17.34204143770224,17.618863109413713,17.17337514593445,17.373903309207005
12,15.0,18.756842436300833,19.504065130145566,18.690011610791466,18.94829545159327,19.371385103301108,20.032372001084802,20.0928240124438,19.606888647347215,19.565216323062316,18.89255569181461,18.586437389837368,19.282064129170234,20.20970480194254
13,16.0,10.220192917769536,10.8123176382413,10.894101928527034,10.32331632585672,10.514436622202352,11.317715662528832,11.263854348795382,11.8141435756325,11.79544899924704,11.855152211769425,12.724584505108943,12.869967789015702,13.174596339498873
14,17.0,19.982717793442227,21.23286665590793,21.314775439486468,21.811481832331474,20.97159964278388,20.00576950091306,20.330009429917975,21.317908448489206,21.332815518351513,21.10561578471132,20.90803016804947,20.04774162037055,19.57391717983381
