,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,2.0,1.2125378595758889,1.1842137837690947,1.2335064411965404,1.28033008715806,1.2684088165076672,1.30853933276234,1.3884561916331575,1.4257497115630169,1.4670386118346057,1.503431276689349,1.540023045114891,1.6817041990491048,1.8187207904164477,1.9359533963978894,2.1935833894424532,2.4691768549132274,2.624751681970762,2.767663133287399,2.8867617648177073,2.990841322754358,,,,
1,3.0,6.942319181424993,7.222309654190156,8.976371839562946,10.403484546666697,9.249572542640653,8.09421116590706,8.113112390981588,8.263733667207557,8.046797406374889,8.107689065460713,8.838394871459368,9.409297400102462,9.478797485713114,9.129206520415352,8.705607865547018,8.417238150519102,8.146072070016961,7.890251419168189,7.6922409175383395,7.531513646608526,7.441102892180914,,,
2,4.0,2.76812493557818,3.110198435861803,3.3181727885239574,3.4763470747455307,3.485833038165834,3.5278208443019166,3.6966454335776273,3.8704929681938167,4.020092821107664,4.292240901970842,4.524757523031076,4.5579061571637265,4.590929568294914,4.665755246845018,4.7265506921339036,4.727094581015843,4.680789139632418,4.64353043976714,4.692988569920547,4.792102683254061,4.831047402671801,,,
3,5.0,9.74949335317995,9.872292231673677,9.848334500987718,9.877281450497568,9.758603442022835,9.401173368503065,9.305002288141278,9.178761972308369,8.93989166171877,8.996837334741542,9.210449662838736,9.478160282611219,9.773642548564398,10.035875902293736,10.201053525482346,10.072583917710315,9.814049253833323,9.69341737419522,9.5931403018066,9.5000618783167,9.511099781747284,,,
4,6.0,8.930298863842502,8.848877468260055,8.537130453895085,8.165702118004955,7.9617508052486325,7.923950644999507,8.020524037470308,8.252228738858301,8.62161508277041,8.801529876687765,8.962660554415843,9.383850716271963,9.79204694703505,10.22882349803198,10.581593708164723,10.605972461858304,10.418757158313516,10.204799874328438,10.249068092780968,10.488125795011388,10.669750505238527,,,
5,7.0,15.599698721845884,15.875373517797891,16.223729806666782,16.52146544369831,16.691089610101965,16.829064235831243,17.13089479205046,17.512310569884434,17.768927916494277,17.97446290306577,18.2307966486014,18.478673546374896,18.76701781879029,19.072803170039546,19.306543947298003,19.53962174949127,19.71789624079336,19.8424707886969,19.90194003013509,19.992253704611663,20.111490935536988,,,
6,8.0,3.7046839369780273,3.7164290778491997,3.737090628041488,3.7606124308825626,3.7749085960992628,3.7752240070227963,3.804281035387181,3.8464772434219476,3.843382092612684,3.8200530591231026,3.8300325445988745,3.8334553788813395,3.8020373864869286,3.794709386997689,3.8475976136331864,3.8875519183624987,3.927096388157569,3.94500590454396,3.918791838549446,3.936308268491018,3.974467513213644,4.038899742945165,,
7,9.0,2.8033256631355497,2.8734096724537266,2.9648608926108744,3.0476364105225664,3.0923883580575824,3.109582765911412,3.1391284835152558,3.1895520219474176,3.267271820208354,3.3412608275995477,3.385494853823296,3.433722450369786,3.4997402255061476,3.557025503214483,3.605306728624021,3.6578428790253508,3.705076239786826,3.7475303984700536,3.8018974202234848,3.8377630447249547,3.8554395614541765,,,
8,10.0,1.6136648955690298,1.588284568268321,1.5985932482392402,1.728870608592117,1.9093741509440865,1.9810695771796167,2.0110114977207836,2.018763138769556,1.9830945211942148,2.0128180437035956,2.0512979870973527,2.0504089486013344,2.0588879021930255,2.0478586041551754,2.002522052578448,1.9333156299360947,1.8628931736090304,1.7994931507508265,1.745449736490124,1.7030391174206605,1.6691960859317676,1.6429067369284822,1.627166151131098,1.6221068919332384
9,11.0,6.4924825766973,6.5216597820432165,6.553970773735791,6.60109257335619,6.671518344664813,6.726778183714106,6.759991742529432,6.8006617811385,6.841203814210891,6.881858687038757,6.901773143596541,6.914517736747075,6.9533436445904195,7.041481286531399,7.136713415300503,7.184184799202654,7.214217461298131,7.267023578632497,7.317026341835117,7.373384883627985,7.51750305519368,7.62334410620184,,
10,13.0,3.3677434702566473,3.4717173862415915,3.6826670733083198,4.019763068003557,4.416636966205466,4.822640460392575,5.204490352450582,5.64344606968191,5.887543103098912,5.8984470840114644,5.825869001061452,5.496484511379675,5.08834953781838,4.770437690888862,4.554021259773077,4.398119638835497,4.274716615918966,4.189263621944905,4.16525132877885,4.1654504833560395,4.142094876992214,4.126194914623033,,
