,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,2.0,34.20805742285338,34.390611946413706,34.441102031082835,34.35886135433133,34.18058532064279,33.86752566171743,33.25613228516095,32.43703450239603,31.889335042701997,31.77656274923278,31.67738177165163,32.598249718216124,33.95621357221293,34.87273604130667,35.36896898353421,35.400841964583506,35.40022556016329,35.40937110366789,35.522884225990914,35.92030311987988,36.20038193315083,36.50671542264848,36.6967928176203,36.912224785151714,37.101721228237025,37.126665305243506,37.265549043254424,37.34091000459469,37.244877635774536,36.955096253604836,36.48823377880467,36.235647106546885,35.812278261752816,35.329496850499716,34.86292603828763,34.52297024169963,34.26301771029137,33.92801955133569,,
0,3.0,35.64083005190882,34.617075869732055,32.18711710825615,31.25027063864052,31.20998569109547,31.14944782392098,31.058876334346895,31.105748236489728,31.13278729667643,31.103155023202543,31.36167143874934,32.20880527681815,32.73109571551728,33.459331972748366,34.15388515750447,34.61148801449112,34.91023705541247,35.08042383029282,35.14962978949778,35.3397422144233,35.84311215463091,35.80702409276899,35.805277909672476,35.50273966843478,35.36296343539944,35.45489272342928,35.580187280084424,35.68727833886385,35.93923851231542,35.82270659791066,35.74680950232304,35.43689127584624,35.30619786808055,35.420243425006156,35.342433852473334,35.21878696969598,35.05121131005992,34.67294312516326,34.10331821343282,
0,4.0,34.6887257013669,34.83247668737786,34.98128841096018,35.09926327007793,35.072881715751066,35.12967828683383,35.14670840100677,35.163308536264175,35.16698590421413,35.170112932568024,35.160867627837,35.1543390543118,35.158415907660135,35.140817385673905,35.1249690181422,35.12435825219183,35.13595128989156,35.14408615964575,35.15707995705754,35.16712150832107,35.175795020017944,35.17448799198814,35.16228241642951,35.1547234979599,35.14828586845608,35.15814674449774,35.15105395062054,35.1323804028552,35.12358804055844,35.33076311916826,35.30156905584804,35.53819735239562,35.91055661566918,36.15642363985672,36.310869853900975,36.318995122420084,36.412688850986065,36.391641011913784,36.343255919458066,
0,5.0,23.950083984379386,23.99741865581905,24.035036423741886,24.063818437731783,24.0540984817407,23.99663974100864,23.95837073989274,23.925660228450663,23.90314205158947,23.860453723838294,23.734297046188882,23.600822269195685,23.45788399237666,23.310444454051662,23.15381332751514,22.987142635781314,22.817273469536016,22.63172815558137,22.423774019749786,22.185802240508085,21.877342053877474,21.4816142989047,21.4754121836108,21.47504123381759,21.478960057993536,21.488337287826628,21.501753188233796,21.50792538082572,21.52715332593767,25.178357719915827,27.506430941340927,29.43185119588247,30.68592386756313,31.662408411689068,32.52741956316394,33.29841729630659,33.99879148540424,34.659516438133295,35.20534658216087,
0,6.0,33.59030025356305,33.773359933187855,32.845163495728855,32.872213687214085,33.32480661347804,34.531900508866165,35.17011682505258,35.5025396463426,35.65451364175788,36.03104652565793,36.27608143017703,36.535122233112766,36.60889959727522,36.590662052359214,36.53093421338957,36.40402789760175,36.28737677185668,36.40469445981459,36.42474600443092,36.3360418006255,36.19253509301247,36.037097314378435,35.90059312746269,35.87858421447609,35.70335045947092,35.48563252877394,35.32227162130939,35.19607811109433,35.2821695149882,35.38511952786764,35.5065229713392,35.62147678693595,35.72263785740627,35.81188086511209,35.91918552245237,36.054197612684455,36.10545973778472,36.12767425074985,36.15570404126808,
0,7.0,27.733984398496847,27.729726536316885,27.715231614914742,27.712978106548942,27.71772568868624,27.738563298535624,27.761178708233235,27.77787551064456,27.79575182481511,27.831770970717525,27.851062640962482,27.87378112284301,27.895678821129767,27.927451978002498,27.929332964194433,27.912303682539697,27.88733786931192,27.847747525125087,27.811081094103255,27.76914982119736,27.810045476418182,27.87088731689232,27.89336001947621,27.90010353793585,27.922944812048442,27.925069146035565,27.955602590348548,28.007776253791715,28.09591707036948,28.159157060456078,28.213943545861735,28.24957645111137,28.37939248882159,28.520808973587624,28.81083113903875,29.066628196410335,29.29536595780611,29.520179606088856,29.698365990436717,
0,8.0,35.640132757540805,35.64828859419859,35.808294691190916,35.68037645275665,34.82439980238233,32.764328710439095,32.11787279951352,32.046959723407895,31.933580278137857,31.77385890333991,31.557409702468235,31.263404261908136,30.89027326281928,30.452586348955634,30.29418984503845,30.20037385727476,30.103419234033428,30.00443247660066,29.93057874191284,29.851743294585976,29.780290807649084,29.714029188884467,29.670780338563514,29.69271138123496,29.733897202999056,29.754205076639106,29.771902601812418,29.802307970125337,29.838183452843385,29.95482823727079,31.64620210479522,32.510106871959145,33.607552977058624,33.52789675012868,33.390840660824814,33.2364206919938,33.059355679627934,33.658225337161845,33.976865906395844,
0,9.0,32.0113013643189,32.00418897971317,31.982966053063535,31.961727890692078,31.937171612191147,31.92847812914971,31.92390816660289,31.906363368731053,31.898537417493117,31.919876629638736,31.946079861900472,31.96490672807646,31.97159859160361,32.08887197715239,32.104179098223206,32.14446970422648,32.316720907708124,33.218442049228486,33.75742494344333,34.30826846718562,35.0960841797821,35.44642741250039,35.34075739613535,35.20083639251885,35.03144559712043,34.76498460095155,34.51492240209246,34.22286884305536,33.72497668305585,32.75620331297498,31.671424779583067,30.630517582856083,29.314345093073957,29.312462171485294,30.773959230743827,31.761885919523536,32.524265902874504,33.588360387627084,34.78918347389686,
0,10.0,30.169663634568902,30.209983681662234,30.26610272779405,30.321383305080015,30.37166411917369,30.407599257633525,30.567434883381114,30.761617369587896,30.93418308924397,31.094901620514236,31.245968709269672,31.38883092495141,31.531169084330255,31.67679614094386,31.81282085846377,31.948287382560235,32.0958345062585,32.26390796157856,32.36193484139604,32.4336407981371,32.50824890456671,32.583367889108786,32.65124418793574,32.716108568484906,32.761169227223384,32.71120218795607,32.65089733392636,32.58199784601912,32.481315841155066,32.36298815451969,32.48346146897915,33.18220375748262,33.53864974219855,33.26137754162775,32.94367424950108,32.58196090823549,32.186317187275364,31.928682774769985,31.791998956194103,
0,11.0,33.52816061909021,34.352635562945856,34.977081975809064,35.00895172069172,35.03943062193994,35.12089078039971,35.24194115842942,35.3604820665397,35.38907112858951,35.36902087878164,35.34655971188175,34.80174534223284,34.16641882982535,33.30691186066557,32.135689321290094,31.935632818319945,33.47347646299781,34.58211505639544,35.37739521213349,35.834516141270335,36.11739295719618,36.25568567413212,36.259390442886904,36.14082668265899,35.96574468755123,35.69836177716762,35.26264296465299,34.68766449481358,34.68194522043086,35.1565705437527,35.36525771106799,35.62560271338679,35.745088353340044,35.758987594713524,35.747935535591274,35.69255295011187,36.27393145278916,36.46163984537166,36.43797706425304,
0,13.0,36.325447587948,36.16985146712323,36.08721126871598,36.09139924338398,36.095222609213224,36.14016547875983,36.13571262328423,36.117098291164645,35.78931590175022,35.48413326813294,34.94119826040719,34.68819080207726,34.40549095586576,34.321161274856145,34.29032488343458,34.22292942357575,34.44595414594442,34.42600771931774,34.42045441803666,34.249371537166915,33.90633557771495,34.10403755892845,34.38223748437838,34.40579363458701,34.45382168019429,34.616150573199526,35.16538775867655,35.21371558977585,35.03563154725481,35.54178172437651,36.06366304530267,36.374392197714435,36.39757709766382,36.37007754585589,36.249487256855076,36.193407396033734,36.09676825038577,35.890137033521974,35.24640116259593,35.00455834291338
