,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2.0,14.948665756132353,12.294432867317637,14.184763341511394,18.474666928616614,26.623402704224155,57.758854251299724,44.870290715622765,14.360221399642885,8.873540178824257,8.156116807095325,7.032970337370003,3.293420264064108,
1,3.0,21.222649766935856,25.469732889621472,18.2054730118953,33.56712409611596,33.556096132841155,20.75707289546833,24.683497117559536,42.28068144307587,38.743254191296145,46.39874668094161,46.0048648531983,28.853989992370593,
2,4.0,15.604339159141475,6.070781485575862,7.877770100994748,5.777112719997789,16.829789384580977,12.981425173030374,5.354447958981973,5.308802734282891,4.833448419265496,7.235937183198899,2.98102807829242,4.73902742720398,28.948715931117672
3,5.0,77.14369586452366,54.14527734657398,56.44905604798433,47.06008725713168,35.968665811816315,32.804915899073734,26.515816948464558,29.7693396280415,32.276086767917604,25.717537662813037,14.299961325554,14.990824608465543,11.294070364374772
4,6.0,66.21661948710089,31.089499064780032,56.78527899279274,64.99262468524019,73.17575540439783,62.950570257624385,37.23758704602444,31.488704087167758,26.167009552822936,15.239889114716624,14.466720056144036,15.163118199204481,
5,7.0,50.43916770619996,60.75126732471121,44.56950584630804,38.986356205027874,53.06450231420934,42.420244343974126,32.44464585740468,39.4834803529121,40.85076806077328,19.326774904294755,18.19487585213209,27.95438849753983,20.283350895674538
6,8.0,32.65347540687355,17.685786693068827,32.80428867695037,36.98788684983013,23.613896080150802,14.3121998067387,16.254880566526587,26.134895786701204,28.011270062705147,32.97555083177501,19.542185799309564,22.83578809962106,25.593815442646566
7,9.0,67.09327899452705,28.880901345406873,38.458599351141814,35.28672738898229,23.473172082857417,21.24167207309545,15.598944212342051,9.83942472083859,16.119911195737235,10.861383826484747,9.619435963110195,6.663001231498361,2.6794067774975203
8,10.0,9.173086447500266,12.69397889022604,14.554899007037411,16.703360848872652,19.202095423195477,16.36224933493307,10.675205774212754,15.222317267847068,12.481157938162829,4.945011161420006,8.634485564079789,4.775105992257315,2.676182112734519
9,11.0,52.27554401865275,27.418156110473216,28.646860110222786,50.07461170532217,41.604629829448896,27.031619426328223,31.484186862720804,50.75461297617793,51.243815990895854,40.919115032588344,24.91073060030812,21.71667539337588,38.220114352928825
10,13.0,4.776198728718386,16.81944796099298,23.845005272810585,7.458457740065985,13.687841528764771,12.837640497146582,5.505679323247161,5.721388900388704,12.847771580080456,29.810791541763262,14.583604755091057,26.97367955214952,9.731868954791619
11,14.0,18.45336559373341,9.659007796769487,8.266286721177131,7.846443376813358,6.511249695728019,4.5428738198940035,4.900633319777951,9.094616960095179,9.01403598902549,10.509986845948204,14.701965508749472,13.035046967407705,9.886734866575903
12,15.0,40.86065364058318,19.603811071849968,60.85890457149977,45.97469535070407,4.802523645449286,17.620139038139765,13.444381693924198,12.202022575239784,10.982264457611894,8.839582122777863,14.41215835524084,12.76759352795855,12.269115238755136
13,16.0,76.07157961888649,45.84870808799021,49.05731545233647,24.43736227755466,31.92436708429285,21.641103448178033,16.90770934297107,17.892258909245122,22.443020980006143,16.095231360778175,17.300591265303684,23.041421835108554,32.34695671387788
14,17.0,69.46273468343708,39.2444437432178,44.5478072004738,24.15300669274005,30.632871434444027,25.24051265508594,25.69229461980454,36.886091900146454,24.299700332795048,26.512370098003323,35.63272113123695,14.398832986021999,15.330762239862333
