,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2.0,-0.003068886990138307,-0.002577079630789206,-0.001921660263463166,-0.002314309112916712,-0.0025483653002876224,-0.002446044981413391,-0.0026628107732224746,-0.0024482325799878163,-0.0022658622012869485,-0.0021249414094094104,-0.002207077332278657,-0.002369280400850001,
1,3.0,-0.0015600773172230113,-0.0018428052655372733,-0.002011487805349807,-0.0023526001430953596,-0.002392595965912581,-0.0025372938317223138,-0.0024312186820228845,-0.002662951361075278,-0.0029893442709942016,-0.002722091183445111,-0.002552071161938457,-0.002711505645784186,
2,4.0,-0.003775824109631406,-0.0030859009213465216,-0.0032407662498645413,-0.003708004864810346,-0.0033418257230007787,-0.002978815551041264,-0.002611134255459755,-0.002586018238240338,-0.0027464897497155054,-0.0026194121155600275,-0.0023696767105467207,-0.0026962384859625403,-0.00345457220641121
3,5.0,-0.0023299698762150422,-0.002327784890267023,-0.0023388687828767435,-0.0025058087406134044,-0.0029341177129706877,-0.002657556335799462,-0.0023657638210387204,-0.0025560556733413716,-0.0026900138951981823,-0.0027265924133660115,-0.002627566902221398,-0.00264172893189305,-0.002866270718518352
4,6.0,-0.0024732384900768584,-0.00218687689743694,-0.0020884342204144897,-0.0021626620687154657,-0.0023066858702248706,-0.002021725081994806,-0.0019139195783090378,-0.0019505886320036999,-0.002095280958429935,-0.0020187506776617355,-0.0016914224161175908,-0.0017530845041572273,
5,7.0,-0.0012740828208070176,-0.0012648165183945436,-0.0012688281149473395,-0.0012796067495940483,-0.0013593792504029635,-0.0015178283299333672,-0.0015768400643007565,-0.0015733200472061956,-0.0014576738614312155,-0.0013720361195216344,-0.001445719198224697,-0.0015276771150614676,-0.0015854482708049637
6,8.0,-0.0009500275933758044,-0.0012073133343300782,-0.001523666141866655,-0.0016981021971458144,-0.0017238761818770478,-0.0015422654766328095,-0.0015391933081993381,-0.0017317242141633412,-0.0015796820531811646,-0.0017772917288728313,-0.0019821407939640667,-0.0019010961653371445,-0.0017783188516708346
7,9.0,-0.000283520096452414,-0.0006952332365852478,-0.0005908248625743789,-0.0006330632519352983,-0.001049007439252753,-0.0012616628364696854,-0.0011617047572609674,-0.0012341852366358388,-0.001507268136451406,-0.0014599620380697114,-0.001331461833076571,-0.0013350808063839633,-0.0014549025616188683
8,10.0,0.0013394396254181743,0.0018417805305987718,0.0021161350611226754,0.0021057556826913383,0.0021772286765106338,0.0023316277046323526,0.0019687833278168605,0.002047842705515888,0.002375650549542305,0.0019121998360302516,0.001657231798023152,0.0018929937184932713,0.0019517339918466694
9,11.0,-0.004113701636223576,-0.004020286435912854,-0.003917551099031442,-0.0037053035580277673,-0.0034560704122296336,-0.002838705738329338,-0.003991416405971927,-0.0050222062211910164,-0.0046452566956385385,-0.00440328206778426,-0.004048378555181488,-0.004104574871884528,-0.004341706305067534
10,13.0,-0.00408802806802276,-0.003975212941979367,-0.003510499949037283,-0.0038366171060196623,-0.004085924485629163,-0.003558862425656208,-0.0038282846376876773,-0.0038948157835798905,-0.00403929831109952,-0.004757635444665511,-0.004795784614146074,-0.0052150848685605326,-0.004488012114456299
11,14.0,-0.008351065473725362,-0.008509213944633467,-0.008781157415386997,-0.008414026560463158,-0.008743441833109256,-0.009595628111286439,-0.009067623584775641,-0.009100540683674586,-0.009828993016491356,-0.009397006006927154,-0.008967115320588664,-0.008967832786845403,-0.008345193341704159
12,15.0,-0.002801057685916798,-0.0022508835947777192,-0.003120405149507492,-0.0038223052357648883,-0.0037475282953232016,-0.0032749870352664218,-0.003035499368119269,-0.0032136872612511806,-0.003182587789998826,-0.0036502416425644776,-0.0041076025996731776,-0.0033848460686617997,-0.0027492195158595606
13,16.0,-0.0030560625613820155,-0.002442201779084751,-0.002631439024804656,-0.003158747564388641,-0.0030065797022202252,-0.0027790715456842904,-0.002491529225874628,-0.0019196331905124851,-0.0021916991358504247,-0.0024364135925732666,-0.00216267779376444,-0.002275770080385665,-0.0022257709404446507
14,17.0,-0.0032366741955851125,-0.0025972048996538424,-0.002271300704886516,-0.002225267813346581,-0.0025522763570673935,-0.0027630110658663984,-0.0026265584136280925,-0.0019646765941923753,-0.0020772077228976907,-0.002145263371724247,-0.002137168357263481,-0.002508542102464162,-0.002921336579940016
