,0,1
0,1,0.7058968359852237
1,2,-0.06250374919490408
2,3,-0.2118678678513774
3,4,-0.27016139862191313
4,5,0.1180613692192539
5,6,-0.07277697710436648
6,7,-3.7768898698758777
7,8,0.30368148832331726
8,9,-0.1990995466370178
9,10,0.022671573110846995
10,11,-0.20101728881013167
11,12,-6.717860029992718
12,13,-0.009378638663522655
13,14,0.05708019237905844
14,15,-0.24274349904244452
15,16,-0.04159206058648591
16,17,0.19059995238639407
17,18,0.12437423769316315
18,19,-0.5463059762678585
19,20,0.4157389202399635
20,21,4.405678693859793
21,22,1.6626042145429358
22,23,4.891432162440778
23,24,0.013109294492470228
24,25,0.43348497844621725
25,26,2.4777995420986034
26,27,0.3681883117412622
27,28,0.30878078557389577
28,29,0.11573481454961593
29,30,0.4315214204909536
30,31,-0.02770941203807155
31,32,0.8752998423180507
32,33,0.44320028017220725
33,34,1.124872065597394
34,35,-1.4879330119814638
35,36,-0.09900325855089595
36,37,0.1500852012847012
37,38,0.5099607628490254
38,39,0.1633658786277601
39,40,1.3186330202033643
40,41,0.023977814897468214
41,42,-0.031947842975593395
42,43,0.0569906348487157
43,44,-0.7849396644816179
44,45,-0.15652579006567566
45,46,-0.36430990102281163
46,47,0.25001524023321703
47,48,0.5668207940771371
48,49,-0.14428065503451118
49,50,-0.15953083419831227
50,51,0.11485194707119491
51,52,-0.23734721533080821
52,53,-0.2915401312981306
53,54,-0.02234752720659065
54,55,0.20406952633118863
55,56,3.9136302865071158
56,57,-0.3602141744080977
57,58,-0.22700311938578657
