,0,1,2
0,1,3,3
0,2,4,4
0,3,4,3
0,4,3,2
0,5,3,2
0,6,3,2
0,7,3,2
0,8,3,3
0,9,3,2
0,10,3,4
0,11,4,3
0,12,4,3
0,13,3,3
0,14,3,3
0,15,3,3
0,16,3,3
0,17,4,3
0,18,3,2
0,19,3,3
0,20,4,2
0,21,3,2
0,22,3,3
0,23,4,3
0,24,4,3
0,25,3,2
0,26,4,2
0,27,3,2
0,28,3,2
0,29,4,3
0,30,2,2
0,31,3,3
0,32,3,3
0,33,3,4
0,34,2,3
0,35,3,2
0,36,3,3
0,37,2,3
0,38,3,3
0,39,4,4
0,40,3,2
0,41,2,2
0,42,2,3
0,43,2,3
0,44,2,3
0,45,3,2
0,46,3,3
0,47,3,3
0,48,3,3
0,49,3,3
0,50,3,3
0,51,2,2
0,52,3,2
0,53,3,2
0,54,2,2
0,55,3,3
0,56,3,2
0,57,3,4
0,58,2,2
