,0,1,2
0,1.0,153142.44968492005,0.0
0,2.0,18.00987413364269,0.0
0,3.0,492197.63258409157,0.0
0,4.0,14668838.520734387,0.0
0,5.0,202516.3667851311,0.0
0,6.0,1793250.5231709685,0.0
0,7.0,2722298.2889906853,0.0
0,8.0,12376866.738535095,0.0
0,9.0,60550.07751931916,0.0
0,10.0,315123.2199861082,0.0
0,11.0,176106.09103840686,0.0
0,12.0,4857715.0463586,0.0
0,13.0,1447662.6386080752,0.0
0,14.0,5407400.9917205265,0.0
0,15.0,8494878.619862566,0.0
0,16.0,19.58615946346304,0.0
0,17.0,7469864.842341412,0.0
0,18.0,9.841814970967343,0.0
0,19.0,14723.723873495219,0.0
0,20.0,138308.47827459153,0.0
0,21.0,26.515938176405065,0.0
0,22.0,591652.6606462763,0.0
0,23.0,5.800479497541957,0.0
0,24.0,136452.8116965461,0.0
0,25.0,58378.786636916506,0.0
0,26.0,67450.77245159264,0.0
0,27.0,1493263.1502564405,8545.101352199164
0,28.0,6543186.55681824,0.0
0,29.0,1656195.4112270754,0.0
0,30.0,17802529.112602606,0.0
0,31.0,23180.09395735112,0.0
0,32.0,1664165.9669589272,0.0
0,33.0,572462.8290368186,0.0
0,34.0,977971.8856426252,32823.73374485341
0,35.0,1559164.7081989986,0.0
0,36.0,1050640.0023640506,0.0
0,37.0,69280708.98456869,0.0
0,38.0,19.507155256094258,12.831124325533846
0,39.0,10249.549900981503,0.0
0,40.0,401912.62910911045,0.0
0,41.0,134682.72969448176,0.0
0,42.0,20731.733431145978,0.0
0,43.0,1322322.8964753281,3388.113931698471
0,44.0,3.7505863182299857,0.0
0,45.0,18975.7694016604,0.0
0,46.0,215234.8308650269,0.0
0,47.0,14.41949307938834,0.05525498458538421
0,48.0,4.307522641464614,0.0
0,49.0,4830.269150060393,0.0
0,50.0,40889.15385587036,0.0
0,51.0,3972254.373394572,0.0
0,52.0,16847173.240941465,0.0
0,53.0,75590.51287702609,0.0
0,54.0,297533.4143607281,0.0
0,55.0,23127627.41982588,0.0
0,56.0,389418.3832892501,0.0
0,57.0,83479.19324030861,0.0
0,58.0,3604244.295346976,0.0
