,0,1,2
0,1,2,4
0,2,2,3
0,3,3,3
0,4,4,2
0,5,2,4
0,6,1,3
0,7,6,4
0,8,2,3
0,9,2,1
0,10,2,3
0,11,2,3
0,12,4,3
0,13,2,2
0,14,2,3
0,15,3,3
0,16,3,5
0,17,3,3
0,18,3,3
0,19,2,3
0,20,2,2
0,21,3,2
0,22,4,4
0,23,2,2
0,24,2,3
0,25,4,3
0,26,3,4
0,27,3,4
0,28,3,4
0,29,5,3
0,30,4,3
0,31,3,2
0,32,3,3
0,33,4,3
0,34,1,2
0,35,2,4
0,36,2,3
0,37,2,3
0,38,2,2
0,39,2,3
0,40,4,2
0,41,2,2
0,42,2,4
0,43,1,3
0,44,2,3
0,45,2,2
0,46,2,3
0,47,2,3
0,48,2,3
0,49,2,3
0,50,3,3
0,51,2,3
0,52,2,4
0,53,2,3
0,54,3,4
0,55,2,3
0,56,2,3
0,57,3,2
0,58,2,3
