,0,1,2,3,4,5,6,7,8,9,10,11
0,1.0,0.006061746034814061,0.0058198164173641955,0.007129101651394411,0.006846883452632767,0.00736414540467461,0.007713362736218355,0.008447925789323664,0.01122531402473348,0.01024471754286829,,
0,2.0,2.8006505383218527e-06,3.142418868884304e-06,2.2164377689141813e-06,2.4733447700577216e-06,2.7712024662082635e-06,3.1933448793669764e-06,2.390397714536685e-06,2.763995882836437e-06,2.6302411248252146e-06,,
0,3.0,0.0896186604552452,0.0015491774404504137,0.0012980529325010307,0.0014108488387051036,0.0014375989574420764,0.0013697231992725715,0.001406754007202195,0.0012566184883992448,0.0011107108089572304,,
0,4.0,0.308868673921918,0.23085841104241217,0.26020777242549087,0.3079370284578734,0.3704523297778429,0.25338406587824225,0.2695666271292903,0.2778527908009728,0.27514460166131105,,
0,5.0,0.0038840242190242005,0.002967763017225575,0.0029375610734026,0.0026087281581666463,0.004493252980937473,0.004418498831570125,0.0031490725122541225,0.0031880953931402514,0.010861410700505714,,
0,6.0,0.0025559261157836813,0.002093215281305511,0.003003396245108327,0.0029752769497478748,0.0026140139685825194,0.004713161239161868,0.004086960346935963,0.003179936910373539,0.003302356790237131,,
0,7.0,0.2262741132787364,0.06609628191716821,0.05579234666024368,0.05295865292650935,0.04753619297103265,0.03786945908125557,0.04038983402028408,0.042418859192383904,0.053083160407015086,,
0,8.0,1.5724044941206472,0.010268587815886663,0.011351119750216524,0.673283368168728,,,,,,,
0,9.0,0.00458386879383251,0.004484937048202032,0.004333341765946363,0.005534147621920752,0.004944284503129643,0.0058123932887080045,0.005502751106702369,0.005654984490175669,0.00492857853981535,,
0,10.0,0.00420922234230788,0.003492770192899586,0.0013891594296130052,0.0014285642008396056,0.0017604554141499766,0.0016261938246270482,0.0015905397827094745,0.0010802620424280505,0.002019070591374421,,
0,11.0,0.0030892732012428427,0.0013164690277938495,0.001071216209454558,0.0010730481650610504,0.0010704564540209177,0.0009958390830327657,0.000999367866504951,0.0010101596982055837,0.0010590383991031299,,
0,12.0,0.07961023754313512,0.05113422208962687,0.0441041601507428,0.04413927819034154,0.04326204189305712,0.0327938740601886,0.029669141164803937,0.02991070762704762,0.02955517110734208,,
0,13.0,0.011336366868759377,0.25490311763667695,0.23539179145703093,0.23452591488718658,0.23548392719177813,0.2337726654100809,0.23507107350711814,0.23480152822421155,0.26010673259988404,,
0,14.0,0.044967512705229834,0.04922521817085299,0.037597382171572824,0.034611114867783115,0.06648711710093004,0.08475549341583856,0.06211080873901126,0.06355380513218785,0.08376835540325955,,
0,15.0,0.05230540194682118,0.04661322688725532,0.04857071439322258,0.04532870086437673,0.05297206439573088,0.046212092351362026,0.03373575002550856,0.03162801799230928,0.04602572747002438,,
0,16.0,0.024547727555722,0.024561265938411264,0.010045196558289643,0.001127276685558583,1.5308246057698708e-06,0.011128914610479717,0.01281752081591476,0.015198924628266228,0.015896371534181122,,
0,17.0,0.17045143935266663,0.08576565694022895,0.052819767991297215,0.052814683344290916,0.04733810222422675,0.042044039363680105,0.04226439979602696,0.07671520501718511,0.07840549130510405,,
0,18.0,0.00483181558018932,0.0051642991456796235,0.003290026497288592,0.002934394913907225,0.0023376059017336517,0.0019080014601536598,0.0017342953929678818,0.0019917016210287625,0.002644632764613116,,
0,19.0,0.0015062058467857791,0.0011074505514531278,0.0010587735969709597,0.0010689838108455135,0.0015108269998942406,0.0009327740195845236,0.000827463390153172,0.0008613777663846954,0.0007790379176352222,,
0,20.0,0.0007140390580013391,0.0007035090862989095,0.0006868282184215185,0.0007364279973530673,0.0006013101062580025,0.0006864666802336765,0.0008370438086778881,0.0008183501682190645,0.0008685077416926048,,
0,21.0,1.7465285549068205e-06,1.9149725231721525e-06,1.8700646659096043e-06,1.9785386123391648e-06,2.573240457249595e-06,2.590918040152437e-06,3.304096535852571e-06,3.297063300240677e-06,3.2291044612070916e-06,,
