,0,1
0,1,74.59417528759364
1,2,123.70812106207427
2,3,65.66620371158122
3,4,65.69483477153483
4,5,69.07513637434089
5,6,58.39440817328725
6,7,85.02157608486137
7,8,77.38003112684822
8,9,77.86366401375861
9,10,76.70924638722728
10,11,69.68904361694541
11,12,77.83555271258702
12,13,78.74902701220708
13,14,78.8283179023491
14,15,79.92192566107256
15,16,90.88239281759014
16,17,81.75849652837505
17,18,72.30875597917904
18,19,71.2604821838652
19,20,74.65059814413094
20,21,128.0293634437377
21,22,100.44290733918811
22,23,128.17845857238868
23,24,86.74972505064153
24,25,73.79149285190904
25,26,46.42915687481454
26,27,67.44077700536147
27,28,87.12400103656864
28,29,70.63179382065775
29,30,51.5791069065381
30,31,85.69266330803576
31,32,72.86115922523636
32,33,88.54206190198154
33,34,69.38799415847569
34,35,72.8894168459495
35,36,66.76706375333688
36,37,48.47230726689855
37,38,127.02659226793436
38,39,62.836738653077944
39,40,91.79053412267501
40,41,70.66439630228705
41,42,74.58004302050492
42,43,84.84221610293784
43,44,59.95316118904873
44,45,71.6427775209036
45,46,70.69103669053278
46,47,132.97024925582045
47,48,81.34376166383589
48,49,91.93140084743823
49,50,63.774895522870146
50,51,71.39610209104674
51,52,66.20003106739983
52,53,75.3192855904985
53,54,90.45450175199319
54,55,79.47034611973505
55,56,105.6756500518907
56,57,65.40562520972395
57,58,60.80023127008917
