,0,1,2
0,1,32.457553642588934,31.06502772753339
1,2,249.27183482913523,183.3956122834969
2,3,70.668612483527,23.112600625899017
3,4,104.15895114714048,95.74473847191263
4,5,108.6758951933612,55.72229678480922
5,6,126.99783703766336,44.284337683909925
6,7,73.92781953870295,55.18042334813246
7,8,154.50624381730037,35.80595853578936
8,9,264.30565192219285,196.56509887372707
9,10,68.71181386090241,16.610112381718956
10,11,317.5890327537936,39.03766848109093
11,12,57.00369842927198,42.06018097356943
12,13,31.259088577888093,15.782770141307049
13,14,42.21230642311934,24.546554408579084
14,15,38.58804918073539,33.78749430250533
15,16,366.6340400157159,190.72193819146733
16,17,30.768037236466927,23.536579790515315
17,18,53.10159033497864,27.808706834805815
18,19,49.8356767421296,48.58254559266874
19,20,179.43035048882282,190.12100017881954
20,21,192.98588588075103,158.9906447948279
21,22,56.395731053091765,34.52739046960677
22,23,37.88138882726577,15.84663337979661
23,24,56.093822305046814,33.818672569737046
24,25,35.08202883054468,92.14497182881621
25,26,401.6444881630954,360.57577693057937
26,27,29.216945398235648,33.886689013648
27,28,39.50920061851729,38.543424708181995
28,29,86.1559368502569,118.13579446580081
29,30,165.8256553894722,167.82536711163138
30,31,96.9095266173886,40.21897781483995
31,32,561.453185938062,465.8124814312545
32,33,195.96594555615096,50.03237047390514
33,34,27.14164119703683,31.02073039574849
34,35,70.29883519311112,28.28635089683403
35,36,73.49498328665712,50.093001742053865
36,37,81.07359282633008,63.84943226059258
37,38,173.55817860591836,187.195753156956
38,39,114.24883425335973,86.47337698700237
39,40,74.02799734537135,36.79354163276964
40,41,53.51501500140959,50.39361550351873
41,42,55.95804927522514,90.19027505383113
42,43,39.55989321332487,27.115274205474954
43,44,204.44389560858232,168.57708765653362
44,45,31.02618639833523,25.31468611958942
45,46,72.78855485314797,64.07777725905869
46,47,166.70907674235724,256.34506991903487
47,48,63.031756065710816,56.43025453046997
48,49,52.22658073232104,34.17308882732142
49,50,35.10124502916389,27.590908679458927
50,51,100.86078149165695,66.41303468800825
51,52,189.87421331796713,257.4313963166183
52,53,47.48030813944818,40.81829655109744
53,54,48.030411178855736,22.8939584461345
54,55,142.44562917578423,65.77037978560605
55,56,348.6984426104171,169.17477535195553
56,57,157.52544449758076,41.93752985401513
57,58,136.16954655194849,58.936534946628406
