,0,1,2
0,1,3,4
0,2,2,2
0,3,2,3
0,4,3,4
0,5,3,2
0,6,2,3
0,7,3,3
0,8,2,3
0,9,2,2
0,10,2,5
0,11,3,3
0,12,3,3
0,13,3,4
0,14,4,3
0,15,2,3
0,16,5,4
0,17,3,3
0,18,3,3
0,19,3,3
0,20,2,3
0,21,2,5
0,22,3,3
0,23,2,2
0,24,3,3
0,25,3,2
0,26,5,2
0,27,2,3
0,28,3,3
0,29,4,4
0,30,3,4
0,31,2,3
0,32,2,3
0,33,3,2
0,34,2,3
0,35,3,2
0,36,2,3
0,37,3,2
0,38,2,3
0,39,2,2
0,40,2,3
0,41,2,2
0,42,2,3
0,43,2,3
0,44,1,3
0,45,2,3
0,46,2,3
0,47,2,3
0,48,1,4
0,49,3,3
0,50,2,2
0,51,2,2
0,52,2,2
0,53,3,3
0,54,2,3
0,55,2,2
0,56,2,3
0,57,1,2
0,58,3,2
