,0,1,2,3,4,5,6,7,8
0,1.0,160636851.0920572,162348279.01246515,162575197.61205673,162802058.73696738,162451436.62263426,162512707.02773374,144842808.54055548,
0,2.0,346.71110051898745,282.67985315370373,252.02422909626173,226.8864393461767,259.7463628581545,312.2690271018377,237.50132619749428,
0,3.0,3585319.304124141,105082.8914062849,59781.949081228784,61523.66746995869,67768.49301664326,70919.02889360793,55177.74589040571,
0,4.0,55207859.02556271,4467323.100863863,1754371.7690323042,527312.460591309,563479.8058322594,705670.1175120382,443388.51400245493,
0,5.0,7677589.483976921,6425044.146637578,6026623.204239058,5983766.245647851,2954714.740150296,4816076.523952488,5753447.473326771,
0,6.0,1263314.9205483017,1410100.3307069875,567312.9690348285,555791.8103804126,630917.1516115702,604727.8031073576,722609.8263189795,
0,7.0,42103998.370260835,31986171.255772,6799123.795119515,1017104.846778649,438616.6668366612,378205.7925384935,363.42802548274295,
0,8.0,79502052.05599988,5279124.820727698,1574080.8868960957,1175730.6161758034,1339205.7240710887,2507398.9409538154,13162788.171894182,
0,9.0,1188363.74074391,1171629.638728609,1234005.645934168,1320805.1701489065,1313402.5506661294,1263855.9768259511,1031293.6301534602,
0,10.0,661172.3636557459,974168.8755435585,593076.8589418639,673893.3738773987,664532.764851641,602753.1291468297,528841.9594615765,
0,11.0,11397358.90060182,3591525.623364594,3709461.0626833444,3826866.634639499,3846186.521298388,3879487.6167896744,3436351.41099504,
0,12.0,30703485.458021082,15275431.700895818,12604938.486830031,11279256.574071951,12914928.05234001,14972996.464746635,14002614.52508514,
0,13.0,2269035.209600059,3562768.779419181,2084518.230178941,2956489.9035955677,1697555.7684889566,1957437.674213389,1757260.0489629577,
0,14.0,3530335.3108934457,3529092.5721841315,3528520.745725495,3524036.361608962,3323218.271945469,1169056.1808955232,709225.892614329,
0,15.0,702605.7489798772,726491.2690588796,717624.4051474277,888337.9609640116,902932.7533341837,1346308.3158149375,884338.900242548,
0,16.0,20891482.339868557,20573545.317134902,67697494.91391441,121667357.2630629,79903868.13597098,78738764.26699352,60391483.61107227,
0,17.0,8318050.78982764,5764532.237767818,7336410.836951461,7133382.083046329,6259297.801757043,4399265.801128898,4059901.8239623103,
0,18.0,749.6682919512772,587.2905431889329,477.67879921755906,338.67883263616477,325.7677026699272,336.7535989196583,414.8807550819873,
0,19.0,275436.6995647689,278327.11399186286,250823.8682158584,250383.70088773206,230776.5350763548,248581.08604572894,849027.9760138527,
0,20.0,10848442.083671927,10421211.554415086,7080882.3257545475,7184640.006805677,3245479.0569927488,2209158.4416684243,814109.3449676661,
