,0,1
0,1,-0.08762079673766054
1,2,1.9821239757745976
2,3,-1.263295715041916
3,4,0.20817588216795802
4,5,1.2688618508428187
5,6,0.000885427989578691
6,7,0.2433145368306895
7,8,1.1633312248980285
8,9,-0.9346256302514138
9,10,0.48695556085586045
10,11,-0.1748056565342675
11,12,0.7400684092576513
12,13,1.6231079544398312
13,14,2.5481852127266897
14,15,0.04079289240409967
15,16,2.7806340507145535
16,17,0.2786159436932958
17,18,1.4893678534677184
18,19,-0.09799183770732878
19,20,4.935272020630501
20,21,2.4636991192150823
21,22,-0.41190211342431526
22,23,6.06073956572741
23,24,-0.32364433353615985
24,25,-1.664431016856774
25,26,1.291171600865444
26,27,-0.5955993751724078
27,28,0.9883350145225611
28,29,-0.5772438892399889
29,30,1.1013825027189608
30,31,1.60319286534099
31,32,-0.3101271753318291
32,33,-1.0420633846471599
33,34,0.8489435958948652
34,35,0.734788771675821
35,36,0.7869695341007512
36,37,-0.11770137796168223
37,38,0.09943313096024742
38,39,-0.5691959156304911
39,40,-0.10753665091856934
40,41,2.521312952202936
41,42,-0.3007080699450144
42,43,-0.1020059806807021
43,44,6.496802078767198
44,45,0.4821951981827497
45,46,-0.6805229730102744
46,47,-0.4909637398597253
47,48,-0.14174541318201017
48,49,-1.4256111076081788
49,50,-0.5240145970644945
50,51,0.3090724870243564
51,52,-0.43892812468066955
52,53,-0.23736039605286852
53,54,0.28434844013492366
54,55,0.359486870602824
55,56,0.043156782540309635
56,57,0.16364936670570263
57,58,-0.12763764361655872
