,0,1,2,3,4,5,6,7,8
0,1.0,0.01160896373007159,0.010918002643191474,0.011763485451796831,0.012017494077049488,0.011770488516799339,0.011428136595996265,0.010517526052180632,
0,2.0,1.0289400195861405e-07,3.0665728934780304e-08,2.3034890301877512e-08,2.496964409949101e-08,2.1170592134038875e-08,3.287235028445545e-08,1.2961896879787065e-08,
0,3.0,0.0007850587501747543,4.5021745534598034e-05,3.9350820215747326e-05,3.846513843823835e-05,2.1273968088482558e-05,2.1814539237921983e-05,2.7673571324586393e-05,
0,4.0,0.015270279931332956,0.005482066340395251,0.0013903842189204897,0.0008269077664570083,0.00031008383978171135,9.671837999006005e-05,0.0001548903178944134,
0,5.0,0.009003016226921744,0.008217044625941573,0.0062542566850200525,0.006703364959287935,0.003382012280915228,0.006024597462450667,0.0010297600329348372,
0,6.0,0.007351950123412221,0.007607382659341279,0.005225082857427618,0.0052524721732858486,0.005164124086531292,0.005201547778458362,0.004695446642391075,
0,7.0,0.013387982440619584,0.00716491241296759,0.005265153933832794,0.0002716080334896117,0.0001028983807692028,8.425040475369526e-05,2.621356044539756e-07,
0,8.0,0.01721392871993133,0.0021910441726574977,0.0006898807154377976,0.0006244252747004453,0.0005961675410186947,0.0013523862022808092,0.0029346221319327985,
0,9.0,0.0004998992477384887,0.0004777598712126694,0.0004207012292983774,0.0003014715120527496,0.0002432064506704338,0.00026668445213835106,0.0001388897065190357,
0,10.0,0.0026596191819227783,0.002784493952385813,0.0008846527141056253,0.0003482101332714314,0.00040236861345112823,0.000504251919883881,0.00044070287748991787,
0,11.0,0.0035928755618253663,0.003495247991146327,0.003209497788230935,0.0032569548038620497,0.003324921154167628,0.0033333135520005612,0.0029829634640978764,
0,12.0,0.03326518506200234,0.013103616400390764,0.01444528202120297,0.015467604811062453,0.019864719450816297,0.028158382959538295,0.02853759843962992,
0,13.0,0.014065713649557637,0.013407133573514857,0.002995374722312292,0.010549016870668077,0.005695093932300369,0.006174316919221424,0.006492629743878512,
0,14.0,0.001251401808213954,0.001252807890083774,0.0012521827620652513,0.0012579616291347572,0.000996965411235604,0.0004111424467773934,0.0002245922632149646,
0,15.0,0.009499328821760463,0.009452468198200408,0.010555825960919868,0.004871885422118362,0.0017397390341217117,0.0008305635678972486,0.0010524854830078834,
0,16.0,0.03321283927999984,0.03179697467811515,0.14615890957303562,0.12431099322936616,0.25725358865921544,0.22571147615740705,0.19600651747369852,
0,17.0,0.020060495182305054,0.016128720556225218,0.014661966790219381,0.015334822829839818,0.009705329370047271,0.006887996484733615,0.007055613163794357,
0,18.0,4.239001543642302e-07,6.356142750641811e-08,4.338452873266166e-08,4.123573408619456e-08,4.347411436277643e-08,5.621739693347569e-08,5.268900193650044e-08,
0,19.0,0.00010563218998675743,8.436996448525459e-05,9.499323307400151e-05,8.66723579379147e-05,7.116195346641395e-05,6.936887407033024e-05,6.298447522930437e-05,
0,20.0,0.008732310510647311,0.008677481323100332,0.007113796736747063,0.0065152332562124216,0.000742499484625652,9.721306173424176e-05,8.626665206320031e-05,
0,21.0,3.929784922131411e-08,9.092344726943343e-08,9.204389079190314e-08,1.2910409637637292e-07,1.412534764170635e-07,1.523769607371036e-07,1.5896229933469736e-07,
0,22.0,0.016124027463953746,0.0030189253589833686,0.003260830867223148,0.003369768131326601,0.0032037692798405704,0.002502508596934754,0.0020385700818819985,
0,23.0,1.7978866484494726e-07,5.999689477913603e-08,2.9974475989172636e-08,3.638540658696059e-08,5.2577939039885325e-08,4.3866102963853306e-08,6.451132574560484e-08,
0,24.0,0.0003403517160197517,0.00023707626066153851,0.00022468721073082358,0.0005206602140617449,0.000620681396167288,0.0008598764837769721,0.0005904034192856458,
0,25.0,0.009245016553521392,0.009834757906465128,0.007781410871548285,0.007637470495473404,0.008262936489273122,0.006610331998259505,0.001398696105433093,
0,26.0,0.008678066718821618,0.0030771065941826705,0.0011196512178309678,0.00025910368080789135,7.95608084713275e-05,0.0005069545024118905,0.000262806811886657,
0,27.0,0.0024806357536275403,0.0019480978138519288,0.001299051287264027,0.0009063790728941117,0.0009329133999519604,0.0011361674156785103,0.0008374127617729048,
0,28.0,0.0011449331821557836,0.0010463956400238042,0.0009041898132289474,0.0010419085205999041,0.0013312431364997765,0.0018869259737798747,0.0009933604885278594,
0,29.0,0.003696246132660942,0.006005016771987332,0.0033735814392600316,0.002332541574838522,0.0004831454596791854,0.0007537064777815136,0.00015304610596474522,
0,30.0,0.00024864127162409986,0.00017472429727472398,0.00017957396377199882,0.00018116793490627336,0.0001592670199772015,0.0001500252203843201,0.00012280944061044145,
0,31.0,0.0007102127619620001,0.000322546888057803,1.5161352142197732e-05,2.9166201998841768e-05,2.3991924262530837e-05,9.05502083437138e-05,0.0001246939324866576,
0,32.0,0.008589980983059312,0.0031608224238266836,0.002392510834112556,0.0031460996510731098,0.004206062619415046,0.006093041992294696,0.006978155573118198,
0,33.0,0.002071821905300098,0.0016087297354013012,0.0017170716801439257,0.0015849527795007495,0.0005213660871520465,0.0006373728638887524,0.00046612443322549785,
0,34.0,0.0006520308379268152,0.000482935345342976,0.00027249479995346997,0.00029665996655449454,0.0002781445794387618,0.0002796395569749533,0.00027897154105367217,
0,35.0,0.001178991186300677,0.001125425538138074,0.0006019806169538753,0.0007136645779029368,0.0007229090785873683,0.0007460276279677649,0.0007997337989602735,
