,0,1,2,3,4,5
0,1.0,3536435.4960821825,1816794.7719164423,2033654.7578535345,923422.2470898444,
0,2.0,9.17461123067129,18.59289850337695,14.21542984026993,2.885102676342099,
0,3.0,2317029.262712432,22534.989525809586,28746.27690517257,5381.069821585811,
0,4.0,8852927.268496351,14329.306291431947,435253.08563801425,246069.7072495201,
0,5.0,34047.899672611005,542475.5325122322,645127.2184675195,33238.655501629604,
0,6.0,495589.3836749544,281602.64146234514,75003.87244935057,,
0,7.0,2440631.3120938223,,,,
0,8.0,8407056.16613643,773189.8830882862,503922.3378344446,167436.93283501558,
0,9.0,23.543006009146747,16.190631586146516,26.065322645955987,1.239717995983308,
0,10.0,77336.25937790633,240745.70783434142,535668.6102022306,152774.0933152181,
0,11.0,163410.22415119712,87775.7925372479,54121.820429172345,2732.749813507995,
0,12.0,342310.3790951144,198229.13489025127,898524.7587422947,474715.5230461249,
0,13.0,1439918.05067267,1259704.0115607022,2269579.622012875,1076349.246274623,
0,14.0,28.5098053811215,22.426499221644434,35.334108983137284,13.165512676878729,
0,15.0,2538438.684386107,1592576.3853818325,1299004.0425123603,742213.8449247091,
0,16.0,7446825.517193828,13898232.189794656,13777769.43265534,23.442226554185083,
0,17.0,8615049.238998441,4800363.600492669,1702733.4275044333,386006.7421755772,
0,18.0,2332769.3148020324,519800.1557899398,73334.02458057602,38050.775517302216,
0,19.0,53064.89564022112,20576.291809523133,26555.786645869834,5051.7015854355595,
0,20.0,48758.07660884851,37886.344720460256,18749.306868292842,1971.9009660608192,
0,21.0,12.658143391952855,18.388579027603832,22.15081383001094,33.529865535125545,
0,22.0,1604164.448510003,317422.4856213645,13009.042795556292,3356.9477010818914,
0,23.0,53.124734078872265,19.493297543973533,13.517171571131726,0.7352472128797314,
0,24.0,62001.68098552554,42831.55814773608,5313.06684380748,2668.4803072612253,
0,25.0,494521.6396840375,116214.11160193071,747446.847851524,780574.2292917941,
0,26.0,2824983.731918333,150663.8983694302,142765.5129723528,1140.5539151577855,
0,27.0,297417.64630667464,495388.6208276499,400876.4833414975,88673.87013502112,
0,28.0,1042677.7466133276,1186845.692386265,211604.51469263755,22270.76467596558,
0,29.0,1095375.5676621513,99756.7051402769,1051538.5940463266,625554.8711891392,
0,30.0,629777.353493192,10291.89813818823,7527.751656301243,4064.5260830288585,
0,31.0,71861.1328604101,5464.81358701176,6489.741067832603,2802.936121467662,
0,32.0,5109081.794907281,3584657.64959698,2713844.851229635,534741.5302400569,
0,33.0,567167.2226384147,143879.88087551296,641680.1474104961,282633.5015188341,
0,34.0,371546.34164108813,124669.45633842918,66582.07861989042,23014.720963365933,
0,35.0,327220.2871442431,414453.13870540913,270378.7862777306,28506.462140353848,
0,36.0,574862.2313380219,2187177.715137952,2712322.664536579,175140.10735015757,
0,37.0,1557652.5718669614,611493.342365197,745687.6483285879,434201.202943137,123608.8624290544
0,38.0,92.9558461381924,16.564634835588706,18.263341574417723,15.321279013670424,7.660110527156968
0,39.0,308327.0309612231,201349.98268843663,143838.14424753777,17778.247204642965,
0,40.0,230744.41618923272,104707.94159559128,24671.346800545813,1794.162831788536,
0,41.0,911450.1320075266,249351.43266213132,115790.2183679661,27711.225280545725,
0,42.0,2592763.015787922,68579.34367998195,25351.175707030787,2386.1381942649805,
0,43.0,392013.8980088694,82380.43802809421,103888.73849938226,47759.76904683055,
0,44.0,17.0869018421308,25.118981429107542,16.848742461293583,18.858188617960366,10.379355532420373
0,45.0,294981.0928898975,24578.46117395178,38699.50066765005,7365.853299039196,
0,46.0,56296.57818637765,29196.151418215235,32920.52650545024,21614.133428611807,
0,47.0,15.064900243808058,19.796745961693862,23.4008767458718,5.987151669006891,1.059356691719819
0,48.0,24.399650958868488,15.818536143941873,13.878176215669244,5.455772043992812,
0,49.0,48347.08487753071,72787.94631634904,10450.408390561684,3245.5269544569665,
0,50.0,24808.486790390634,11971.855199032187,13201.584378716052,2575.838408492549,
0,51.0,252026.6559617641,155668.29787301458,136109.6074125872,41530.22132193073,158057.94395724253
0,52.0,696895.9597387228,43985.75862117004,3241232.172464251,1731195.260505619,
0,53.0,31523.439363859587,5515.46972263672,8502.605114538575,2352.945263596811,
0,54.0,620774.0685934697,156081.2328783114,223883.34363622512,69510.43088964224,
0,55.0,647154.2064021057,21164.72892596726,10820.40445891275,4248.882655525504,
0,56.0,277496.4759829715,1773078.9956316366,2580215.49872865,1238709.522842132,566394.3949289466
0,57.0,657422.5775336709,145264.10019515222,49618.63260204655,22560.965319332037,
0,58.0,184502.79261927982,10275.893846659466,12230.500031239666,3748.9845009571172,
