,0,1,2,3,4,5,6,7,8,9
0,1.0,0.0015484099480655342,0.0015129487052932807,0.0007236900402826763,0.0001218508650577079,7.298246138109798e-06,7.334765027139692e-06,2.466098962449234e-06,5.564575521176289e-07,5.672381698504415e-07
0,2.0,7.987413845017226e-07,6.134686237669869e-07,5.256641160792182e-07,5.019201706335613e-07,5.084491714391239e-07,5.031777466563986e-07,5.178890774891197e-07,5.157126081864621e-07,5.24431642338365e-07
0,3.0,7.693758764315644e-07,5.799988853778346e-07,5.612079633000255e-07,4.441364052047143e-06,4.425066758891071e-06,4.420815493052859e-06,4.457882310531453e-06,4.4422618896828855e-06,4.787500268860706e-06
0,4.0,0.0009125231130564017,0.00043284613303164773,1.7747078205948158e-05,1.7755043708493346e-05,1.7377339335915287e-05,1.8355638148208553e-07,2.3624693274803613e-06,2.3671533981644422e-06,2.55083057835255e-06
0,5.0,2.0252263298590358e-07,1.8660367921484013e-07,8.957488637563071e-08,4.3361197307218936e-08,4.510616667052757e-08,3.203844198255304e-08,3.2371511680756575e-08,3.3394802612238497e-08,
0,6.0,3.337787205614728e-07,2.810217922098201e-07,2.770668291759113e-07,2.087315765074609e-07,2.2309319146396376e-07,2.2127068868676026e-07,2.2748630872645707e-07,2.1284747183131838e-07,2.1635961961238678e-07
0,7.0,9.732789706894798e-07,7.829772374557308e-07,6.712795261123978e-07,6.427650407335703e-07,6.281831864496854e-07,6.228657236490859e-07,6.260196641974174e-07,6.274336425983281e-07,
0,8.0,3.3523106727130683e-09,2.402513535269495e-09,2.258727520934643e-09,2.097396541359222e-09,2.1276243739091215e-09,2.1448901387336794e-09,2.1140341991873075e-09,2.131607908848914e-09,
0,9.0,,,,,,,,,
0,10.0,6.895148103801557e-09,5.335816872731451e-09,4.8494277240242854e-09,4.422095571171422e-09,4.451977702711381e-09,5.128353174919383e-09,5.017450024136999e-09,5.051011687990653e-09,
0,11.0,6.792285804142426e-09,5.187477690632019e-09,4.921555808916792e-09,5.781992657216495e-09,5.615078639540533e-09,5.6143026840903145e-09,6.320973589157956e-09,6.097208273642885e-09,
0,12.0,8.225705500574997e-07,6.419252443977921e-07,6.285817474168418e-07,5.987294908457459e-07,5.74170351279746e-07,5.926252250749183e-07,5.938091872602073e-07,5.660257485585332e-07,5.57407796695271e-07
0,13.0,4.03698911459108e-07,1.6007888462504762e-08,1.3667313647897313e-08,1.2624423487181004e-08,1.297091058872146e-08,1.2943508933112778e-08,1.245891171933375e-08,1.284308476249522e-08,1.2886947876566676e-08
0,14.0,6.251900872902858e-07,4.535226585560313e-07,4.4291953019611766e-07,4.201949471040168e-07,4.1672740070801265e-07,4.3272140080700113e-07,4.2686172625785484e-07,4.1746362500555754e-07,
0,15.0,1.0636865709324661e-08,8.290990101363607e-09,7.907160884935611e-09,7.599551236714284e-09,7.622735456212304e-09,7.53099853942232e-09,7.105969951562742e-09,7.323482494135047e-09,
0,16.0,0.00017537836816816505,0.00017532280730491676,4.510388152368351e-05,5.631010442399876e-07,5.153415689893144e-07,5.344319921786089e-07,5.201985529294471e-07,4.696268670494716e-07,4.773974740006123e-07
0,17.0,3.470443354766116e-07,2.88048607986364e-07,2.464002375964526e-07,2.471523659564382e-07,2.562839321245545e-07,2.3015232166205615e-07,2.3587936219089333e-07,2.4172846094854874e-07,2.430975762361873e-07
0,18.0,7.855701042971076e-07,6.072591675868469e-07,5.89492431881605e-07,5.478990087151768e-07,5.368975726866667e-07,5.515522492322659e-07,4.888866420569227e-07,4.86260027466566e-07,4.951088450340507e-07
0,19.0,6.769252349302465e-07,5.424233660781324e-07,5.010012256559856e-07,5.053588927353365e-07,4.940215248897439e-07,4.735568881497874e-07,4.892577384348589e-07,4.824155437803185e-07,
0,20.0,3.925213380401724e-07,3.2183924159250286e-07,2.642430592626265e-07,2.6344357178484714e-07,2.4861898616582003e-07,2.445521112806016e-07,2.513002698607289e-07,2.425255982400945e-07,
0,21.0,4.717270468020375e-06,1.461574352519792e-06,1.0044480011926863e-06,1.0350935216809761e-06,1.0139709046320038e-06,1.0021387759547093e-06,1.0016440479368268e-06,1.0408922119184146e-06,1.0660866495529827e-06
0,22.0,0.00022921649782561756,0.00016683524830617748,0.00010610864394393723,2.117300793925382e-06,2.1207526815994436e-05,2.1244920284829413e-05,2.1093223085161387e-05,2.101166412182845e-05,
0,23.0,0.00037413407604182586,0.00037413467938924916,0.00037413473169314523,0.00031483274787214244,4.475457925418526e-05,3.419664281139027e-06,6.362895541908862e-09,6.569516739546908e-09,6.461097304116891e-09
0,24.0,3.246796174888745e-06,3.1125613583045235e-06,3.087590449188741e-06,3.073439923608818e-06,2.9792285226792604e-06,2.9916852887440503e-06,3.0185675858094677e-06,2.865974092488839e-06,
0,25.0,3.834668856718982e-08,3.5636640596771426e-08,3.397311219203074e-08,3.7793257710221223e-08,3.748065940050325e-08,3.10613417620887e-08,3.110624984569303e-08,3.1654134438303614e-08,3.3412026575692524e-08
0,26.0,2.4906243774777073e-05,2.489018700902167e-05,6.08493562025325e-06,6.09249952003004e-06,6.095976554212754e-06,3.5464369050813427e-07,1.920843957033406e-05,1.920314572346638e-05,2.083590045493801e-05
0,27.0,1.951322633193566e-06,1.858355078200276e-06,1.7443669026636558e-06,1.7442346629811442e-06,1.7625371604904193e-06,1.6799389800478442e-06,1.6508342324326526e-06,1.6716400241918976e-06,1.6890508666953026e-06
0,28.0,3.0051620332690817e-07,2.688272678747635e-07,2.3484078695237372e-07,2.227648584224838e-07,2.2718467486841263e-07,2.3075520149737832e-07,2.2583250054276542e-07,2.2364191404443322e-07,2.2846994636818148e-07
0,29.0,0.00013578417179184547,1.0323430633739042e-05,1.0322745522291356e-05,1.032035702359285e-05,1.0317137842299418e-05,1.0320634573658805e-05,1.0305791340370184e-05,1.0304040504655467e-05,1.1210115074560572e-05
0,30.0,9.641240847837358e-07,6.546083377474926e-07,6.33005992812739e-07,5.376131864689282e-07,5.505202983618005e-07,5.539405041422066e-07,5.388434418995154e-07,5.524124084199978e-07,5.560972768360436e-07
0,31.0,3.630067625548203e-10,2.9585403742998196e-10,2.976948184744149e-10,1.5379668560313142e-10,1.535337149244758e-10,1.562930605094242e-10,1.4338281621285864e-10,1.3221474948444096e-10,
0,32.0,6.548767470217346e-05,5.647306988873714e-05,5.6475214466504266e-05,5.647278698163959e-05,5.6471648208160435e-05,5.647730916185633e-05,7.157857036622539e-08,7.288568862250359e-08,
0,33.0,9.618692333886132e-09,6.718545317549511e-09,6.166613085673964e-09,6.302579991291891e-09,6.353728124207392e-09,6.235384014082112e-09,6.710539641736391e-09,6.611929396315256e-09,6.610068025004379e-09
0,34.0,2.445932870483501e-10,2.0440562847720983e-10,1.805641619275834e-10,1.5300524012490356e-10,1.6095318871737872e-10,1.5695207097049472e-10,1.4518961503153164e-10,1.496071081716089e-10,1.539083678007272e-10
0,35.0,0.000945615784369183,0.0005039657394159635,0.0004074023160767578,5.892283725598297e-05,1.1157306537900918e-05,1.1235597623962395e-05,9.899703572860586e-06,1.5966774523870295e-06,1.629870990472696e-06
0,36.0,6.251411877459831e-09,4.761000616108102e-09,4.3779866761327675e-09,4.0928855141643e-09,4.734000064594079e-09,4.366801357764216e-09,4.297191077895525e-09,4.2586855807086966e-09,
0,37.0,5.537823704257201e-11,4.2802144797423113e-11,3.8568075154455406e-11,3.625824617208154e-11,3.6402728380529916e-11,3.702518110493819e-11,3.669071335210521e-11,3.671412744993024e-11,
0,38.0,7.803491569105738e-11,6.037176632796082e-11,6.019636038527399e-11,5.441820037369976e-11,5.548777885925139e-11,5.670163973153597e-11,5.481918682002966e-11,5.448845527118968e-11,5.403658680039529e-11
0,39.0,9.383818477398757e-11,6.845133156945721e-11,6.407669090850241e-11,5.870677510081174e-11,5.981227010085899e-11,6.018440965767472e-11,6.143467971784416e-11,6.051251307520282e-11,
0,40.0,4.436629003093462e-05,4.436616388169522e-05,4.43661921246519e-05,4.436603672342491e-05,4.4366057299169026e-05,4.436604994056156e-05,4.4366046593737164e-05,4.4481884246445125e-05,
0,41.0,5.721040091839035e-11,4.556928417043075e-11,4.303779397269601e-11,4.204634160695371e-11,4.034029994947402e-11,4.154744284952195e-11,4.135150784415964e-11,3.883217273192279e-11,
0,42.0,4.063903193736332e-09,2.955318902396555e-09,2.68600083019979e-09,2.5250159442221533e-09,2.558245567908779e-09,2.6150093579195e-09,2.6829272495532777e-09,2.3529107069251914e-09,2.4118885646379883e-09
0,43.0,2.59470375184068e-09,1.982799330549908e-09,1.7128691889664916e-09,1.7029828888655016e-09,1.727559058492163e-09,1.6999723990902595e-09,1.7338008592490824e-09,1.728360329271218e-09,
0,44.0,3.498838346633526e-10,2.4216921055029896e-10,2.3597018699379433e-10,1.9233813763592238e-10,1.9499858799894856e-10,2.0085650287586244e-10,1.9840494815573145e-10,1.8385936434373229e-10,
0,45.0,3.4322997053996218e-09,2.4569164185525076e-09,2.1653510792021136e-09,2.0908883096960224e-09,2.1117611771089695e-09,2.1275383283698455e-09,2.1470119518290955e-09,2.124308909049928e-09,2.147326239938327e-09
0,46.0,4.39262920140675e-09,3.3421738635257847e-09,2.900615568426064e-09,2.82550191439402e-09,2.8435460662277014e-09,2.8564265353665574e-09,2.845352457651151e-09,2.8505625934608437e-09,
0,47.0,6.048859068894532e-11,1.6409887742941546e-10,1.598108845277418e-10,1.5727884732511407e-10,1.5820710269128922e-10,1.592435200898602e-10,1.573295483233833e-10,1.5776585337530732e-10,
0,48.0,4.341538351371185e-09,3.3536933113919554e-09,2.951811167982005e-09,2.9394689030099147e-09,2.956507660081269e-09,2.894051600233584e-09,2.951190567993417e-09,2.9619992421935054e-09,
0,49.0,7.208641675281022e-11,5.455303362745104e-11,5.280228922695018e-11,4.8697822998062505e-11,3.726970073604285e-11,3.876369453100414e-11,3.714318445065339e-11,3.609202173176927e-11,3.577827454111389e-11
0,50.0,4.177721878350805e-09,3.188886679487756e-09,2.749705331425946e-09,2.6455987983074872e-09,2.7483301528899195e-09,2.523186813709095e-09,2.633902311764284e-09,2.599146013484222e-09,
0,51.0,1.1284016331709733e-10,9.12332797272611e-11,8.559269324760465e-11,8.527984235173511e-11,8.58513579558238e-11,7.017650220883951e-11,7.181512272314194e-11,7.203022965097813e-11,7.247771724184942e-11
0,52.0,6.945661661592128e-11,5.504266928248246e-11,5.0342839506792715e-11,4.7531538808383604e-11,4.8226796912998943e-11,4.3694921112767016e-11,4.372626237068975e-11,4.452961043425188e-11,4.4915558539766433e-11
0,53.0,4.944294767710978e-09,3.653863341134398e-09,3.1293491787521317e-09,2.99421228122961e-09,3.026275852250631e-09,3.071250597230151e-09,2.9976532236020557e-09,3.0106018869103798e-09,3.094319834447252e-09
0,54.0,6.426591297120136e-11,5.1562662559606076e-11,4.720594281856135e-11,4.515813672667203e-11,4.6098263478719684e-11,4.486794256623984e-11,4.4811760923383404e-11,4.553281918597325e-11,
0,55.0,4.444357526692401e-09,3.415989330105576e-09,3.032972700455577e-09,2.919861069130429e-09,2.9828404411162396e-09,2.9432655929176115e-09,3.009409705143856e-09,2.956091146485998e-09,
0,56.0,3.1822830061642476e-09,2.7161432193833848e-09,2.361982465282329e-09,2.7537194342585367e-09,2.6215234258144703e-09,2.4867467656566556e-09,2.624162416404408e-09,2.6809423296465874e-09,2.66542342255936e-09
