,0,1,2,3
0,1.0,2225215.1097222986,1512838.4733789072,0.0
0,2.0,9.633737423960838,11.127564553458072,0.0
0,3.0,430776.3380470169,4370.899298547796,0.0
0,4.0,2663219.3854399766,5250491.137361778,0.0
0,5.0,1079765.6298654045,2070887.5330406404,0.0
0,6.0,1224537.8693053299,1184216.3373645744,
0,7.0,3395798.259498264,213976.49833754712,0.0
0,8.0,350698.2849172236,,
0,9.0,36142.37464564135,22559.12696352233,0.0
0,10.0,34633.68366427591,422684.10828567215,0.0
0,11.0,1421672.8632365623,46336.98144689844,0.0
0,12.0,6683107.844568401,21516195.940531332,0.0
0,13.0,1420623.1702540251,4087126.612661308,0.0
0,14.0,4063483.4293528646,10868402.517383965,0.0
0,15.0,3693773.0367802386,3874131.6728746835,0.0
0,16.0,9718751.734104602,51621478.79745141,0.0
0,17.0,4711794.347928811,8799864.485162769,0.0
0,18.0,1275.1290287615896,9.885989412549552,0.0
0,19.0,25994.441948322317,18688.559814779648,0.0
0,20.0,18611.56978398467,33952.22353572335,0.0
0,21.0,10.504856194335014,8.869855007951854,0.9612775843768749
0,22.0,2324713.0311231813,17545.80584553695,0.0
0,23.0,179107.8347222387,1929738.9792596858,0.0
0,24.0,217436.58563007042,17185.22481282051,0.0
0,25.0,36291.87135659516,220020.8949583425,0.0
0,26.0,1238386.9087246046,362854.7729754617,0.0
0,27.0,343918.36647452076,124312.35868607146,0.0
0,28.0,654877.3068611276,1812608.4055489372,0.0
0,29.0,3852218.3172040773,1866817.3970072155,0.0
0,30.0,13411.28287837685,35353.02272914148,0.0
0,31.0,1305142.5740073486,15478.210770864976,0.0
0,32.0,857102.0814539912,3255553.0412726346,0.0
0,33.0,2372977.6424214845,2255805.4439030807,0.0
0,34.0,174811.63634422404,4597610.705606082,0.0
0,35.0,1083295.8113033145,31856.42611731489,0.0
0,36.0,988485.8833571718,570704.2317977895,0.0
0,37.0,635222.5633504892,602895.9601435204,0.0
0,38.0,27.36408954548527,4120692.945107667,112063.52138682871
0,39.0,77718.57677284292,21292.601183731516,0.0
0,40.0,43897863.424339056,1813198.6081224363,0.0
0,41.0,27543.50249193328,24045.529514232665,0.0
0,42.0,36579.39523395463,9111.77138721493,0.0
0,43.0,34465.98739579445,37674.39554245264,0.0
0,44.0,21.225565622903503,8.553746824834839,0.0
0,45.0,15320.458797735024,239685.83383299535,0.0
0,46.0,1110168.0943650308,67328.93387950626,0.0
0,47.0,6.767755388090338,9.428012081452742,0.0
0,48.0,9.91296941100421,16.04109911942571,0.0
0,49.0,36140.698402873364,4385432.616859347,0.0
0,50.0,27152.45282661776,474810.1095832352,0.0
0,51.0,21056.655066978892,127020.1167964434,0.0
0,52.0,876108.4358421329,4609434.122430212,0.0
0,53.0,35422.35472942719,15831.617564832686,0.0
0,54.0,811471.0298016085,350333.5573369387,0.0
0,55.0,907200.4298764743,11018.006604455322,0.0
0,56.0,1830519.7937774444,3058.8167921111935,0.0
0,57.0,15057.651250590328,4567.3288916787005,0.0
0,58.0,21785.4951646915,19495.189901682515,0.0
