,0,1,2,3
0,1,34.181024937140556,36.210413279203905,
1,2,254.11405058403471,258.900020448503,
2,3,119.11346016904481,29.9755647612955,
3,4,94.65451348497294,70.59175892815979,
4,5,38.28364769923864,38.11506348566311,
5,6,547.4919011439181,214.02432517054197,
6,7,749.1715513374313,537.4174152936147,
7,8,1568.6555331933719,254.73436425083136,
8,9,374.2323424743593,402.1039044824111,
9,10,23.842204265238397,23.84210883806535,
10,11,110.1384443465447,67.65703641359993,
11,12,38.62120405421616,38.8482058606514,
12,13,15.313392831113555,14.31976101600706,
13,14,314.8914581800888,305.14701251711494,
14,15,21.760055146988943,27.80552209226666,
15,16,22.759613353482084,17.17394667641787,
16,17,99.84855620996825,16.233709783451637,
17,18,497.39796015789085,283.16836864310955,
18,19,57.72009507095427,38.07176140387312,
19,20,26.15940147851792,25.41471409061476,
20,21,312.10501278751065,279.1850203548736,
21,22,75.83278002497198,48.77243073704652,
22,23,278.45497645587784,303.15905511531844,
23,24,14.348740838009572,11.758894715842624,
24,25,24.712594537343165,25.436194683953808,
25,26,111.72963398808353,103.48901202425357,
26,27,29.312492596540167,31.964758136295423,
27,28,26.38299641814781,24.738899690461917,
28,29,178.52450812143414,177.03790041066964,
29,30,296.2973854508338,279.39198973587526,
30,31,31.94507481409378,27.155416893626704,
31,32,642.0533934183355,581.2093713399099,
32,33,59.18781279198102,45.744870973028036,
33,34,33.54237482783396,34.93366078351516,
34,35,27.187855509022537,26.689573494781314,
35,36,37.12620722828949,48.753632343310244,
36,37,54.60931951396005,81.15080024837944,
37,38,255.81566490691048,254.0159506302767,
38,39,40.24884715081535,60.43458206753331,74.55054516087581
39,40,70.93837701366823,39.82006631284559,
40,41,54.67997805412873,61.94521512933307,
41,42,52.10147195887742,54.42817717495447,
42,43,29.46473708871873,29.646085929830672,
43,44,282.9710473464797,280.2864452293588,
44,45,30.857550223520686,29.718207802624978,
45,46,142.15232598794782,144.89629570122386,
46,47,273.3170427952727,289.5643504360961,
47,48,335.6374963938136,294.2924667741259,
48,49,22.74899676760679,24.177230228842625,
49,50,32.43859268035479,32.5192250830182,
50,51,30.879418089375672,31.077541075864318,
51,52,339.48230564943526,392.2907699561272,
52,53,77.7640662517078,40.28948279939101,
53,54,21.734705792750816,19.36940662600376,
54,55,23.504168692935004,26.61219561073232,
55,56,356.1531481470646,434.57731118172677,
56,57,115.07084125643075,120.79728197825203,
57,58,95.44071366330725,96.32596902026114,
