,0,1,2
0,1,3,3
0,2,2,3
0,3,2,2
0,4,3,2
0,5,3,1
0,6,2,3
0,7,4,5
0,8,2,3
0,9,2,2
0,10,2,2
0,11,4,2
0,12,2,2
0,13,4,1
0,14,3,3
0,15,2,2
0,16,3,2
0,17,2,2
0,18,2,2
0,19,4,2
0,20,3,4
0,21,2,3
0,22,3,2
0,23,3,3
0,24,3,2
0,25,2,2
0,26,3,2
0,27,2,3
0,28,3,2
0,29,2,3
0,30,4,2
0,31,2,2
0,32,2,2
0,33,2,3
0,34,2,3
0,35,4,2
0,36,2,2
0,37,2,2
0,38,2,2
0,39,2,2
0,40,2,2
0,41,2,2
0,42,2,2
0,43,2,2
0,44,2,2
0,45,3,2
0,46,2,2
0,47,1,3
0,48,2,2
0,49,2,4
0,50,1,3
0,51,2,2
0,52,2,3
0,53,3,2
0,54,2,2
0,55,1,2
0,56,2,2
0,57,1,3
0,58,2,2
