,0,1,2
0,1.0,-0.025931877827183758,-0.026367621053364636
0,2.0,-0.039590085051474176,-0.039627898096545724
0,3.0,-0.039603239431913316,
0,4.0,0.03469971415759301,0.03471247126434054
0,5.0,-0.0435034306160828,-0.043565782100640736
0,6.0,-0.04319464248099405,-0.043283376941007125
0,7.0,0.0062943601803391565,0.008451514238075473
0,8.0,0.0338812169589079,0.033773744037187386
0,9.0,-0.03976680652154577,
0,10.0,-0.014835712633567666,-0.01482056072097162
0,11.0,0.025900063993371115,0.02584572215694612
0,12.0,0.030307859402381992,0.030809923782485562
0,13.0,-0.021369839296272147,-0.021026093446269524
0,14.0,0.02259732735120747,0.02266086025735023
0,15.0,-0.003486353983598493,-0.0030966285059124002
0,16.0,0.026902621183218647,0.027254912722662374
0,17.0,0.034975751355105146,0.03493625106066364
0,18.0,-0.044347794421692434,-0.04448667303928967
0,19.0,-0.03876200706745366,-0.03873152827038518
0,20.0,-0.03987955073627684,-0.03997379424035704
0,21.0,0.031564997898585787,0.03125146744399745
0,22.0,-0.02413693496717205,-0.02386778840154458
0,23.0,-0.0025411313062428525,-0.002684075937942068
0,24.0,0.03563088457857897,0.03560751832337414
0,25.0,-0.026741356278766223,-0.026657714551564734
0,26.0,-0.02579742231377044,-0.02592719303170948
0,27.0,-0.02696174028852218,-0.026862895502974906
0,28.0,0.02928325310051426,0.028473424433318
0,29.0,-0.024901740360385807,-0.023265228851613706
0,30.0,-0.03949217538154533,-0.03975132185347314
0,31.0,-0.0034764540092088857,-0.0032403961561339807
0,32.0,0.016757553870946733,0.01682313468714502
0,33.0,-0.022335992605828938,-0.021410007953374662
0,34.0,0.0028647061351229864,0.002559722934908963
0,35.0,-0.03771474153028998,-0.036612766241583584
0,36.0,0.007377241251455361,0.007348005191675558
0,37.0,-0.0005526157731001884,-3.3400384810296114e-05
0,38.0,0.00014820813483508032,0.00011067505823762006
0,39.0,-7.432600814744396e-05,-4.988515368487388e-05
0,40.0,-0.0014745096483543781,-0.002118426718439742
0,41.0,0.0002776742830830378,0.0002514993102714533
0,42.0,0.00019155697176413382,0.00036580577685645376
0,43.0,0.0005274079582563013,0.000547212536923748
0,44.0,0.0006782899708889708,0.0008831591499762422
0,45.0,3.4673751559324836e-05,3.9949554163053756e-05
0,46.0,-4.914930437727544e-05,-6.785316252327971e-05
0,47.0,3.640702526944602e-05,2.539433612660152e-05
0,48.0,6.823147991710858e-05,5.900269884356308e-05
0,49.0,0.0005635668534214338,0.0005536836752320834
0,50.0,0.000551324560307828,0.0005108539856304796
0,51.0,-2.7438990097447954e-05,0.00012379574592283013
0,52.0,-0.00036894988712397593,-0.0003744474837562606
0,53.0,-0.00016325514785006813,-0.00015521433784794857
0,54.0,0.0005177019056575378,0.00045038500771717096
0,55.0,-2.1207441600928843e-06,-2.1755857808201293e-05
0,56.0,2.9316228357420042e-05,2.3530090948894405e-05
0,57.0,-0.00040824285398204855,-0.0003966608100929396
0,58.0,6.793617296066694e-05,1.1258781671486923e-05
