,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,1.0,2.169331164713031e-05,2.1692360862647532e-05,1.9426941304626342e-07,1.9835801875584016e-07,1.8790287097134617e-07,1.783026701925186e-07,1.7849171184780774e-07,1.802496523213607e-07,1.7907420022884765e-07,1.7156705233759887e-07,1.7300008174483152e-07,1.7427774647810277e-07,1.71912909069465e-07,1.7308103037037213e-07,1.7110325262346748e-07,1.725438919309181e-07,
0,2.0,2.4874753986518137e-06,2.0380204997963356e-06,1.502492817830365e-06,1.5190834151063137e-06,1.4843116496260475e-06,1.4014296961687865e-06,1.4541589802014651e-06,1.440398475947717e-06,1.4289376406893128e-06,1.465280470782296e-06,1.4713467230663148e-06,1.408433925018622e-06,1.4501382056738197e-06,1.44249872425313e-06,1.4466448623198317e-06,1.4350409462016276e-06,
0,3.0,9.321889352334545e-07,7.666337658738438e-07,7.299964554936625e-07,7.287989694835205e-07,7.287007881141059e-07,7.051908323344328e-07,8.055316027429372e-07,7.967309548568259e-07,8.087408314626665e-07,7.767320396142254e-07,,,,,,,
0,4.0,0.0004357373989168932,0.0001447060653209111,1.9800905527843924e-07,2.0595069490862219e-07,1.95470040594849e-07,1.3342224614472623e-07,1.3542504516211394e-07,1.3997581700798528e-07,1.3619693084713903e-07,1.3442403993928722e-07,1.3530568095178298e-07,1.3684270784343335e-07,1.3437865148981943e-07,1.3569163511008257e-07,1.3594959459857225e-07,1.3411894412372266e-07,
0,5.0,5.913354725252452e-06,5.443699451193558e-06,5.37587032287375e-06,5.180676483291324e-06,1.3319811650055297e-06,1.3930633180374295e-06,1.2766363133038046e-06,1.3010281788971316e-06,1.327776456946864e-06,1.2923326442840052e-06,1.3178740492280794e-06,1.3361717133010143e-06,1.2181536910088846e-06,1.2412655688810872e-06,1.2297860698402398e-06,1.2238458449872026e-06,
0,6.0,4.258503541243228e-08,3.2380626267349886e-08,3.106019853121479e-08,2.4854044187515045e-08,2.5466098947168206e-08,2.5522181145821625e-08,2.4110203670152146e-08,2.5846602122705774e-08,2.513216455472191e-08,2.5324477856095633e-08,2.4986575166240368e-08,2.557486993805559e-08,2.485203648648916e-08,2.4821061068716313e-08,2.5510813241328977e-08,2.4839552989006964e-08,
0,7.0,2.255551275484749e-05,2.2510240342591762e-05,2.252428116650087e-05,2.261068270500274e-05,2.2590761808158557e-05,1.6144552773551989e-06,1.6056096441323383e-06,1.7298273141050687e-05,1.8425799963234212e-05,1.839510737981901e-05,1.8659231872850092e-05,0.00015711133704665914,0.00021485155999871735,0.00036459038997267685,0.000364563169804512,0.00037103632604075547,
0,8.0,2.0624390923663497e-10,1.6001291076338445e-10,1.3771632885443421e-10,1.3371616817813633e-10,1.3394318190066328e-10,1.3483382624800616e-10,1.2382628171106324e-10,1.2695230745338667e-10,1.26346330941903e-10,1.214735021870604e-10,1.261635623718999e-10,1.2555976311840835e-10,1.2475252523657367e-10,1.303848332280983e-10,1.283807588596666e-10,1.2949046393539005e-10,
0,9.0,1.2937829779814717e-06,9.654946504254638e-07,8.260456776740978e-07,7.728411025191107e-07,8.128466556635655e-07,7.628678942876538e-07,7.793785980694738e-07,7.911479381982348e-07,7.966025539442777e-07,7.831840616450907e-07,7.669190723136233e-07,8.399376193546311e-07,8.015417680746443e-07,8.168526421979589e-07,8.139800668975286e-07,8.123613728219684e-07,
0,10.0,2.1146368367233984e-08,1.6354749344725508e-08,1.3610162410732951e-08,1.3141238881109848e-08,1.257010546993656e-08,1.2704172663694108e-08,1.3261216336820334e-08,1.2081669227270857e-08,1.1940898382888737e-08,1.3693320834048534e-08,1.3389600643693438e-08,1.3268948991249278e-08,1.3552610747619945e-08,1.3741193716096512e-08,1.3409738711506124e-08,1.3394282905960394e-08,
