,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,38.639955406886195,34.85905687413023,30.66910089976555,30.60945052656878,31.834427421123337,32.64258662450728,32.73459708250349,33.957212896412855,34.21234935640709,33.93308924124866,33.6967312505189,33.14908050702973,33.91024567744625,
1,2,256.80350342251705,258.9792311894913,278.9063992230351,271.0050630265909,277.930080723538,289.8803732045872,310.6527386504226,326.0840873149133,332.2021162361041,338.9385827893098,336.1494191576121,332.0894142128864,312.41263696864905,
2,3,48.997185000069486,25.517066635002788,25.326829171099742,25.404447738777566,25.091212914429654,24.570548720099428,24.730966209494778,24.737948615334197,23.95086778796564,23.9954091654414,21.893037357702624,22.328062452469,22.71949468180336,
3,4,89.45110396188524,83.23257185110377,82.99667629406655,80.23791377533158,79.97041863803676,76.5187885424227,75.06164133563827,74.39513669344498,73.59121324361126,71.12313266441517,66.02594888319233,63.13184323009767,61.51529952354697,
4,5,37.74163529158161,35.6304127928582,37.54903227196945,41.86674768122679,43.51119554702024,43.77587904550743,42.65179291186352,43.15252427004929,49.1256891385081,48.75631827187704,48.90679911832301,50.899410605624894,52.42755142239763,
5,6,329.54954401543984,241.67370564461496,113.42830673703443,161.46872188801194,172.91190610460364,65.79689027021543,144.617191493514,149.2516517682654,149.4716621228846,148.87479203580335,148.4324263265449,146.76606480306603,149.6730398833555,
6,7,242.2621857960228,240.07568251143917,241.20892554528712,224.33668096985707,24.454038521274967,33.98116093139865,34.151879555787005,34.96263669851404,34.79766074009079,34.61948543710354,34.40777145997841,34.48772982920055,35.324515970801755,
7,8,67.843960897806,49.35709753341536,31.759762903437103,31.77200524770694,31.747265849028462,32.572252192675066,30.657315077187295,31.718774332582434,30.89185089328419,30.57958650981257,30.226657004220524,30.8414258488011,121.25303396457358,
8,9,323.07449782912454,322.615514958291,324.401239107415,361.1287397406452,366.15358563840675,368.72770821707655,302.54928553119834,304.3277607529623,304.8626092624607,288.7358107700751,283.1611884081038,285.3558873689841,350.23055898142934,
9,10,20.216900774428236,17.72621646037304,18.172351939140952,18.88369005252946,19.458543641159803,20.265811728129716,20.410245588919306,20.00156243896961,20.62575756184485,20.782354293967757,20.974710046588523,20.471744129221324,20.634383387389548,
10,11,4.143702149565656,3.8176175949880706,3.9389925533485006,231.22217550322554,245.2398698213649,263.99908810167983,152.43627580670613,169.72434398511155,207.55568803664147,271.8280706623214,306.2820399566387,326.5679151028208,324.0887412347457,
11,12,67.10194656548133,35.98173052407081,37.85684673966418,37.790378088295675,36.75499391191337,36.798461388533354,36.99352817400043,37.07251581119669,37.89663480544763,37.94601428345275,39.20625504664541,38.77462351295533,39.5535749852987,
12,13,15.88958379692296,16.09828964758259,17.1091974587109,17.395063532339215,17.72425608400373,17.446292853450508,17.607240708672506,16.814616953222043,16.19885752374614,15.756417926748227,15.643414522106347,15.353194724072711,16.186414056238647,
13,14,17.57128339080558,17.32093259274318,17.016234566024593,16.691672783112764,16.955164757096835,16.68496507942083,17.04147190549814,17.053471656011514,16.187776797542607,16.277917195860596,16.191864333307493,16.402116075821006,16.520877517232368,
14,15,23.96988851779573,24.576411454889016,25.356036193154708,25.854666273536427,25.662646562103227,27.314308129100187,27.45668525545994,26.662172240300087,26.689751912351248,25.505741650515812,25.041964779146223,24.875464465902265,24.23081412047842,
15,16,177.2399132309234,140.82013300361186,138.59739570149972,3.3950351518132367,3.366830152246749,3.4271069956026747,3.4332889478897735,3.4103577462903054,3.532485225030671,3.371717258196906,382.73837887866256,387.89529515063725,430.0262007521557,
16,17,22.687863064528194,22.881547530516908,23.067638414648897,23.658103946701672,23.453019371651465,23.874672772626646,24.272307832924167,22.440444055583317,22.503139877533226,23.09306941643886,23.50269796415303,22.936558466468206,22.692963407966225,
17,18,275.1881895767689,253.34531010825157,251.78665390359646,250.8412617227819,246.96899104884108,248.69462373162767,247.6251719968138,253.89756873557508,323.2962824384656,249.72722824031456,262.35567460987005,362.4593300736605,276.1587814399022,
18,19,69.33392783037101,69.00985911982218,63.551063759138074,65.93240453080044,64.09598335283744,59.71362211980334,60.832009118007385,60.62002049856056,60.05107116064612,60.901957169673736,59.177562225625195,59.4040294060716,56.67553852118802,
19,20,109.98866871808573,90.07774419910837,26.559823840233626,26.50950482664371,26.847718711279736,26.740900463068883,26.2606399792772,25.71410866849918,40.77859658440858,40.86822875060921,41.20789862503194,41.38108190216804,41.52390124976217,
20,21,276.39243115541353,276.7410399174708,277.1697520087129,261.6710603059744,268.1772592388873,266.46463500697746,260.79495457798515,266.35278923512953,256.7343309077823,255.17737321964637,251.5522865042742,240.7265380655657,248.7332132669737,
21,22,54.811423397239565,45.19239175710081,44.5495978283381,42.150340008008214,41.617304093369626,41.9991789739128,45.06571429203317,43.907010617842666,45.71435579313565,44.411919623578115,44.46909038871832,43.58068221206462,44.143216119940384,
22,23,297.96655020429796,298.68254797160466,280.0522123938082,272.8606176542644,273.96969114605844,282.87280674074776,275.09986642660607,279.04002102446407,273.7824365817595,284.0393724105253,251.16489541235654,247.49711453959694,260.4441693613637,
23,24,31.534859575096455,32.49220280687727,31.47000335416428,31.499385194089644,31.161324891828404,31.892709629886134,31.78528508329109,30.90117073738755,31.6111484429521,31.963904274518598,30.334846275376517,28.874290254154463,29.880608197770286,
24,25,21.916389415229872,21.428296129183952,22.703401605143764,22.24574152221085,22.930883036320182,23.2536052845609,23.07819695303718,23.033447039895755,24.426548057390345,29.66532066234916,29.610492228262604,30.046058393739436,30.515673828482786,
25,26,101.20770721639731,191.43310619206247,99.13412631379772,100.83777273550031,244.8031862537741,468.0835395525034,466.7285345894335,465.52223362584954,459.0094052918104,459.02175940771707,458.7695898655074,459.2620538933534,463.5768005411833,
26,27,31.30552210530459,29.893751247315276,28.776540544587455,24.795894088263154,24.43321802090635,26.233838562327964,24.62989198001827,24.829594679128867,24.78362504105157,24.752458676388407,25.687444940791735,25.29475363397534,24.87863397719876,
27,28,27.74211599716215,24.23037579384833,23.435857923697146,21.868364184654418,16.340565611601157,15.398920759695475,16.810040594499835,20.109768217902904,20.669018683366012,21.42363699800345,21.327798761241162,21.906049392804718,21.7197255708547,
28,29,139.032712834409,141.56803289057856,142.91679284611502,143.7888935267232,146.61360782683167,146.39888433090374,137.38043286193755,137.97040745512544,81.10292356337295,86.50362531699152,94.73347367474054,91.91037613555561,85.52767070451732,
29,30,512.7629613627086,456.10499307273795,596.9133437945578,523.0384272962852,557.6762868448783,634.4640032567422,615.6675592219074,632.2709714950931,683.6747372409365,675.708904639804,600.3827112767323,531.4148166141712,625.0505005238603,
30,31,86.36503296426696,80.84477953695203,24.87077714016101,24.579276740181403,22.01388450753549,20.965430970400963,21.268129521265696,20.36848055206868,21.389574303592134,20.41118414879853,24.920421289783082,25.26361019331956,25.238579902461982,
31,32,527.8560688405171,554.9785611983858,616.6606109448771,694.8632221062627,754.0948390725065,787.9199966066552,845.3191869215898,882.4017440133705,860.048930097679,720.2830317544161,851.172514034992,816.3918209188269,857.5900597175295,
32,33,29.472355153768408,29.246977865853324,23.62762590448632,24.45156002955206,25.986884804034936,26.593744992521696,26.193915555357737,24.46410712275093,27.12244210375684,26.861025778669603,26.3893360815222,26.88671646720848,25.99852066797411,
33,34,32.503315480753336,31.652749512864407,33.05559580151451,32.2893705153238,33.00339585453343,32.838588297244634,32.6375075113239,32.05464084964921,31.942027228218873,31.96422788691727,33.2326162024752,32.75998575498266,31.529132669589117,
34,35,112.26408754411482,113.07115332517712,21.395339758468005,18.171013023101224,17.418381095842403,17.531460654379494,17.396778073078465,16.97997186229837,17.136300002561164,17.44932300232409,17.398116117684822,16.49325308301167,16.400790087460962,
35,36,47.8826690985371,50.12121670147647,51.708920893787756,52.49761899362675,48.94017393716536,36.331148907685,33.5710497991258,33.86962525850434,31.974336724242207,30.5540871047716,32.439840991935974,36.85125405428062,33.87186192554272,
36,37,75.86139479018426,69.64264182938216,58.034472514187634,51.197656196353364,52.86799599001271,52.050397716434645,48.51527292839929,41.1741143475812,67.17922878753376,70.73050882079656,72.61962376725427,71.9859403616852,73.43442915019756,
37,38,273.3114928632668,266.02914842644594,262.33807113320677,266.14098312879844,260.4652472752707,263.965607807652,252.6232222584504,247.49569938106242,251.977081522116,253.68379678253004,250.93621669357503,254.02597071647932,241.15617012031183,
38,39,57.81810558409306,37.401169201338064,40.254276538785504,42.12949960350948,41.518332454767034,42.61853218629527,45.29565573618985,45.70856295348528,40.80350384373781,42.40388290845881,46.99582048285935,46.16565668484373,46.6734476365922,45.33772638721823
39,40,43.32656432802615,40.03412723269463,40.969227621964,40.761409903405365,39.982085540640625,40.59500641032768,41.64974780880808,40.73595353551652,41.69532347877877,41.065406938916645,38.97435053981015,36.88957277754982,37.558908953682945,
40,41,329.192446247885,320.8623626069361,263.20993093334357,225.13523272884902,193.58464782367395,265.971803016786,343.17405355662123,507.1008980022782,569.8641707257293,674.1048731466047,749.3932267730562,763.1958436950068,871.0983401326272,
41,42,37.44156737827538,38.481845836918914,39.94237652697885,39.89340635954446,42.01190307520001,42.6504925660775,40.69397989875161,37.981198356179185,37.46299761733156,35.95720560500544,91.03365852324613,90.48843158105902,118.24993393232826,121.65422310795462
42,43,27.202408248034835,28.11384106986259,27.838285673757486,28.409612116430957,26.703478379712212,26.418524969014857,26.54641446998297,26.66344677530259,25.898987929214062,25.825476256607487,25.705629962416907,24.84729481656892,24.52321470977026,
43,44,281.4755910080541,275.67647888132086,282.65735762258487,285.40995823953847,295.21251625238745,305.30483344079903,285.2790137785802,285.5039330697904,282.45511757201876,285.2253351357111,286.63119451076267,286.36313131268594,279.2627983214302,
44,45,32.994417390633956,34.81507268000866,34.969077248854646,40.51643886352573,42.375307275188774,46.63588382755663,48.91810638276457,50.85556470572775,52.47215378728915,54.78419199283396,57.95378770567082,56.603220123080334,58.45242744753894,
45,46,95.82449234581593,52.91136837415761,49.46550379379321,46.079581908394736,36.129025057602966,37.11425254448059,38.19601397882988,38.94949925305192,38.325672112268855,38.852999312222416,33.95281506434556,34.748875881098655,34.9058641898279,
46,47,231.5334446683675,235.90195481060468,260.8451285770202,258.6592798971711,261.7084357515276,264.6879904405649,261.99684890702275,260.4220350961807,260.36072431708527,256.9567768812202,267.2221723471677,264.78018972759355,252.38725824613255,
47,48,75.69643320527064,77.02553689091258,78.47589131218186,75.31874795230898,70.39323047390086,68.28161766057413,62.6329253135548,61.55844883483355,62.10488440265119,62.71886269460662,54.77910185463066,53.33947881260183,53.77101481186965,
48,49,28.25191554049596,28.147758281900465,26.441375559214286,25.545989136762934,23.555625015684004,23.555153111267142,23.194827009486403,22.927844349428664,22.543240104709984,22.070974309638988,22.624557194236843,23.302360395462088,23.25966885237086,
49,50,36.18829358497845,36.33103968295491,35.389477169628016,34.25584567578157,32.64341576172127,30.617412136330625,31.133226266768077,31.370802870300796,30.784293515894227,31.775835216461324,29.808479574534736,28.371240239497332,27.765886343577158,
