,0,1,2
0,1,2,2
0,2,3,2
0,3,3,2
0,4,3,3
0,5,2,3
0,6,3,2
0,7,3,2
0,8,2,2
0,9,3,3
0,10,3,2
0,11,2,2
0,12,3,2
0,13,2,2
0,14,3,2
0,15,2,3
0,16,2,1
0,17,3,2
0,18,2,3
0,19,2,3
0,20,2,3
0,21,2,3
0,22,3,2
0,23,2,2
0,24,3,2
0,25,2,2
0,26,3,3
0,27,2,3
0,28,2,2
0,29,2,3
0,30,4,3
0,31,2,3
0,32,2,2
0,33,3,3
0,34,2,2
0,35,3,2
0,36,3,4
0,37,2,2
0,38,2,3
0,39,2,2
0,40,2,2
0,41,2,2
0,42,2,3
0,43,2,2
0,44,2,2
0,45,2,2
0,46,3,2
0,47,2,2
0,48,2,2
0,49,2,3
0,50,2,2
0,51,2,3
0,52,3,2
0,53,1,2
0,54,2,2
0,55,2,2
0,56,2,2
0,57,2,2
0,58,2,2
