,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
0,1,78.78597815398517,81.24057488269358,82.77760888738763,82.09377514446638,78.50369963206077,76.19849278847796,76.46779638620572,76.83510233101417,75.87883029776877,74.10246233583379,75.54745412565316,77.67380385937086,78.53105605990665,76.71875832527881,76.58341600436948,78.05814760950172,79.06236453604875,78.40595427963848,77.71499611499611,79.68249721293199,81.17244430287909,81.30778662378842,79.87345224458626,80.45918083031485,80.87371097550835,80.4718061139248,78.01780531509642,78.15889101363597,78.42545355431017,78.80377867746289,77.32904707233065,78.30667936911188,80.23356108954198,81.15267685094119,79.26516895121503,76.8363264464712,77.11124053581828,77.11124053581828,76.5108089756344,75.57278552504813,77.31619796152988,78.67717616461334,78.04657216421921,76.55662507427213,78.0777183600713,79.37143172170461,79.50007493778502,78.11024350913603,79.24537265224654,79.63917841575798,79.12196751594234,77.32372901159263,78.43532258519228,79.35443834659148,79.88220538692133,79.17666024305626,80.61099462225842,81.44453145579524,80.90588176220487,79.33620506209338,79.19362639319893,78.67641549338327,76.91761289247542,73.6739481751265,74.05989721779196,75.29093277836996,76.68526829035252,75.6810513638055,76.7586908702382,77.91706191096218,78.28436785577064,76.57612434894382,76.84821150185999,77.88294688142295,77.51920718264489,75.37166215427085,74.58788871378098,75.97603817646461,76.44945472755106,75.12776130785709,74.47794914418564,76.01533278946638,77.21092404670533,76.8363264464712,76.8363264464712,78.15645845967254,78.78706246006665,78.25389574133293,78.67717616461334,78.8071188071188,77.80290188057177,76.83540377021653,77.78310063414375,78.78731756069078,77.88654345794623,76.93884659401901,78.45993987981818,79.63001758029047,79.11796637516996,76.23589488628733,75.83399002470378,76.47730308697447,76.83406436351092,75.10961949137676,74.84841499172113,75.72268927576269,75.95489408766319,74.04020435995488,74.04020435995488,75.53244442018854,76.33387554720105,74.30893603482436,73.4171275347746,74.14827757285532,74.36980751401143,72.75800683043525,72.75800683043525,74.30541000149583,75.79478122548329,76.83999914933753,77.48981131300899,77.36857048895025,76.57681791163067,76.05436893203883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,127.40900641602207,136.70026561553814,152.93766509452783,152.50587087146226,146.93520391465668,138.19341247782978,141.47321115090233,147.04387810770788,129.94805577504752,129.4401948416547,134.86320556587023,134.06237136357618,148.45425399075293,143.65639589169,169.52399171050533,157.82415388063654,129.53861694705492,119.34449051599469,139.0300680963091,167.31560502989072,172.59879695834752,142.39512085303207,149.50623196414318,140.28002886895555,151.991809273073,143.0455727139332,143.9744551522496,165.97127965958123,133.27559482134112,137.37815892390523,131.9551481996897,139.19244531961294,149.0689885294895,141.56715702765797,142.63046393984519,124.73032190990963,100.94402690410243,94.78295192487428,79.76907539976563,94.79346564366807,103.3281160526818,107.39467417189867,106.77928955651406,116.4136981586646,119.69834087481145,133.6470588235294,124.88767692507466,108.39764289493367,112.59239944924079,109.52848817500478,145.89955326925678,130.6855129683932,129.43751519696065,104.72993812983303,97.24582051584528,107.34036727392208,123.28175921531403,150.89085163276883,153.16814226690275,150.95169205045252,135.48514472442884,124.73744380479667,129.90916097651385,101.76021332405836,117.08615567439097,118.70231729055257,133.56299840510366,131.15547489413188,122.73442226255293,122.73442226255293,103.69453044375643,92.9155830753354,103.36930358350237,116.76750496931984,140.16226152362697,131.57988604469978,144.283645443196,121.58548752834467,126.98993197278911,113.43699079631851,127.83782805429863,119.28289134543787,118.73728179727078,116.47898963072174,116.68539130773536,125.29822774665875,107.25230435475495,119.95057389987643,131.1251770744796,143.8246396623258,124.90665772637107,133.65879447850782,142.7258475252759,163.3065720121765,137.66554637115087,133.51793160967472,115.4720082177709,117.09802447793352,111.1874905673996,117.57128172266944,102.89263388355947,127.89873888966447,123.80790625720022,143.83301490036777,129.90916097651385,156.21773866903234,145.30159963298115,138.8941624290838,112.20944603541925,140.15310800725024,155.07866761162296,158.3686274509804,120.89712486030682,117.55071963154865,119.72944303580395,127.33427895981086,129.29596478356564,140.83437533569662,169.1400663926072,146.60154841755218,155.63997001672143,137.3388766609603,145.1647509578544,129.2358620689655,117.70939600263563,111.78042019203346,113.84563027606706,118.06869768201491,125.98586858426044,137.42874360660983,148.44467852222874,139.96561121963202,139.965611219632,119.49482307429741,129.2551716581754,108.69437132000434,130.54546140638854,109.8047206656478,118.56410256410254,96.13961605584642,106.84521216290237,109.48828000951005,107.17960494249935,132.24636655902063,125.43287264725005,123.99832805481071,110.32120842647157,93.33757286698462,108.48346502780215,104.63384096765178,111.09937800213771,119.43587732371165,126.24076833912898,146.5645130550791,142.33310809640142,138.0233437866371,134.24319612461903,156.73927312012069,163.79995081909624,178.81309540959168,172.8535435399569,156.03251725710334,152.14980744921655,147.19396957867815,141.54691075514873,122.99618611746757,123.56953438174529,149.09762426938573,151.3807903786388,129.94496333677196,105.44913151364764
2,3,100.74801181549647,124.98914278375466,117.06433837107949,101.89396800070912,70.85717870305027,70.85717870305027,70.17058866473609,68.51484530495685,67.48474712372395,67.58028377098472,66.78514467988151,66.88407040829946,67.47512379935287,66.91399716227687,64.59608523317934,61.68549091793386,61.152074238244325,61.152074238244325,60.62786771491538,58.45089779706805,58.21374364687043,58.50984716743719,59.15884297037231,59.0038042106824,60.631759251142796,61.90278264839968,62.215301723050224,61.04891981759095,61.39293648089808,63.02269020849064,64.27759216927495,64.01852655955999,63.74389755902361,64.3848131527289,64.99945901107223,64.55681281679205,63.39557201983473,63.57788223205521,63.930517526578,64.362322674505,63.73736626800433,64.28902105278354,65.50034812565244,66.217623320469,65.40039918681882,64.6391740901789,64.73228192796759,64.82007041258746,63.77031644867276,62.78793375200435,62.96571461625546,63.3905121736695,63.05480198597997,62.61581440109761,63.71035771786314,64.66071376389601,64.66071376389601,63.141372889716436,62.69872669543625,63.13771428031862,63.22129792926729,62.54974545603265,61.85589625304449,63.10140024081186,63.947807144318176,64.20266876242397,62.9571647746566,63.40726675088558,63.84625433576795,63.930517526578,62.47275642253834,62.03376883765597,62.3777855009631,62.298111665726104,61.082844876688824,59.84799907162724,60.50352688674792,61.89221191179658,62.78304105355103,62.207187073667356,61.128593652827945,61.044330462017896,62.051989589828565,62.29101853473986,61.56227359546861,61.13046844754162,61.45816942040388,61.77562973786419,61.44262160778289,62.31006535947712,63.595980569442965,64.18593941717958,62.9907946926231,62.11616410446819,61.526205256731565,61.607151313773244,61.19586669196231,61.872891485350735,62.45809166822579,62.3777855009631,61.457914857772295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,161.85650011839923,133.57035639658096,105.19495186583664,63.653886659266206,65.08843537414965,65.6354439211582,65.72109129486178,63.50910972804151,62.5267270313731,64.92211590778601,66.3459201347048,65.52639232358035,63.21735573752702,65.18594890573165,68.59375606529272,68.94639135981552,65.14598682456713,63.08234243471645,66.04070067340942,69.84110520865781,71.07337832303556,68.85692810658534,70.04104429798662,71.76712942230184,72.77004807227931,70.0045135463092,70.97009581882217,72.65704393638137,72.36540575000635,68.35220442987432,67.87878787878788,69.9796885578876,71.40191078010983,68.71587365339474,65.96307585180965,66.58651573004404,68.4860705218897,69.83060833701575,69.41125415883118,69.0895113854755,71.20797828443021,71.41575784330446,69.21298941831381,67.19702091782163,66.88674296048487,67.4201596401744,65.88311252682843,67.8803386017244,70.31452175974425,71.7490704746277,67.96466039032549,66.58196896151665,65.98569566959118,66.33833096411396,69.1561005233972,72.88507867391584,77.85423710897602,80.20768724957736,76.8727067904785,75.09633882854352,72.00455138893,72.72867956608277,69.01125413437163,64.83920361344735,62.18895311892865,64.35405699831824,69.78165571807035,77.03105285530182,82.73203473605899,83.54846974283603,81.29897088241371,79.48229435964612,76.71357032257905,71.38333348100063,64.435965059948,63.15396193005754,62.6777345438824,61.22845918156356,59.285911756089305,61.43269828500384,63.36197364732268,61.797085817993256,59.122059694691266,58.7995400096519,62.930415142689974,68.63451496443686,74.07703464947622,75.79607843137255,72.48527325823946,67.04275357320009,61.71305412585359,57.827917985398294,55.14484040081309,52.79146661886788,54.431353449594404,55.71152947379773,55.95173590119628,55.443208417442484,56.08256905680312,57.89507725137504,63.595919519212615,69.93062334135362,75.56098194867488,70.3686671645911,62.73189674003014,55.725730315863295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,83.83625730994152,87.36507936507937,92.02264921563167,92.92450224177131,89.97519348601094,77.61837551515788,68.01981529919028,60.33789481907025,60.557455126683394,59.549795998872725,61.77380027580402,64.5669892326564,66.78597543333596,67.37187717273176,67.27550977201652,66.6997113014812,69.14288326053031,72.3249157494935,76.43442158488766,77.72813494652098,80.35974236955835,82.65718747150187,85.35634398509137,86.46911099949773,87.43896103896103,87.27460562036833,86.16183860596198,83.43319315814553,79.24093900273736,74.96650062993834,73.6596780974592,75.04782756014284,77.46657283603096,78.7733953685101,78.7733953685101,79.04269896623785,80.64606968877956,83.28766565300793,85.49926503099562,85.97074885443475,84.15407233166715,78.61378343942295,72.56549756341084,69.54336278721803,69.75302699688223,71.23551960303308,71.23551960303308,72.00035101575182,71.77674581867791,71.5552158775218,71.5552158775218,73.3412623891497,78.7284677763551,85.53428258488499,89.87580305272124,91.4435765965427,86.72265208215863,75.74409457728534,64.04837490551776,57.694265694265695,58.57626397161281,59.45826224895992,60.00738279808047,60.80758284809298,62.74985565033608,64.79047393549585,67.10495390077865,68.59044713095274,69.29543159139571,69.39885339885339,68.68119220542127,67.78263130686037,67.1757085946745,66.97872111799944,67.87728201656034,69.23509515405524,71.85262630753272,74.13609789793499,75.29775416566046,74.8197520650653,73.73862025520184,73.49731001601249,73.15064575673652,72.58894661683833,70.8142883555355,69.31821221594626,69.2089785583255,70.6302896836725,72.95103218313288,75.88505954637635,77.76051742183424,79.04131792214693,78.24146372890091,78.37680604981024,79.50007493778502,80.16318429902421,78.50573123861282,73.00639397456968,67.85945467525839,64.28217995173861,63.73517140473005,64.09373365414791,64.63162411499678,66.053846337219,67.41011206539822,69.20143534327103,69.6133006021951,69.51080220373258,67.53716871363929,65.52677269254809,63.567589019078696,61.97716296538874,60.89856954454933,60.07904173342489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,90.40698148601255,75.68426479424205,61.06977961644441,70.78441228189675,72.39621296547293,74.92419189898182,77.88715486194477,78.3891156462585,78.79516407599309,78.52024998664601,78.77883584523187,76.40128183213186,72.17403141931443,68.10267960328176,67.43797473916544,69.19870621952309,70.89771070908,69.1063874312072,68.56014922013733,68.77761439173094,70.25011995197329,67.59986945745459,63.36384636211591,59.59036494157566,58.5539276946121,59.73140837656966,61.321075540007314,61.09644845606465,59.55576477768236,58.03983882867033,58.80931237050294,62.46039031411819,66.16013052023281,66.99293521777182,63.20034262517922,58.92591074058888,57.77813088117911,59.62817604829745,60.580148358718226,59.83399933293819,58.41493059679628,57.74599931903302,57.89072407346734,60.00938972154475,62.620593801551124,64.36979793230662,61.75018182017911,58.4467022902613,56.55277340507149,58.13978447518219,58.832059925093624,58.47955937431151,57.17558933685833,59.87990125465339,61.785116782159946,62.30139451192082,59.52553024351924,58.338770037072415,59.89127562277302,61.4319593011553,61.50683280587877,59.36649713981077,58.721335849488185,60.17443645967692,61.22743916269725,60.62137855663664,60.44937889257349,61.36185742534948,62.12539834637072,60.769423895521676,59.31632328533294,60.67144801238912,62.642068321581505,63.75395502330486,61.48947028203993,58.93982820298609,57.678763872079855,57.751398288309105,57.75139828830911,57.38819529188439,57.98961956323011,60.183681393655576,62.1491626294519,62.46413779132268,61.07545276627401,60.8185020486187,62.84221746363846,64.40721102863202,63.75168321351135,61.412992636620814,60.97761848696095,61.30013817200031,61.45639055622249,60.40339261285909,60.48564160884303,62.7652888389141,64.16514087661231,64.84770515863669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,174.9176534639989,173.75862686524397,153.53479539717284,148.95996293254143,135.38018672035741,145.85998926084267,118.87144838994884,118.55648776002758,121.09722053647286,121.31451957730131,109.91787153260857,127.70842988391459,117.30744065939595,126.63001463001461,102.27931156963415,106.45029105976256,133.33449171611514,111.22019909801679,137.3194898781586,121.74013252664938,158.82783882783883,147.46171860925958,150.47584733767403,123.30302016484686,129.18627433981237,108.16088857575065,107.51442392928601,101.97800622634325,121.9584940312213,141.36451687649645,121.21496945422177,126.90385834311067,114.85758685758684,143.38615400001538,115.42381878344287,107.4457099357688,89.99939387559137,87.6013376126014,96.08730739366831,89.7879225679677,95.46068302027649,91.96913910320066,105.33673131206929,120.10795051465426,104.82168426948391,98.19093416587845,93.88512376832492,127.55087719298245,155.55341365461845,145.7072598084646,152.03534969610507,155.9896283491789,169.29524165479222,148.60168414125246,103.27811881768716,96.53660807617642,100.6620757020757,117.716878158338,129.5322627737226,129.86258535436778,139.0357771260997,117.26106448242155,138.40976629202027,148.128048010302,183.51288723625865,166.78814856030044,168.70623047838237,145.86331701085797,157.67712118421272,153.3900398444998,170.95771045067593,150.00104913446404,151.160075733219,115.5504256571486,129.6720663926507,137.82817949500037,150.2150025877292,155.174107193842,127.76842645482792,136.76610423051363,112.14423334777317,113.17456991767808,116.16672219685657,119.73101376114813,133.09255981841997,107.44554028260433,119.8234227522299,122.41084947549653,156.01971848259564,166.57533130601587,148.6217581241658,117.83065867634996,107.2750458529297,97.2994828121794,93.80109492329763,75.11591067675701,93.65137225319276,138.17062981966063,133.47780704806402,140.78104584652013,137.49741589622352,170.16668211387682,144.69528768379342,119.41133706650947,120.0364896916621,128.72209958302673,117.18792623442039,119.14961205817518,127.20954040471736,139.90175729304661,107.44293515772253,92.42309046402107,89.39545902654123,112.23447567999087,126.91312351910084,133.88199557496543,124.03584172881159,117.00442006324359,136.4182343694539,133.60504755626707,139.97045296167246,105.3575155279503,108.78608695652173,131.82608695652175,141.6470588235294,161.88235294117646,158.83473389355743,176.83984898307148,176.83984898307148,179.09734457390041,148.91780747677734,137.44441812103503,139.8755672188508,164.11166826700804,160.65949801837763,158.22834892056187,151.18627772315088,133.70263016639828,97.2990363457015,93.71633914468367,103.81617811408786,111.83982736436388,121.98662712948426,102.88423061532305,99.08460167283695,89.85383244206773,102.63524130190797,97.59478598734097,123.2358116283666,123.63087335676167,133.95308237861428,110.9787234042553,123.89100410600969,130.60415745245464,127.02146025143684,116.93911152247158,128.38198654482093,150.9847640671239,164.4567188867876,158.29052057285745,,,,,,,,,,,
7,8,79.47894051237516,79.61290178919359,98.40273351135613,99.14683303466737,102.31571013457895,86.8287167891464,87.94148380355276,88.9923869234214,89.33454142756467,90.36127939547913,88.97599801019774,88.80393187227597,87.77719390436152,87.9434276705953,86.47992007992008,85.67630380669054,84.24524790606942,84.24524790606942,84.56130704369713,83.82516717712248,82.49958176776744,80.15264006887043,80.01006139997597,78.80377867746289,78.14736842105262,76.8,75.6976076555024,65.94900084435687,94.24373768646214,95.86857901055158,105.7458290377775,77.70967805425809,65.27706864685877,67.22410110645404,67.75726782518777,80.45918083031485,80.31038687506927,81.00858138769678,75.95016214371053,79.64279261840237,80.84013834613484,87.33289196932324,83.06074819525392,81.30195278690078,76.43550708598443,72.04320474422695,68.89370276869049,68.89370276869049,71.07293620630354,72.19154842801598,74.704543988331,74.5856290868074,72.84357698686057,71.86854782644255,72.72580002697833,73.78419795979488,74.14095923633133,73.7663616360972,73.01547121078818,72.77648689413395,71.05744311223762,72.84874898121339,72.967663882737,73.73961184517346,74.35787972905501,74.47794914418563,74.7079581289116,72.82979135907416,71.90065607189513,71.67064708716917,71.77988074478992,72.12004994353201,72.70340606421381,74.85828821909597,77.9725645198791,81.21640707947361,82.02448788755441,79.62041849926695,74.6019176783696,70.79239386884579,68.17486271536832,67.3797236242651,67.17744802375941,69.79497917723688,73.23047701273472,76.83202001250781,77.9788592360021,79.75853838038712,81.02900984440697,78.61026456851883,75.7281930796362,71.16095261481148,70.01231499040293,69.00094586701063,71.0169143675028,73.4374580443052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,66.23630749228019,71.11249796847066,75.33489754282554,82.71486374448895,79.0577208873461,79.38092260435522,79.02416132781877,68.438824084417,61.581235929342014,60.897581762211715,71.22945365907881,76.83616381751311,75.9818515847464,85.70381008196598,79.81536844884349,81.9537664089244,71.50065787362408,72.07150243369097,74.50034493843481,74.0359037192766,73.84232728115867,72.70719813804817,72.93720712277413,75.03810780187386,73.38065474146248,74.85828821909597,73.7603061899737,80.43704961785076,83.83560661640776,90.60970626976439,88.45580618212196,85.45507358138937,80.61159232923939,76.57612434894382,73.38277715559663,71.45215875438998,70.72809153304509,71.81597186620844,73.38285056863701,75.14165316954488,77.9380781943711,81.18192075396561,83.68955544137557,87.03804500848864,89.17754999080944,90.7093630351549,89.5044141378983,86.7664462234598,83.5605353252412,80.86137881165169,79.21034288334707,76.73578040878459,73.93849787754796,71.69609319357765,71.46166095914542,73.72577677164833,77.18690666059086,80.78409635614122,82.7515974540771,83.9360971648926,83.9360971648926,85.87745206883598,87.6871044048041,90.55233582227727,92.78489396181216,92.61081535444102,89.59352881698685,83.32217203306726,79.15473017260213,76.80128003200079,76.93122267450624,77.45367165409809,77.32756949164303,76.94162044897757,76.04084634623302,75.91598656961497,75.05873436907919,74.21801187318428,73.26173983993888,78.0716425808761,75.57103208026561,77.16421509524957,72.11988011988012,74.50494108314012,72.79729862078068,71.79534167361825,71.79534167361825,72.25978289277646,74.10246233583379,76.22881206955148,77.21342745416688,76.84612150935843,75.42997868813639,81.43491695974133,79.13561410699765,80.96628707341318,80.39165183211128,78.90654460055273,75.26768269251929,67.19702091782163,74.73041402539228,72.12524220689657,73.3165443475176,70.18582920813074,74.59918996824436,74.59918996824436,73.74193776770858,73.50062752851923,73.96506874767744,73.16363762066491,72.9269457592591,72.4625045401009,72.24302109781175,72.01081628591126,72.12527573328674,72.79620853080569,73.75248056405108,74.70875259729648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,85.52087912087912,88.99394926061592,91.89238415905082,91.72615039281706,88.40850493889167,84.04486857525531,81.21036974075648,79.58974358974359,80.1571194762684,81.57638489553383,82.28939737325219,82.73103049573638,81.86163754257379,81.28824112070185,80.1410628543526,79.59119038824977,78.64349352432254,77.97358197358197,78.1089242944913,79.05662115841854,80.00431802234576,80.70251253497327,81.42311153289029,82.44291576689893,82.58701123014333,81.58862691903965,79.75238767825395,78.77475538147272,78.50266822855656,78.63526949241235,78.50130821559392,79.1922663802363,81.0479594771472,82.30518964194039,83.18390817740949,82.01204882341986,82.15925139946492,81.42311153289029,81.56419723142983,80.02716322673575,79.4657135461151,80.19402080073814,82.64861752944654,84.25198825198825,84.7081807081807,84.86708821904352,84.56130704369713,83.9563206322591,81.88146608627827,80.86166185226962,80.568822685031,80.9876936967572,81.4154535274356,82.00749793076585,83.19199764158137,83.7840420449116,83.04790217833695,82.15007659966031,81.85087136356867,82.43659994929727,82.72943911653589,82.14992581715842,81.28053286399583,80.9876936967572,81.13027236565166,81.2713580641912,80.56581292032614,81.00274755080915,81.58226085018663,82.5806451612903,82.2878059940517,82.14060341800662,82.14060341800662,81.43505827414155,79.65537912975653,76.86279692623464,75.68083417037356,75.55347098629395,76.67775732797159,76.80385949042665,77.5876329309165,78.12079964965024,78.9045730901401,79.17666024305626,79.87485475568377,80.28511116594018,79.87906273620558,79.18086822357809,80.1898772325871,81.59430997342537,82.72943911653589,81.72043010752688,80.3159973666886,78.0107905231058,75.95950847182374,74.10246233583379,73.1461903025884,74.00344250312418,75.08457431298763,75.55347098629395,75.05644392647112,75.8323582525976,78.33210128888088,80.02315819945,80.1571194762684,79.31482950039651,79.73810992367693,79.21034288334707,78.16512495949283,75.92954680158456,74.58185596645656,74.4569961898385,74.33692677470788,74.4535820492579,73.49731001601249,73.73862025520184,75.76951000902588,77.76051742183424,78.00658254258397,76.4536948893551,74.81266924832946,74.81266924832946,75.18359414569724,75.06581718581504,74.10954515256962,73.3783951144889,73.49617207437112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
