,0,1,2,3
0,1.0,-0.021409721598771487,-0.021469934441668195,-0.02162461322294294
0,2.0,-0.039347597242424454,-0.039383963753795256,-0.03944060591208409
0,3.0,-0.038451636635272506,,
0,4.0,0.018909205072591216,0.01961711418073952,0.01969823830924526
0,5.0,-0.04365717620664332,-0.043595974827525724,-0.04365320306975153
0,6.0,-0.041283839138240915,-0.04077271848575291,-0.040749019819631326
0,7.0,0.01868241615516205,0.019426394881205924,0.01826165531319136
0,8.0,-0.0019532399187922674,-0.0019255324852337334,-0.0019595637871678397
0,9.0,-0.03741562595783805,-0.03761789916329663,-0.03765323564721598
0,10.0,-0.010664636606074892,-0.010462828003439343,-0.01030327812138605
0,11.0,0.03906630513200581,0.0390262823994667,0.038960498029510855
0,12.0,0.0333678776858327,0.033408596637766255,0.03337222280588084
0,13.0,-0.00041345046740990694,-0.0002506630881987906,-5.204610859958748e-05
0,14.0,0.019062264985356032,0.02142583250035755,0.021619681699207912
0,15.0,-0.004518003651282205,-0.0045189234090015394,-0.004366427511704369
0,16.0,0.03448116187283927,0.035046425557208334,0.03502493117638176
0,17.0,0.03516474458306684,0.03513513771403301,0.03512100344292714
0,18.0,-0.03942257073485533,-0.03874873042410403,-0.038827378152383275
0,19.0,-0.042001077895140855,-0.04167194176803837,-0.04157753100602028
0,20.0,-0.03543678347431468,-0.035752559510928504,-0.035920996472977515
0,21.0,0.028522438076268353,0.02835553491581096,0.02823167335055142
0,22.0,-0.03148133553914796,-0.031177027576923897,-0.031181301449332323
0,23.0,-0.00420378244228242,-0.0008141932322258941,-0.0008110875659719251
0,24.0,0.03469025913259255,0.03464142331790896,0.034647401286199704
0,25.0,-0.03211451647877475,-0.03191940399543763,-0.031819977077308194
0,26.0,-0.02403691037474189,-0.024925255566086685,-0.0253663403363927
0,27.0,-0.0019284850352530721,-0.0018691052350950416,-0.0018416470060954669
0,28.0,0.03228336228492338,0.029394735742534855,0.03242300288807047
0,29.0,-0.025414953165765156,-0.02484521085051541,-0.024790644899656954
0,30.0,-0.033260595327838156,-0.03332230102292881,-0.03323880114168899
0,31.0,-0.013185969921727079,-0.013322047385477173,-0.013337636907136298
0,32.0,0.006855159192818403,0.007539268467660527,0.008887935850006422
0,33.0,-0.022500158185943954,-0.02253849285981308,-0.022779677726847723
0,34.0,0.005148111794720966,0.0046232253514114485,0.004424621729964243
0,35.0,-0.03569794398562522,-0.03492584916795984,-0.035108903754873876
0,36.0,0.007840983174624136,0.007864063081344425,0.007859716240574183
0,37.0,-0.00022524095260899264,-0.00022853246390791527,-0.00025813603882041044
0,38.0,-0.00018465924224448852,-0.00018136514682095373,-0.00017021213052069518
0,39.0,-2.58316209318789e-05,-6.302948269393888e-05,-5.853954567786362e-05
0,40.0,0.00047704528276702713,0.0005147542709269251,0.0005028015227144593
0,41.0,0.00029157194840812755,0.0002392457744886379,0.000217048249214074
0,42.0,0.0002584937300384142,0.00040587306358073037,0.0004334387333487995
0,43.0,0.0003334797399371346,0.0002843492257180962,0.00023994284054583672
0,44.0,0.0006686037888625537,0.0008554329793409245,0.0008469758386555798
0,45.0,0.00021854923801804227,0.000194968780799758,0.00017997796846038158
0,46.0,0.00013541715315263238,9.76511607517379e-05,7.327670197284412e-05
0,47.0,0.00015954561835100235,0.00013381985657404672,0.00011569012726066916
0,48.0,0.0002001124559200605,0.00017537415551979965,0.0001426808770942991
0,49.0,6.555659075733826e-05,4.56771264753729e-05,-8.35046134169114e-06
0,50.0,0.00043489389574245476,0.00041385389111405315,0.00048606412787442126
0,51.0,0.0001208972207993614,0.0003126317862563467,0.00028647998912552803
0,52.0,-0.0003030098805775733,-0.0003322035465235312,-0.0003074869602683028
0,53.0,0.0002844087251250618,0.00027502357823091427,0.000265151590463518
0,54.0,0.0005016001786872888,0.0004863933613917402,0.0005050872427715798
0,55.0,-9.616692012399589e-05,-9.583418603942684e-05,-0.00010347963338668677
0,56.0,-7.932302652492226e-05,5.544138363721653e-05,-0.0001146833722595136
0,57.0,4.176145262740475e-05,-3.3034348365916235e-06,-3.830820274816282e-05
0,58.0,0.00036464868317355676,0.0003595913712734071,0.00035507530010589716
