,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0,1,77.44581493325211,78.82127162785774,79.76896849178497,79.76896849178497,77.2692254555017,76.0629427329886,77.42424660685529,79.35661375661374,79.61519961519961,77.74692740209981,76.17829995111943,77.40966118248065,78.44439656204361,78.94635734635735,76.47179487179487,75.19099437148216,76.39727709399526,78.31038988793706,79.19336599042536,77.24145219995111,76.44159800670509,76.44159800670509,76.32152859157446,74.07912390760416,71.81500809510125,72.30238345504033,74.16267957639559,74.94916191126501,73.10648246820767,72.73555757083989,74.61101544629776,76.70465682842821,76.58341600436948,75.30261550405679,76.08638894454666,76.4536948893551,75.74348797685944,75.47692543618523,75.35328977502421,75.4688393123747,74.95162841255905,77.08763175006426,79.2351767784383,79.36253996251791,78.65699481865285,79.36253996251791,79.4911831785983,78.18436064611917,77.20672834933794,78.14475179992422,78.02111613876319,76.49900539926115,76.49900539926115,77.65737643998514,78.26961157654226,77.59279262561165,78.86326408963149,80.32301215867923,80.0618076590236,79.06342334791991,78.92380729207349,78.54169872945843,76.2786041637339,75.4705233556531,75.72398870218775,76.07397047397046,75.31342383107088,76.10517640839046,76.8363264464712,76.59265616282377,75.67354040142457,76.99367241462589,77.48583813605241,76.98881107622957,76.71389698688249,77.48981131300899,77.12958617229603,75.59220252701527,75.59220252701527,75.95242766772823,74.80176243939309,72.94471630340315,72.23450939090749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,156.28729281767954,124.48855067931478,110.68462911068733,136.29207313511301,149.00309597523218,161.24604193410354,154.7587124994057,149.53635427827146,134.9477971777472,140.32389492497896,151.83397244435878,131.65918083031485,124.18541018895,107.34782629633256,112.91890386741012,120.94250268746912,125.96470196470196,120.54403567447045,97.32834939996064,100.96894409937889,97.87715665976535,122.22759470732481,104.42405950013848,129.88583841460283,104.34430698053623,127.88453686559369,105.97575125190069,125.35108437203715,108.7904374717676,103.882140087878,100.10199242585995,102.49532915881933,130.8335054422011,151.95279195279196,154.19272973229806,151.2374627770311,118.20790210415834,129.67525652251044,138.44144164824615,136.30616715628375,124.83881273793165,111.83246198072598,112.76731444932076,139.93278207522005,127.41104294478527,137.29032258064515,122.05222734254991,148.23404552436807,142.4992784992785,122.18181818181817,89.22167487684729,104.35918862822243,126.11082261515054,119.37290225093861,113.20157207444271,91.13736177493828,101.25695921761017,87.95473228229734,86.6291468729423,124.51930141114153,126.76384150360127,147.80802607080778,129.16498686702093,145.4096724435169,158.51158610617824,154.79904985094137,144.17428145251256,123.53686113005287,144.2090566778486,142.49734998592237,161.71727307693135,145.20903328710568,166.68734522602674,136.2433705960056,148.1767779211998,137.62809000100896,156.38764819981952,144.45424087462527,147.86952579934416,158.20087669144272,157.3063973063973,141.90128232681423,130.69194120921622,132.0464385637136,128.3458467942778,113.57462759169283,101.12477956737673,107.00955520072762,122.65876462881202,141.40047133208358,140.00568000594214,134.46926230299937,114.97105441769473,123.17933965560675,126.17502458210423,150.85476314419572,133.0719103513515,142.81593927893738,131.81141439205953,129.38257188731572,118.85054757689028,100.46315184009696,102.03177929107736,117.0449238815728,150.2015503875969,164.82520630157538,133.8936745359524,102.92593260046854,118.52449890871227,146.8100358422939,,,,,,,,,
2,3,74.07206474072063,71.78859315031835,68.60656066135518,66.83094075499139,66.22401804280551,66.41759448092344,66.23681309575669,64.76427930225654,64.00957622706261,64.56123101184184,64.64758330220141,63.36166809223556,61.54489948015757,61.287948762502246,61.78349657512323,61.70444763271162,60.96987087517934,60.394016895295664,61.56039880075494,62.55192627594254,63.043517065016175,62.11616410446819,61.77495019600282,61.608454252715504,61.36942530780421,60.798160683493585,61.74851672952646,62.74004420471406,63.480523073426895,63.480523073426895,64.96563030498542,65.76258637554925,66.13032321387432,66.3308126901347,66.61014636293606,66.0631378159275,65.47208442487411,65.75870506305289,66.39962065675817,65.65771263451543,65.46580858653942,65.84963826212088,66.30738600020334,66.02565452551515,66.22264200219021,66.79844047272553,66.79844047272553,66.217623320469,66.31654904888697,66.31654904888697,65.58711339985663,65.39012592318157,65.67185739786976,66.03041964728763,65.55268292500942,66.13858466440522,66.69971130148122,66.88833493838071,67.40088849622317,68.29944939478408,69.08762673468556,68.67576147576148,69.20716845878135,69.94449564772145,69.54701869478599,68.02151416594441,67.28418697700431,66.80645025472612,66.52471878003792,65.45480996544825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,104.84461823420457,118.46700688221402,112.62479866660871,88.82766919535119,69.70324153047851,71.90045686521054,74.53879521942014,72.15373425616012,65.95346426489513,64.06339043388611,64.15729748058286,63.92742618456371,60.77103423128661,61.45165256088516,66.6137138006163,70.78196346140327,68.9401043348474,64.16416677535759,60.81361849095717,60.5628593568598,64.1881316880145,70.38840167927947,76.0825629397058,76.0825629397058,70.19726811031158,63.33479724784072,60.70105239187364,62.438147168714636,63.68936906509782,61.940164934342334,60.611077297626295,63.238643280030985,65.25122189638319,64.37440037440037,60.34979340242498,60.896801949433524,65.62606983659614,71.59962441269155,73.42298623605339,74.27191323401634,73.54784601267144,72.9072053720308,68.63062956630208,64.13302191079968,61.54995884773662,62.174915254237284,67.77491525423729,73.02355847031768,75.94402783146501,72.50852999596717,72.12642143335212,72.12642143335212,72.1264214333521,65.88436439182706,63.82404585573761,64.82696450571508,67.98335645899218,65.42829037969702,62.90603085553997,64.13139982243267,69.98998568101852,75.33467210643198,76.58273309123011,73.89156804712388,69.97068584862923,67.0236203742742,67.34243809190465,71.26332029039932,74.82262090131148,73.21672424954326,67.78912552979116,64.51155639356719,65.08735486410251,66.98124621899576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,68.36825396825395,72.004450990018,77.07498239098418,81.59751867822635,81.73426351023319,75.06520134709987,68.75548105045146,63.73958868314186,64.09516893177023,64.62858561145977,65.67104664873813,67.11808286232669,68.89370276869049,70.04234039309904,70.56893766960374,70.25300529887686,69.20416885181032,68.07600892232031,66.98719478629587,66.1195615722119,65.27408801160861,64.54465236257829,63.827377167761725,63.91814765317108,66.59856802002258,71.78501942869622,75.91028711735046,77.331588125956,74.88913135791783,72.75495818792038,69.19565757700823,65.69916440609646,61.067657322976466,58.384900892363575,58.06744057490326,59.026656600267145,60.402178988326845,61.64699226633515,64.48036883356386,66.8575116907067,69.0989369448085,69.82961992136305,71.0100357496662,71.2275009212598,70.80432545221277,68.83573228400815,67.01237046064632,65.82964927792513,65.73493268772238,66.81423206298588,69.31484256359639,71.37815232200376,71.37815232200377,67.89515912472486,65.28019458153827,64.48505549043503,65.84796587197897,65.67018500772785,64.06793183920962,63.051875552000524,63.31966731600903,64.0022315980334,63.655377503698574,63.12637901905882,63.6687997836037,64.01565387793853,64.10200616829812,62.87702112172886,62.19445683970449,61.3616521421655,60.95688346114219,60.552114780118885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,66.35219601633469,73.17839593428901,80.75022692020451,75.42997868813639,73.9546051898875,69.25256437356097,64.6753609919654,62.02511049744671,64.19021437683631,66.54736355788987,68.079488183836,66.08638396850957,64.57564169096231,64.77091247662212,66.86837444336513,68.07970151623402,66.78058595874526,63.4581263845757,61.00198603369851,60.324961240310074,62.74086956521739,64.52810360777057,64.86111173785187,62.14222690545891,60.512473177866354,59.6216440361119,60.559659303287475,60.17051875666661,62.31730528558114,62.65031341566245,62.349654255687696,60.51784288864394,59.86231507352327,62.36888339219688,62.13172924199925,61.00770617610925,60.63683277649679,61.62043933387383,62.90444240226353,61.45854718979799,62.35528251276283,63.021428752679554,62.942379810267944,61.875046060007364,63.34757985350751,65.24339740799712,64.74784959537612,62.690115619000935,62.59620857230418,62.92390954516645,61.91944256460385,59.0725579333326,58.2723578833201,58.723379729690784,59.15760308898517,58.854626581499524,60.613040868615606,61.4628205777109,60.88379880784944,58.897281517971166,60.36705524306404,64.15964783565664,64.70026991306938,62.52989410806407,58.807795801579154,59.463323616699824,59.24040477309132,59.60088691796008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,121.96419864874278,112.03335027633597,94.15086842453482,139.1154900844033,146.03220972839569,160.90056285178235,138.7764990914597,127.75468508457108,144.16494149482747,155.56715258207794,164.33067442241753,160.3763957693437,136.1861057726021,117.97767365220214,91.35941981493525,113.06330732527438,106.46376454595631,131.63056551291845,116.084006808465,133.30412002857824,116.82950967161491,117.73989373989373,125.76268576268576,140.18382018382016,154.8199948199948,150.802417921062,125.65285780375993,96.03894681053859,107.11720140844699,104.92831683790678,140.96363251340236,148.9345717972633,137.33931860403925,117.49134049519158,91.36437284253633,130.96682725442813,123.44992426791188,152.77889317134887,150.8172073475941,174.24708624708623,173.41618718833908,144.65916643131834,130.58905353767602,109.9168579898803,103.47990511224945,111.95897241484617,111.58172514104717,150.83919083919085,140.51726051726052,134.1288395302994,113.81137921283906,133.65935732168674,161.0972211302426,154.59563382865528,138.3280753002272,109.32214452214451,107.18881118881119,109.4302120643584,126.95934959349593,155.194643711143,154.85895003162554,129.50375877479496,116.24094172136807,121.49607368617745,142.27983637157948,125.78354978354977,132.0216003927344,129.38582175695575,145.88210834498548,138.0108838921007,127.44031332153013,123.85766676578451,127.24727285648297,148.58060618981628,132.13814410239434,109.43625730994151,93.18228905597326,91.96356385100103,118.6084618101847,128.66661048219476,133.41415774230484,98.40831702217841,93.42953342953342,123.18863707099001,149.33941034040734,146.2917912927883,145.59138089607146,166.2015503875969,151.2105593966059,135.06550618415025,98.01287460520288,107.70946170324983,116.56452915395893,126.18858930433487,138.04709576138146,135.032967032967,150.70643642072213,152.16873649688358,147.85024796786874,125.0306373650069,103.76285541439805,,,,,,,,,,,,,,,,,,
7,8,126.18471117260464,120.91229027764115,90.73635783569885,100.6463808530665,89.47809959304212,102.47762722648567,105.94118210556566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,102.59588713534194,107.61549497847919,113.39564946451603,74.2293523469994,73.98568206335196,72.392499048368,72.60601030775082,70.60878423285484,70.84098904475533,71.50569390887166,72.91395389533069,74.53879521942014,73.76684725698368,73.4266780582416,73.16281493723562,74.88185871913194,74.12404588875177,68.7454600301659,68.38172033138784,69.25185820235421,73.03726104595611,71.26260278465328,70.49777137193455,69.29543159139571,68.79193068666753,72.32548613645335,72.42984388786991,75.071742752679,72.079413518538,71.17286226927575,70.34022589719137,68.78714197403667,76.2937142692844,74.88545428282535,79.1530821269344,74.36125002256684,75.42934081028379,72.06826421543701,70.36538173206671,71.9127849031273,71.40023134528482,74.1173517882936,73.99124962583855,74.09193792475693,74.09193792475693,71.10348187391168,68.66538663581645,70.65368099658312,70.65368099658313,76.7279732564424,73.13078356089206,75.15365733922434,72.03463203463203,70.01175825629973,69.78174927157377,70.10349204492945,70.912834256789,69.72153211616796,73.07443049113765,74.1724125202599,74.80724131073747,73.08154776653214,74.03781979977754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,91.25888573729733,89.69111219347587,86.12237664869244,81.90949939693658,79.48525697269415,81.1593548265673,82.81039075487192,81.87236730428565,78.20636157615169,75.56098194867488,74.80794848869205,75.30990927300577,76.83202001250781,78.24816283372985,78.24816283372984,77.08979179300586,75.5524081477251,75.1740830245724,75.1740830245724,75.29532384863113,74.57125662728623,74.08860202698456,74.712992270887,76.07397047397046,77.31717171717172,77.31717171717172,77.4484335743219,77.31849093181644,77.31849093181644,76.18301214811922,76.31295479062469,76.70280250636074,77.19496822778724,76.80901918512178,76.67775732797159,76.67775732797159,77.06370637063706,77.73361792137763,78.50953224750413,78.7733953685101,78.23474567491971,79.0596651163805,79.8845845578413,80.84210526315789,80.70101956461835,80.9876936967572,81.13027236565166,81.55803219633006,81.13027236565166,81.13027236565166,80.56289647912683,80.14836633393334,79.45017182130584,79.31200256396559,78.91009770238205,78.37693098364832,77.97088255391374,78.10348381776953,78.36734693877551,77.97354117526407,78.5177588623389,78.92380729207349,80.00144679850618,80.8616618522696,81.42311153289029,80.87323906678745,79.6027676027676,79.04131792214693,80.61099462225842,82.33272644235089,83.18390817740949,82.59186377407924,82.2893973732522,82.28939737325219,82.14530191000779,80.99812364365853,81.1453262197036,81.14532621970362,81.56419723142983,79.76595872708012,78.27601163713302,77.0572864321608,76.30425297217795,75.55862190421678,74.68434762017523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
