,0,1,2
0,1.0,18151343.47643498,96237.56475599883
0,2.0,1658.0257003100082,24.258734924261862
0,3.0,21710441.59622802,5791.220972478976
0,4.0,94730609.21223044,27483.274326605504
0,5.0,411.1663903559125,176.49879082139688
0,6.0,660942.3413181957,4121.44522316047
0,7.0,8844893.972713316,1276530.7249060222
0,8.0,2757071.2333590984,34060.31371183132
0,9.0,537295.774812939,17140.816475122854
0,10.0,1211066.672894748,15510.876388793562
0,11.0,37717776.77980058,211.0211898981521
0,12.0,10268865.915434003,13801.492148676838
0,13.0,4193001.6249316204,46835.533164204855
0,14.0,10237036.695888463,17098.519675482086
0,15.0,2855304.4808287257,621730.2496185701
0,16.0,427.4641072788614,124.89386842376693
0,17.0,23121792.657496735,3490817.089367605
0,18.0,6543.341356633506,31.587032330323936
0,19.0,596006.6100601492,352700.41589953774
0,20.0,10523401.163013034,104889.74371582441
0,21.0,296.93127065101396,35.01182486823206
0,22.0,34171546.67658451,58562.10997629326
0,23.0,286.833456154088,113.633433547392
0,24.0,267888405.39602876,127929.49696861423
0,25.0,2914784.2571048,9813.080806719527
0,26.0,8534868.303921781,5004.706745670047
0,27.0,684108.7186765866,5640.08121770922
0,28.0,12892471.190622551,69861.14773067932
0,29.0,2143051.5139452633,125530.14653443277
0,30.0,368653.0557698423,9887.08938073221
0,31.0,1825314.5542973115,56988.888001449115
0,32.0,68503127.82209456,4229444.37561257
0,33.0,23533885.877630487,84882.71484703664
0,34.0,944343.1063982865,10503.8070043054
0,35.0,3051928.405332403,544325.4490956112
0,36.0,1589531.5612017876,12150.471275691885
0,37.0,5094309.773403303,533579.2927629666
0,38.0,139.14272753648459,19.631516687781797
0,39.0,303581.11169701355,79154.57850827198
0,40.0,27478271.801788926,50984.28691955302
0,41.0,126467.77922813324,15761.268359334721
0,42.0,234249.22828861148,6156.242049979822
0,43.0,1597470.1366290955,30869.90893144307
0,44.0,173.59056983081166,21.22875847299074
0,45.0,87379.30641362084,2366.598827169675
0,46.0,1278924.1200418524,11111.890844222937
0,47.0,293630.0883978703,14.68364891210445
0,48.0,153.9653891591407,19.190722865254063
0,49.0,6715449.201292757,70608.20925296377
0,50.0,47155.553860230306,2701.374778071231
0,51.0,296434.708111725,6045.419879077562
0,52.0,6442243.405521315,340730.5584465763
0,53.0,348924.8739674497,38390.751998465326
0,54.0,317424334.1009382,190352.03800965956
0,55.0,1699793.5393838682,3754.7812015904055
0,56.0,1825153.0860668703,19301.648867209962
0,57.0,178389.47504552687,5570.463201381229
0,58.0,44186.49755622755,5083.027035706434
