,0,1,2
0,1,70.96312570667347,74.12839782458848
1,2,130.56139198381842,134.29905055556944
2,3,65.09160220640233,61.13195740339277
3,4,69.75496955168373,60.385839538246756
4,5,64.45627868386222,58.79021927088213
5,6,63.77336637356566,59.27365933581021
6,7,64.37582375177807,65.47489925603425
7,8,121.45636226518579,125.41371758691152
8,9,76.81468032383778,70.87388889578028
9,10,72.24614191752798,71.47637321575654
10,11,65.54223058057627,64.58169038088955
11,12,75.17930011628383,76.61363627293561
12,13,72.16920383252581,71.70054897194191
13,14,73.81399365892581,79.21442408795153
14,15,81.26995663352365,76.97084357979016
15,16,129.8568593121227,132.11602575593722
16,17,81.45514972023405,80.3878502607823
17,18,65.77436091029337,65.29352144333465
18,19,68.12485681603543,66.92598191190811
19,20,71.05708401265645,65.14633873829601
20,21,128.06879237103303,127.29289578457443
21,22,106.25028755053069,95.5122128965264
22,23,129.7670431071887,133.83036808093672
23,24,79.14943137547372,79.47499932529584
24,25,71.47382767370652,69.67966039394751
25,26,61.094430096600554,44.16909052064563
26,27,63.94614853406153,82.23253465850028
27,28,84.64956909005039,86.94678991653227
28,29,74.67892610527865,65.38024957225977
29,30,130.20505806687572,118.04245298283944
30,31,76.90552621407387,71.38427662297296
31,32,76.20943836883016,54.94190974101073
32,33,68.05544243920532,61.79270973092048
33,34,65.22044084604259,65.92746655720818
34,35,78.45344097408554,72.51983346418672
35,36,78.31445218012374,71.18640001784712
36,37,52.63342475685327,47.357737934866364
37,38,130.544028294056,124.17723546317293
38,39,67.36500565002086,60.749411597090415
39,40,89.55830147392588,85.83531679502359
40,41,90.69818893857021,86.71924860844058
41,42,66.3284239967004,70.5941279177995
42,43,77.34036650922866,75.21198983822318
43,44,61.532217526068095,60.3486923651174
44,45,68.60354205365128,65.72735706410124
45,46,74.15663624165276,68.95538181742972
46,47,131.62198071898794,132.27394986949622
47,48,72.41997902419118,70.06612692302102
48,49,82.9375314386618,80.27636716213767
49,50,63.29633611043273,57.72828232885139
50,51,65.31320773094855,64.22585110045162
51,52,64.45090740958388,61.84454880724159
52,53,74.83094304368606,68.96287152654352
53,54,82.44419892251166,80.09756597703083
54,55,76.60520735083422,73.90196825376539
55,56,139.90400503647044,69.91320642105941
56,57,70.69474623660837,66.91834128884051
57,58,64.71990277213843,60.28804635127216
