,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1.0,1.3212030627313554e-06,9.976542961497823e-07,8.999470710191355e-07,8.875332595329343e-07,8.465800953407082e-07,8.546977376306426e-07,8.60411253076026e-07,8.105588834628055e-07,8.235628970350547e-07,8.239832895111427e-07,8.260055636197334e-07,8.440027771283137e-07,8.118678611687816e-07,8.515886516210103e-07,,,,,,,
0,2.0,8.073133703435191e-07,7.161299710401703e-07,7.032286102964554e-07,6.5034290270581e-07,6.726499086028123e-07,6.764888122749059e-07,6.499512887457934e-07,6.649482218594393e-07,6.703523317544864e-07,6.476029548949977e-07,6.322221923046773e-07,6.694205435283924e-07,6.57290849273884e-07,6.237382141364146e-07,,,,,,,
0,3.0,1.709338511907267e-06,1.2747882612003226e-06,1.0984676839871459e-06,1.0225088546440535e-06,1.0043184714703856e-06,1.0413747579678316e-06,1.1069748217173492e-06,1.0172498303719206e-06,1.095146089020001e-06,1.0985707077908146e-06,1.077439530426135e-06,1.0855169304285663e-06,1.0895977349435921e-06,1.0798793595864947e-06,,,,,,,
0,4.0,2.3240738692589625e-05,2.170398758248303e-07,2.1244221420325585e-07,1.9196148325781585e-07,1.912757253612212e-07,1.9795763825512028e-07,1.9573147321670903e-07,1.886612740446861e-07,1.91617827137178e-07,1.9369059121220127e-07,1.907712324387705e-07,1.9065380616330683e-07,1.911154912502e-07,1.9231810550672849e-07,,,,,,,
0,5.0,1.2869674189242513e-06,3.0672705435895354e-05,3.0728953819304925e-05,3.0835299542836294e-05,3.0823796034605386e-05,3.0795574575955044e-05,3.0805978521474475e-05,3.0834621612732984e-05,3.081986823517056e-05,3.080650624753933e-05,3.081859421019226e-05,3.0823437085961106e-05,3.074181361684141e-05,1.3244927718838942e-06,,,,,,,
0,6.0,1.9187487457339833e-06,1.482633503608264e-06,1.3521037729334153e-06,1.2615402704440442e-06,1.3203783929448687e-06,1.2687248703943487e-06,1.2485012135574115e-06,1.333247013212456e-06,1.3370598426547816e-06,1.2468490339160936e-06,1.2898192118274542e-06,1.3136480988532584e-06,1.2892040029223772e-06,1.2882243501608556e-06,,,,,,,
0,7.0,,,,,,,,,,,,,,,,,,,,,
0,8.0,4.279666527229128e-09,4.20278712849569e-09,4.184573185165232e-09,4.168956694444906e-09,4.152919608852276e-09,4.160119508839596e-09,4.17286947047241e-09,2.107947268108594e-10,2.2281633523529982e-10,2.297243496722455e-10,2.2039163766579544e-10,2.0794011267382042e-10,2.1336304755630024e-10,2.1585066751838813e-10,,,,,,,
0,9.0,1.7361283739424138e-06,1.318229748632511e-06,1.2930260478582012e-06,1.2066537806514546e-06,1.1492626089670084e-06,1.2111189448164822e-06,1.2326901047721622e-06,1.0989609293398356e-06,1.1192177091756422e-06,1.1760974271412514e-06,1.1263972171366422e-06,1.115255035958682e-06,1.1208434028071142e-06,1.148002068043355e-06,,,,,,,
0,10.0,2.7543828002569845e-08,2.2792886230683842e-08,1.68907936186581e-08,1.650639777983257e-08,1.7519196132290836e-08,1.6018463080048058e-08,1.586729027102066e-08,1.8982011683125353e-08,1.931634404802486e-08,1.7969386138534612e-08,1.938828136289261e-08,2.0207835117414686e-08,1.9608993068193244e-08,1.9579742161968837e-08,,,,,,,
0,11.0,4.767703666722379e-05,4.7699004950652564e-05,4.7638374870770277e-05,5.479779160893043e-05,5.475424505901875e-05,5.473314194049814e-05,5.475186742043528e-05,5.473950514884611e-05,5.4694067902636966e-05,5.470149928109354e-05,5.466712481127285e-05,7.47622394773847e-06,7.482739476082756e-06,7.64312684435924e-06,,,,,,,
0,12.0,6.272677168753456e-07,4.75056672453568e-07,4.0775103545897574e-07,3.9912451362772876e-07,4.0511364002853503e-07,3.9538066224280634e-07,3.9913410138643835e-07,4.254095320957344e-07,4.1308529083893633e-07,4.1682695326585793e-07,3.806154177620023e-07,4.040482144871574e-07,3.9889396220408514e-07,3.8960812774333794e-07,,,,,,,
0,13.0,0.0011816902849018831,0.0011816933758399151,0.0011816533156787717,0.0007773575516661988,0.00042957566270190585,3.767672034076548e-05,4.980516880440039e-07,5.05287140693586e-07,3.3161682361984936e-07,2.0501495919955903e-07,2.080540721160026e-07,2.1101445881651126e-07,2.069662559007906e-07,2.0365730362284733e-07,,,,,,,
0,14.0,1.844725560502913e-08,1.5652236043836628e-08,1.2999749795912967e-08,1.2283748744044547e-08,1.263697102484195e-08,1.2395550104873844e-08,1.21814497627773e-08,1.2525077926733527e-08,1.3001045948123235e-08,1.2239977192001372e-08,1.1708250472613233e-08,1.2379843208477278e-08,1.2124849766611686e-08,1.1210132227526943e-08,,,,,,,
0,15.0,1.4883405260289243e-10,1.2516983619317017e-10,1.1326235373071677e-10,1.0454773434208884e-10,1.0827564183294683e-10,1.0733841635064697e-10,1.0859903196157178e-10,1.0828645686558174e-10,1.1649462028391386e-10,1.1406586739984109e-10,1.0752368044414826e-10,1.1295163971257411e-10,1.1164353911037719e-10,1.0192349680357378e-10,,,,,,,
0,16.0,1.7980225510956785e-05,1.79693245565423e-05,5.561477128295393e-05,0.00014574680831850952,0.0003796040610519166,0.0006481821831425769,0.0006483684160931789,0.0006483039545677899,0.00064911555963436,0.0006498213208230688,0.0006498096821472959,0.0006497885213117787,0.0006497991023758361,0.0006630962383450467,,,,,,,
0,17.0,7.18921602802736e-07,5.587540325679676e-07,5.071712545341873e-07,4.957474586231118e-07,4.934343794652372e-07,5.015404811526069e-07,5.108809472230169e-07,4.806392365763784e-07,4.403946014005725e-07,4.858728590644633e-07,4.404444935378509e-07,3.8196093345048617e-07,4.067909107607992e-07,3.7156683787197415e-07,,,,,,,
0,18.0,3.444068241352307e-06,3.4366303407114164e-06,3.4074250478375475e-06,3.4033112258415718e-06,3.4049711674042818e-06,9.280408347042198e-08,5.567913117387154e-08,5.820564510100619e-08,5.4419195192799825e-08,4.7803756174616925e-08,4.888830894325544e-08,5.0747611681383304e-08,4.789197981919585e-08,4.8011441975985776e-08,,,,,,,
