,0,1,2,3,4,5,6
0,1.0,0.000989908703129998,0.00047613674664120345,0.00020428583387750225,0.00018928935727346232,0.0001795956278211886,
0,2.0,9.840794883479797e-08,2.9050378162618686e-08,3.7542749868073884e-08,3.771231157446048e-08,5.3212374180847636e-08,
0,3.0,0.0017942148896240404,0.0007533555880013661,0.0006443739388243519,0.0003721913240866723,0.00033849050398494736,
0,4.0,0.1002995831872476,0.08286592647693992,0.0975830961487882,0.13273382384915577,0.12403665323813942,
0,5.0,0.03978093108631529,0.05262826690574966,0.048623124678377184,0.04230247306729839,0.05945978858065806,
0,6.0,0.0012312381298620397,0.0011642939254233814,0.001443644793582745,0.0019485039837681465,0.002034451006163702,
0,7.0,0.0327438805582028,0.04808352190818894,0.03221077232678632,0.02947161319628897,0.030311316499105585,
0,8.0,0.05725335934613515,8.130450170861924e-05,1.0839767834280362e-05,1.1008372214247709e-05,0.0010538347545114698,
0,9.0,0.00015026157387646962,0.0001585790979182655,0.00016363825365806915,0.0001864105379989508,0.00014191698697749275,
0,10.0,0.0016215480403956894,0.0011597365086941443,0.0006296296280223596,0.0005831822417740846,0.0005557507375650555,
0,11.0,0.00011128817407413364,0.00015170505584582043,0.00012481146152099298,0.00011281576014269453,0.00013186169019593398,
0,12.0,0.0348927337088492,0.038684401705115334,0.05409482451904454,0.050355250089203094,0.047872103757510234,
0,13.0,0.004755897513348774,0.003470679757223483,0.002929764547912039,0.0029146901311218163,0.0030838451804335453,
0,14.0,0.15113364745347033,0.14312310784625523,0.11027378182740197,0.10959304513692518,0.1279471744407506,
0,15.0,0.025198642042365875,0.022946314880152866,0.01919753285913818,0.0211191491236074,0.026817885131311676,
0,16.0,0.10800038395363552,0.10805577396598584,0.13658941984700296,0.09404338624181202,0.14794427434434126,
0,17.0,0.07638457184347064,0.08668199494810609,0.07859354745015588,0.08325842424706753,0.1048427123364595,
0,18.0,4.976771424707053e-05,9.130044183191328e-05,7.486802912323232e-05,6.275892755665813e-05,0.00010507342835983381,
0,19.0,0.0005123884557657161,0.0005347480877352116,0.000533356549083692,0.0005844287896614864,0.0006450776930719139,
0,20.0,5.909567183142858e-05,3.464427079307017e-05,4.6074541924923915e-05,5.032849389372821e-05,6.461370471876755e-05,
0,21.0,1.2670967189788322e-07,6.763625821574295e-08,1.2237243794067088e-07,1.3785452737370505e-07,9.927573503107569e-08,
0,22.0,0.0014509601546673174,0.0009482693200322651,0.0008096805506041777,0.0004860229188460776,0.0004698235542244891,
