,0,1,2
0,1,2,4
0,2,3,3
0,3,3,2
0,4,3,2
0,5,3,3
0,6,3,3
0,7,2,2
0,8,1,3
0,9,3,3
0,10,2,3
0,11,2,3
0,12,3,3
0,13,3,2
0,14,2,3
0,15,3,2
0,16,4,3
0,17,3,3
0,18,3,3
0,19,2,3
0,20,3,3
0,21,3,2
0,22,3,4
0,23,4,2
0,24,2,3
0,25,2,2
0,26,2,2
0,27,3,2
0,28,3,2
0,29,3,5
0,30,3,3
0,31,2,2
0,32,2,3
0,33,2,3
0,34,2,4
0,35,2,2
0,36,3,2
0,37,2,3
0,38,1,4
0,39,2,2
0,40,2,2
0,41,2,3
0,42,1,2
0,43,2,3
0,44,2,3
0,45,2,3
0,46,1,2
0,47,2,3
0,48,2,3
0,49,2,3
0,50,1,3
0,51,2,2
0,52,2,3
0,53,2,4
0,54,2,3
0,55,2,3
0,56,2,4
0,57,2,4
0,58,2,2
