,0,1,2
0,1.0,350229.02343582525,134402.80650135342
0,2.0,572.0411060423232,224.494339954233
0,3.0,74617137.89981304,451368.4109353394
0,4.0,78398161.29528451,37662455.00193517
0,5.0,9566184.48251174,216596.50614019064
0,6.0,2236810.964327736,118656.98477456378
0,7.0,23901502.37694607,619.3443139385192
0,8.0,115249867.50188294,
0,9.0,5746736.057080891,1058634.5230286326
0,10.0,896360.9913402003,179553.55022756205
0,11.0,59950753.28160182,3633385.015121501
0,12.0,21679522.31075558,16674493.328403957
0,13.0,18164868.31251995,6730714.867050244
0,14.0,15357557.184364757,5630058.95627795
0,15.0,4138711.5321500674,1628446.1851745425
0,16.0,26305137.188671757,983.5180567144541
0,17.0,24741992.465171322,6642600.08660184
0,18.0,697094.7551066647,175760.121368088
0,19.0,373022.6353627754,443100.81939253304
0,20.0,75073.45594861594,55004.82748349895
0,21.0,310.8663811882424,195.5683015694798
0,22.0,38502330.092863925,180889.5013927046
0,23.0,667.0216739148648,192.0795076069922
0,24.0,1455731.3299323795,168259.70598166756
0,25.0,341656.0956760596,132177.40129636103
0,26.0,15998028.856460283,159060.57409306616
0,27.0,1225187.0495624628,666294.2790192757
0,28.0,5055156.928249158,1130449.167390869
0,29.0,16693310.59008655,5918168.345957023
0,30.0,52026988.882574715,305538.8732991109
0,31.0,6554214.216206435,79860.52951898705
0,32.0,17444757.432743207,12817199.55968162
0,33.0,31309540.179131404,2004162.0323378209
0,34.0,431782.1049928873,287154.88614903245
0,35.0,8778331.76688113,1118394.4741563625
0,36.0,13019424.79772029,2161942.910062426
0,37.0,26129455.614463523,9014418.072696127
0,38.0,14217029.788118888,9991.232948672216
0,39.0,1112061.3266316298,485008.04667206027
0,40.0,31814726.755609617,132311.67465639982
0,41.0,546788.8843888189,176907.04578881603
0,42.0,957944.1763709118,72659.55017020449
0,43.0,188247.3875169392,114328.23934785463
0,44.0,287.34521289331,265.3583368471441
0,45.0,177583.42501489312,27829.824699444856
0,46.0,182139.52626015706,45333.547270771414
0,47.0,241.27534163903937,169.36382590248238
0,48.0,216068.2628447889,70308.3835284729
0,49.0,717409.6830478243,491190.2595464779
0,50.0,289466.49935204245,362546.1805617599
0,51.0,190791.50448327145,151388.29328241365
0,52.0,10421880.67006917,4188928.681382668
0,53.0,41448437.216079704,24946600.042745933
0,54.0,1721380.6073260815,1165482.4472651016
0,55.0,3425084.446750601,463068.00586044264
0,56.0,9730093.555577401,1436545.1293240045
0,57.0,104571.23756825048,32049.12494192314
0,58.0,264996395.06993544,785498.7248345013
