,0,1,2,3,4,5,6,7,8
0,1,39.03075710257232,39.617789322086495,39.321162828098636,38.883455053828186,37.18994901438166,36.912262888031556,35.35019609049381,
1,2,259.63337985606523,255.750398101415,252.7320161752365,267.7270910378525,258.7841074828867,241.46351490910186,241.33438102468313,238.83735480716172
2,3,74.7509197267833,30.817231452321682,29.60634584486431,28.14529969172192,29.609742351213782,30.942054138109743,31.354012088950817,
3,4,82.42604340606763,70.689714345764,70.38364258019858,70.3892685201872,73.23274187655834,73.44278116508904,73.11573506630234,
4,5,39.79405315705685,36.30426972134269,46.386548313134696,46.8806260991497,45.66444327165661,46.13641691242658,46.79987254443583,
5,6,66.45980484757203,63.54793169444234,63.444969469165926,62.94157218749753,61.39740637383604,64.64719065248899,62.08211239354926,
6,7,27.018820600956413,25.362123099921924,187.94301336092926,186.7694657414143,186.6748063701509,236.25103174377884,236.2687735045267,246.5797307897866
7,8,242.70425860057986,252.97110924732323,251.0329948754327,246.48634065406597,260.77729019599695,273.1906385658191,275.2199741807164,
8,9,225.19592880246825,219.5617568689162,290.1419663815245,316.0203007853682,344.5347144940919,347.3771923904957,401.6597485078988,
9,10,17.78465961572104,17.654494029008305,17.050099188947293,17.173851532798,19.746949865371796,20.406023549468163,20.34518298242204,
10,11,292.20241272104516,223.00779719987437,201.31066749798643,185.55405264130692,183.05530900207773,184.31304891406904,175.5415266716309,
11,12,39.668698413268075,38.51851575980088,37.52201231878035,37.93693803676878,36.86574742675555,36.622359059713666,35.76507856933104,
12,13,68.57519334903215,18.07134553407036,15.433443441778904,15.268134857571356,15.283112556405671,14.72895206678015,14.992645255748096,
13,14,176.11914673355037,175.7327954156975,177.06712180695772,35.257950549104194,34.903823903362266,30.685000094007346,20.770170918892315,
14,15,25.564763696485496,26.126888175102017,26.892431993977873,27.394329255565264,27.223205931272506,27.062461299634275,26.340196850996648,
15,16,281.5144982028682,286.6609080263233,290.05106955641395,294.01931122275084,287.5174303016649,280.17915513891995,280.7235571113357,
16,17,15.089510705564093,13.251918100159438,13.02224816874648,13.303145650955127,13.342650253584319,12.756835113195717,13.002563849743892,
17,18,305.45442066006376,301.33358806762635,310.29022423501186,312.2927591889707,303.10890401357017,323.8385567728358,311.78930435872877,
18,19,49.77967329157427,48.844552639784155,55.657361916316795,57.850003896453394,57.55614369829996,58.93011169611109,61.34724012510866,
19,20,79.14125638084388,28.40664534928403,29.513246958471818,29.655277504534798,29.046681005225963,29.907114268530954,29.615569675647215,
20,21,249.55307592758305,265.3341992433987,309.6009062548851,290.5317763059288,285.135536782568,264.60835702731623,404.11321197807683,
21,22,166.6780073661036,160.6769473052959,155.3698433908399,157.07133653822635,157.3226893090395,157.18789938887062,157.84112717720762,
22,23,298.19630859810866,290.8970857602681,277.775899569562,285.12000737347626,275.34110158532854,262.06054674202704,267.78047009684866,
23,24,24.504174041467824,26.027313588451246,25.63945356179356,25.675929064657687,23.209571528279355,21.16853010170207,21.57826734521615,
24,25,22.145263566114952,22.301555439027116,22.112626573255696,21.50673574812511,22.994133137175638,23.308149674949345,24.270983605146505,
25,26,245.58009161035193,110.4109839003967,151.5653284247021,223.74996427179136,221.54611668495076,220.39406855572466,221.16027370815644,
26,27,28.3768499667438,32.2509349789668,34.14517326274472,35.26101651561233,36.9520789719723,37.71746469286003,37.521387840197825,
27,28,29.76785178678502,29.82728057779768,33.95544466241345,33.88194373277766,32.96841923214801,33.116647305654645,32.706608234762314,
28,29,272.9962715600971,289.04296629331145,286.9269783570219,284.14027597046396,281.0897162320752,274.0590063892279,276.65614160841466,
29,30,519.1336428420284,555.3481577093656,663.2313174811673,612.7772651985271,657.0129540116621,676.6438725301206,695.2728994876074,
30,31,98.57357658115079,35.629830879262514,34.28679943337691,34.14829513469246,31.84265292739513,32.28927089491761,31.03395012894847,
31,32,641.9975685692124,567.1099690369867,659.6174612015294,673.9570099658073,499.0861813288789,603.9197351566083,692.6933295337034,
32,33,70.6440699237,72.19364151364024,72.71358624768827,74.12247044587761,73.93487052375949,71.80485707805566,76.19818852457209,
33,34,35.169864299407095,35.6807604552743,36.30381063561602,36.68083059764778,36.837028472267775,33.28023092605884,32.863852283097394,
34,35,96.82849344514838,76.31934087139888,61.87791951154243,62.574081095929806,59.064762370182734,58.89181737598317,59.4804327068995,
35,36,60.55365764795265,62.23640711328354,61.76751909453981,63.15345192913874,63.76217832395145,63.67601287285987,64.79004553170186,
36,37,78.37984434789342,64.01061610669728,62.50979923180045,70.64948690542629,81.3905707069314,82.62597220033953,81.8872781070996,
37,38,281.7822086554687,275.2007231395458,283.3832652080923,280.89470395638256,274.8551524689135,267.6437961412579,266.4307505292627,
38,39,57.38924484368838,55.81774529354596,70.32708087987689,264.29383674777046,682.0450472135777,675.8495498519532,675.7936075459726,
39,40,44.762633226088624,34.515829205647435,33.96601449751016,33.95969478021287,31.393482199935725,31.05511696733845,31.36249448953416,
40,41,137.6781490552249,137.3460060326995,135.88213725093007,51.69651256868983,51.885045735881285,52.13652645990475,52.29437343096591,
41,42,39.16529886162794,36.663245197160286,38.55855164242953,39.751609730808084,40.27800218875634,35.25755575894674,36.87195388919005,
42,43,22.873897566296343,23.219410536036992,23.794848291065133,24.195203961463974,23.75251182889545,24.186229226783706,22.07769592901955,
43,44,306.2869569537691,321.29800667123516,323.81531332359367,875.9932970121725,864.6387054192583,290.1129090543887,296.5989118825532,
44,45,31.470777493820737,31.226539580836498,31.421432997444644,30.673357147688897,30.39710300288075,32.28248333320611,30.985168148023504,
45,46,76.17694885089507,73.68752096704473,71.34722468735721,75.02924802836219,70.97959524522854,66.7789995628019,66.7145469086823,
46,47,260.91106164659294,261.9953412248573,262.4068229691079,260.87265881584267,263.67729194171096,255.4525099670873,241.7888089325062,
47,48,308.40615613644474,315.0673439007295,259.3580030970547,272.2921073691582,274.941543712507,271.6292008680725,291.29257666029065,
48,49,40.14691768990491,35.47371724790926,34.62139548950945,32.31440513487413,31.571855366481888,32.412519627011854,30.970561436236117,
49,50,25.93991731568988,24.028000906987806,24.39657726928391,25.329408744943514,25.845356568257106,25.459230424211636,25.040694152446406,
50,51,31.11123737348116,29.974484098474438,24.62363761534361,22.870442559275997,20.865308795009746,20.795984539640653,20.145022159536563,
51,52,349.00126798834305,354.6268252475906,356.8745944873019,370.4194385282182,393.2884816355979,413.2883057675483,391.0030565659333,
52,53,45.304278075478685,45.24667433592814,43.08870343415271,43.376346811212294,45.9917254076225,44.40356371495688,42.132939790437305,
53,54,22.298096963757427,21.39823860472201,20.214554289625212,20.609542613877846,21.098408877042296,22.827415733957032,23.18987430475358,
54,55,52.852137940186346,53.2629182596904,52.44249598002926,51.6935902479918,50.36277485315013,24.429918041663342,23.12740631970916,
55,56,411.26695304469416,398.08037799139527,441.4732438098599,458.7517619633494,281.114060043425,436.7104165826678,306.09119789463307,
56,57,72.437762998292,50.15924640582232,52.15122242095577,132.55659168822953,132.41645164656342,132.02190474816416,134.5930648415745,
57,58,82.4736002417871,74.48010280796954,73.62877446061036,78.43236808637339,83.5471559822791,86.60883851600198,89.0739393238374,
