,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0,1,81.01576854518031,78.3703889177035,75.84507870535731,73.07490698105714,70.60147702936632,68.00797766254487,68.11620917651773,70.12074245490223,71.78510653454465,72.11587013332152,73.57911050580002,77.47996381746195,83.49625064043839,89.17865036914327,92.57207560774347,92.05584249622906,86.24479955144379,75.9232465399953,67.74277246168177,63.56536660394118,64.27078294769387,66.40496510347552,69.36332334216848,72.49424733165054,73.96962082989941,74.81034332579434,76.06589152462217,78.30146968253042,80.02716322673575,80.56581292032614,80.00436323970547,79.72366148531951,80.28511116594018,80.01302401302401,79.2049432049432,77.21303533068239,75.57200968965674,74.68903358716844,76.39727709399526,78.58817520112373,79.47115130361203,77.16247623660134,73.52361432856787,71.59026211484183,72.068264215437,73.16624624455926,73.62196498065182,73.5007241565931,75.22516902872725,76.31685346369527,76.56052374734271,76.17067603160666,77.93208176887777,78.30667936911189,77.3220639844965,74.82232094821322,75.87818154161924,76.99144014231504,77.23275038150437,76.0507876256433,77.12842713207598,77.75281737597842,77.38189247861064,76.30425297217795,77.51053569469104,78.39351179717934,78.01140323456428,76.8051205120512,76.54653465346534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,73.20810500828341,93.22443557861621,127.5856750923981,138.32020372166357,147.07406707406705,135.991815991816,120.66833152925867,114.54220540313256,127.80202161031718,157.10461338531513,171.5726984916981,153.48215745378866,123.51903415733203,96.72662472662472,127.41593541593541,135.45950474982732,148.41874970907227,130.2271300080186,111.49187350666861,124.75168971385324,138.88882731164432,150.24104600056108,148.06348087562753,113.60259856188637,127.10272120108185,99.7665018648625,104.39982475651266,118.67916433705705,143.06011671800943,144.3559365180685,120.87814475399728,130.96681470473618,131.65412453111887,140.41764637145846,131.76315009018734,137.80347613051336,130.5209215469133,117.4262923909031,107.63474524995837,129.63156975729004,133.82044306257288,142.97706956859696,105.55572542424704,95.87034111520683,92.4417696866354,105.01089921713422,109.71801768311794,130.6746789993298,151.36823651286954,143.98273344759727,112.31322941854268,102.19254693830965,112.34996273164211,125.87599225767164,117.25646363814302,110.57755746363341,116.90722779330373,105.94543596194669,99.14037267080744,99.97154150197628,108.71688311688311,121.32583834076371,134.3152675162394,130.77609700932695,129.40167415954707,113.6274741993006,124.73314716926723,120.93087285968264,109.17018909899889,104.41687344913151,108.75687815833801,130.65161500044326,128.9140584393573,134.20846233230134,119.10160427807486,113.65580331618065,113.30318623629086,127.29881260305125,131.4096114790047,133.2334929267106,114.58332110540474,117.96118684843624,140.31676230745998,154.9453337360314,176.94215824336305,159.6794209806258,176.55854185974667,160.99792099792097,175.76715176715174,174.1261261261261,153.7286432160804,153.7286432160804,122.76090128059653,131.62685265911074,102.93719748669693,122.14983738136448,151.5552427867699,180.24489795918367,,,,,,
2,3,78.1679389312977,118.86124831612034,122.27890483890128,107.46033821685432,71.72265175470966,70.73725942614291,66.87026295704301,63.35626185891766,61.862012931879036,61.781066874837364,61.03461446765794,61.88794780099127,62.81530076153925,62.976552985843625,62.123219652510286,62.123219652510286,62.042273595468615,61.64070496801763,61.729225023342664,62.30972388955581,62.87645380732938,62.35612860407735,62.97077446242068,63.748207314357515,63.663944123547466,62.88008402080192,63.526455395783884,63.867669304249254,64.03688354865147,63.942166958448716,65.52707536734925,66.69808170091717,66.88833493838071,67.2965307448066,68.1872064831706,68.28357388388584,67.00774486337596,66.60316968706573,67.09785567740389,67.86568771414585,67.86568771414585,68.9240856469624,70.63442241126914,72.11691501741998,71.89743157513085,71.55726237638876,72.01731134644515,71.59026211484183,69.3599437242193,66.83658499575554,66.52630703841876,67.28753213505867,67.10051725057323,66.12371627377226,66.62721717850044,67.29612348682446,67.39003053352118,66.59489144241797,67.30617190602041,67.88698905827695,68.27755297306993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,58.93536121673004,62.02274668766017,67.05267373479754,71.20361713102396,70.90942061694619,67.83440710370321,64.66707026485385,63.051361989959034,61.70719922024865,62.14618680513101,66.5990647304947,72.64308233753752,75.7180958507805,71.95338996842756,68.89400405189878,66.85253674727359,66.0814524099242,63.83139747694243,64.75425255985519,66.74706964316641,66.74706964316641,63.21303544968653,60.27482760793927,60.02406847384191,61.691712275548625,64.33572360321813,67.04620187996146,70.03120449344705,74.86028201817675,78.39383746796257,78.51161442784479,72.40527389527475,65.21584941030954,60.06814540328996,58.92950008622299,60.73523599093451,63.33652089981087,63.97155965950079,62.471144505568226,60.80058536282884,64.24581900768865,68.47458341558821,72.00141068594604,70.53231739196342,71.6030488725843,74.48409795023757,76.76225711626859,74.29613779497686,72.71152994931106,72.83159936444167,74.22698720511254,70.70022758250254,66.49101994078627,63.58488982256816,66.98801378401716,72.73460507101416,76.8363264464712,73.16088137304435,66.16306818966414,60.43339177374669,58.627655869035166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,78.16906267970097,91.2117606099369,84.84621331437165,73.63061415356702,63.0660850243798,61.4078391376069,51.792284564032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,84.70716129908953,126.55764662576264,141.5239312960832,146.49673626888816,104.24167576590483,108.282962954733,115.72227919404924,117.54816549570647,101.43953823953822,75.46121311638552,76.30193561228045,74.14705345739829,73.07632197677741,73.20118175339546,74.11286266507636,73.77587275722205,71.18489365931225,70.1639790900106,70.38758428708451,70.38758428708451,68.03792751900986,64.48036883356386,62.5378214080896,64.15015098722415,65.09274512948357,65.17769618307574,63.21851250960634,64.75555962295232,66.51246769591602,66.77153330563098,64.12935236748592,63.83256371346883,64.46277296263358,64.2237440177223,61.2596048090416,59.31733200679849,61.49977019946686,63.17578965326409,64.57564169096231,63.827377167761725,65.0182878852425,67.15247004102415,67.80436716350951,65.86095791575244,62.404141470289325,62.02687334834035,62.69301958825709,63.088300917390555,61.30106687483736,61.920835844886476,62.936708860759495,63.33511523526148,61.5767009481454,60.64177398931406,62.31233313205345,63.88996603400278,64.13672094982337,62.22523574754262,62.5898756478364,64.3027929601339,65.65791768719008,64.94064249237351,63.65252273749005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,136.38808510638296,140.34036580813736,137.58932103201795,115.73270089378784,133.25944458227735,125.34634734656244,126.64216714662149,99.75869831193314,91.15775557800475,84.19783923084547,75.17078108461634,85.47586583037905,88.12387313186977,98.16680429397192,126.40209841161898,136.4966451696958,141.5512328584298,127.8613932862373,151.381347348827,147.40238991219383,126.07861024358657,91.47208565568395,98.34676596258933,102.89253294620715,135.24156194328083,138.57029010256568,141.2079115332398,123.28074066489248,107.2315156111977,103.2708967645029,105.15796738222366,97.97210976158344,114.43994601889338,128.37824002978266,157.0961887477314,148.240246074146,141.10684307867405,123.57770554953653,140.3048726760067,130.55491407358906,124.34609399193663,116.87232335057179,138.9051102358177,150.26973451327433,122.61517241379309,107.84594164456232,119.66944679920151,150.31616117786123,129.21726007896012,111.74409975190717,91.42035503595707,120.17737579297781,146.55377795334343,169.26870518377137,136.76076867583487,93.96701061777236,82.65855669545707,100.24481742925877,127.4779546254956,115.91942619740196,122.71411784455262,113.6894409937888,137.58052575443878,149.0539151101811,136.4500734903212,123.52078056102823,107.42341747786394,119.23786655995019,137.3388766609603,143.89401493340822,156.8127274265888,161.61058552565171,167.80640510760992,185.06914237034718,164.017316017316,141.7230217230217,112.87657405304464,129.76974330576445,134.2591181768187,152.26423326633278,137.76135346272594,155.566272885966,144.05203000740525,160.56170364430187,137.35702528172877,128.52943907483223,94.7231985699824,114.93372488577187,142.06240444842956,178.77278562259306,,,,,,,,,,,,,,
7,8,138.0392156862745,122.67306922769107,119.4494678605387,126.32414816744408,138.0396707401095,157.5607001693958,148.34930586654724,126.4192359364773,88.05759757483895,101.97802197802197,101.86024501813975,91.69328916697337,84.776569522981,86.13754772606447,94.03122130394857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,89.78524743230625,81.6677297981899,75.00996023312129,81.0793710482948,85.50027825529459,88.46143739324661,88.96017107725207,87.95677416060718,86.16747437664479,85.02947983800252,85.69072225050412,87.65410064183766,89.48445488298162,89.48445488298162,88.14628637045263,86.00678138813183,83.24816069847665,79.99134339663473,74.97284257573739,70.76231625994791,68.47884466954562,70.01681106944264,72.41503965060429,74.57365146438852,75.1740830245724,75.66624874599891,76.56702284874345,78.55893072300427,80.73927778996904,82.90412162805674,84.25861898255411,84.86360539399213,84.40239953283431,83.7840420449116,82.74212100299056,80.90588176220487,79.06964252141917,77.32623008493742,76.0706818861096,75.4273688238389,75.93942002895942,77.73361792137763,79.33445168896492,80.85554497476407,82.30518964194039,83.33596329739049,84.24357697068501,84.39730302605042,84.55102908141582,83.93941193941194,83.93941193941194,84.41089576285107,85.49926503099562,85.49926503099562,84.87405515219109,83.48968935275589,82.73750036527278,83.04665110644962,83.79884009393271,84.70645376722725,85.51007004045678,86.46911099949773,87.77719390436152,87.28963676875969,86.80207963315787,85.49399672829408,84.86878684948954,84.24357697068501,83.93442622950818,83.93442622950818,84.4007285974499,85.84787387726901,87.29501915708812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,76.04331284752706,75.06828368710906,74.942181524654,76.5108089756344,77.11124053581828,76.49900539926115,74.21329111354686,74.58788871378098,74.7079581289116,74.36456443340523,73.04287101371125,73.04287101371125,73.38626470921763,73.38626470921763,73.1472803925634,74.23896482753142,74.70340604668962,74.82232094821322,74.69621878575816,76.47258674769314,77.08482188425027,76.71389698688249,75.5438192864102,76.31973361253668,76.31973361253668,75.8323582525976,74.93158414985307,75.6846176098359,76.04835730861396,75.56098194867488,74.44772334797909,74.94968413229282,74.712992270887,74.36301049910428,73.3783951144889,74.6094306750669,75.07832734837322,74.38817637784842,72.69709184721404,73.69143554638622,74.86424111721269,75.32429008726906,73.86104971479055,74.10954515256962,74.95847215053259,75.66867906302825,74.8197520650653,74.32758634363879,74.57365146438852,75.1740830245724,74.47065748875998,73.62993499286506,74.39048163576464,75.96818145561863,77.18722907466625,76.18301214811922,76.05436893203883,76.05436893203883,75.58095238095237,73.35994781474233,71.35441786082528,71.0110241653189,70.59166998713434,69.85434279819424,68.8798471758113,70.89581567630347,73.63867281916062,76.17560975609756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
