,0,1
0,1,4.2919633798124506e-08
1,2,4.262401720249965e-08
2,3,7.857704070985656e-08
3,4,3.1331160659689824e-07
4,5,9.413207301294196e-08
5,6,3.3341031519852734e-08
6,7,1.0151609106695727e-06
7,8,2.1659405642298737e-07
8,9,3.644935910889872e-08
9,10,4.078446668872951e-08
10,11,5.7570438269221805e-08
11,12,3.494581421000071e-08
12,13,2.9270153789786994e-07
13,14,6.178205000409248e-08
14,15,1.770283710322876e-07
15,16,5.3713886011035844e-08
16,17,3.456748914924116e-08
17,18,4.11862232079338e-08
18,19,2.987386815632253e-08
19,20,3.867266586274287e-08
20,21,2.347073869041216e-05
21,22,1.1229763327704491e-07
22,23,1.255045790717843e-06
23,24,4.486842759755334e-08
24,25,4.496632736734105e-08
25,26,6.689570365785731e-05
26,27,2.9626328238162972e-08
27,28,2.1422883737214403e-08
28,29,1.4320359930365564e-07
29,30,2.810833417106146e-07
30,31,4.003883670672447e-08
31,32,1.5231767251726506e-06
32,33,2.349716986988218e-06
33,34,2.095855777823342e-07
34,35,7.555684202648198e-08
35,36,1.3817358951732844e-07
36,37,2.3084294415613472e-08
37,38,2.3438724489020367e-08
38,39,5.4038584386276344e-08
39,40,4.4006694737307426e-08
40,41,2.8395941890486097e-08
41,42,2.7035129924707425e-08
42,43,4.061995741425569e-08
43,44,3.5867164299275996e-08
44,45,3.055734542869524e-08
45,46,2.880983512779143e-08
46,47,3.480881423139218e-08
47,48,2.4130157306180138e-08
48,49,3.687408096666554e-08
49,50,3.5013529526344557e-08
50,51,2.419644314189307e-07
51,52,2.751657311296136e-08
52,53,2.599530891730096e-08
53,54,2.5425795516241147e-07
54,55,3.302657871509061e-08
55,56,9.506481058855008e-08
56,57,6.183762239292877e-08
57,58,3.244059365288056e-08
