,0,1
0,1,6.813557486032767e-08
1,2,3.690251093160484e-08
2,3,1.7693141207498658e-07
3,4,6.407459602705636e-08
4,5,3.4176461183675295e-08
5,6,4.436619577091751e-08
6,7,4.6971368377417805e-05
7,8,5.249135963560293e-08
8,9,5.8215333823019615e-08
9,10,4.3817692405615653e-08
10,11,6.122906808943934e-07
11,12,4.968114949135384e-08
12,13,4.535602529980997e-08
13,14,6.943930999844971e-08
14,15,5.303656331057935e-07
15,16,3.9148900382362294e-05
16,17,5.7775294466903255e-08
17,18,4.690875975866839e-08
18,19,6.228037918231398e-08
19,20,5.0006948023428106e-08
20,21,3.4193863022357224e-07
21,22,1.1573153072776841e-06
22,23,7.576509768291464e-07
23,24,5.88073139359098e-08
24,25,8.43434238314575e-08
25,26,1.0668925650972745e-07
26,27,1.0902895066033043e-07
27,28,8.624286806375508e-08
28,29,1.7521027844281858e-07
29,30,6.988451734807684e-08
30,31,1.623551817031808e-07
31,32,9.102061775542871e-07
32,33,2.011780643507666e-05
33,34,4.6516652081664993e-07
34,35,7.681355454026639e-08
35,36,9.447667417802916e-08
36,37,2.011886503718947e-08
37,38,2.0626807108466164e-08
38,39,8.814825879778808e-08
39,40,4.945007255388499e-05
40,41,2.816232110541805e-08
41,42,1.9684647632997237e-07
42,43,4.070070422940931e-07
43,44,1.4708678751151766e-07
44,45,3.340560013812801e-08
45,46,2.9509760185804847e-08
46,47,3.814096617046591e-08
47,48,2.4773856381890122e-08
48,49,3.249431048124187e-08
49,50,3.852205672433758e-08
50,51,2.2673642345572474e-07
51,52,3.0757674812254944e-08
52,53,3.5938700151301716e-08
53,54,4.574330574615673e-08
54,55,3.6643928670746714e-08
55,56,1.8528488696878016e-08
56,57,2.5448153767272195e-08
57,58,3.3355399674183514e-08
