,0,1
0,1,60.31796587149363
1,2,170.61040489533102
2,3,46.89242080734065
3,4,87.221344251747
4,5,1514.5771674125524
5,6,61.73193371390577
6,7,203.25769059788453
7,8,3.492573657135523
8,9,48.85718394809361
9,10,25.226208235105485
10,11,152.89665817889758
11,12,56.33108258665561
12,13,28.53081997580973
13,14,24.646181769062135
14,15,40.427370139117784
15,16,499.1648314238995
16,17,30.442318686740823
17,18,55.78520843231074
18,19,62.97477067581538
19,20,41.13291930669697
20,21,179.4271944227389
21,22,85.58335767607574
22,23,677.0599062438706
23,24,30.161796354186603
24,25,31.213975534060552
25,26,298.83677543698707
26,27,60.558102963901256
27,28,55.368264561000046
28,29,80.9397747590586
29,30,329.0012117152862
30,31,24.000080128071367
31,32,367.2086749732497
32,33,62.63496678048049
33,34,27.56220237934552
34,35,46.3475722547248
35,36,45.436721969148195
36,37,63.31540400736131
37,38,184.85952439895541
38,39,124.84103562164235
39,40,121.36913259207981
40,41,70.39300491698688
41,42,38.69038789270819
42,43,36.01565107218262
43,44,169.97496602626592
44,45,51.44652602151616
45,46,189.01329954224425
46,47,176.81852175565302
47,48,65.48729539831263
48,49,39.31547559173825
49,50,31.407130359928992
50,51,77.85204823343709
51,52,105.73514848688806
52,53,50.085155659739314
53,54,36.57797124889257
54,55,41.89472401844536
55,56,234.3830401795521
56,57,89.46956234163926
57,58,50.90366552358759
