,0,1,2,3,4,5,6,7,8,9
0,1.0,47874.23312111029,49331.962358314675,52187.328513408575,66693.7443880201,40094.931596642724,44017.2535090778,45463.83974678233,3795333.3120067846,8058018.579048053
0,2.0,40.34905186833232,30.974939910172957,29.122209079227172,30.37621458451092,26.208915722660144,30.367247202256817,24.468473275106234,24.984081851515832,20.686246401546075
0,3.0,1069902.4283267776,18691.81940727751,7367.948698407186,6785.470937522845,6741.336272683141,6580.264376804951,6270.7073994817,5022.735065953327,5595.594093659694
0,4.0,13347166.99615511,12374937.816424854,10682660.958067928,9170726.017921599,8887510.077550903,8905744.546652067,10645775.498627314,16859987.887333754,19214578.664132424
0,5.0,963248.9914273232,964391.9578467873,674482.9047130814,342167.886864684,179077.06280040607,98055.38541785904,92110.91158250673,96280.6341666329,125542.17230228613
0,6.0,4373508.920400688,5706069.448743392,689499.5415586107,199771.55648651434,91203.10210102778,63663.626323001445,1042670.5020131564,,
0,7.0,21454397.554285105,29135196.139423802,2419197.5581906675,2226926.690620744,1726739.3828671565,2601288.720166023,2998882.9195356653,4921965.164411654,4211646.68715291
0,8.0,676961.978135558,287628.87231984414,268142.62074244005,116012.53370751374,186892.47726172436,158802.86747965444,131187.84517305868,171936.4696469737,710906.8306553361
0,9.0,391194.5651876234,72656.04513933297,35370.307271611964,35831.89269383192,40188.64069760047,71356.04738086788,57605.521716776275,65293.56356467998,47170.743140583145
0,10.0,272575.01160793763,102016.50473539709,43069.65314220322,86421.6441138736,123827.81078850736,120658.23508488445,116824.11771065835,225076.40931267693,136667.3795942507
0,11.0,134537.21794650433,39579.913801216775,34603.04321632983,35604.733640167775,36749.40406085687,42488.324667940906,65444.306793463664,42227.35889873924,35691.84048588001
0,12.0,2130374.973171535,2339116.168079749,1350341.3525089573,360362.4465898712,187390.8712636044,175737.836050689,210340.31752873142,169974.84833951035,114963.37543696759
0,13.0,1881332.6559257768,2255516.167904103,2203862.685608321,2256516.72941873,2275034.652481591,2262772.934732968,2301499.005052693,3709643.913848376,2855508.323760117
0,14.0,6106608.908465745,6064888.489168327,2650560.480844532,1287673.805494337,1006276.4085792992,765055.9634225399,1550442.2403480578,6941658.134830878,4971086.186857202
0,15.0,2031948.4649004745,1365633.8291395926,790236.9185282665,626995.453017449,406118.97706813505,373233.2940856728,411803.3776009963,900169.3481662916,865435.7493849794
0,16.0,3655201.712449258,1066810.1208106205,107924.27782507378,64.02917577036648,21.821578870618445,25.60611055928063,24.451009801522254,24.355008566483466,19.305201479004523
0,17.0,8549641.400005179,13319690.659494465,12402771.941548444,11722303.395896818,12312286.90640879,11711866.532065783,8291976.725884398,14428002.379076535,8875080.771831466
0,18.0,400446.3692461549,426968.75767589617,274106.78261197224,261776.35968699728,235519.77533960476,231689.9141117495,233941.06220110817,124094.62030919477,82589.52778247792
0,19.0,14706.628491145428,19820.28408794408,24206.993673495406,23056.575031215718,21023.742449886122,27027.850926092775,20207.880288578206,26670.02914682469,20352.722619139182
0,20.0,25289.86184588952,21772.913053409327,13335.63558095428,12365.1454245192,9460.471107478035,12214.068207811859,9447.570289629824,7336.396465600875,7389.584842308055
0,21.0,23.214590100093254,24.22133218049963,20.37102680095233,27.179718841055923,24.544520888117717,9.103934608966656,8.661671968071708,8.981848413357193,7.241820356923556
0,22.0,675977.6830409501,456631.84703515854,467455.48090742924,466179.64433509787,461011.6662132891,506876.7687013558,433614.04706608737,495011.4498427892,524006.80493443715
0,23.0,16.36565889757857,15.2934780472405,11.689201754298619,13.22059841164348,14.86187128650785,9.829138629119551,11.564611026671365,4.17826591597642,5.825652962683317
0,24.0,29797.64938641052,16428.639326042136,19470.701746131133,18673.55546114517,18423.3404309971,23791.244070442677,16520.624451360294,23446.857144321693,9816.692550274329
