,0,1,2,3,4
0,1.0,47.558656527923745,35.166110779478046,28.194245612870287,21.741382005037373
1,2.0,97.92141546899117,78.83381229946559,58.1750278492838,43.56398819931704
2,3.0,44.859095924552214,23.04014646295435,18.617774071994308,44.9912419572273
3,4.0,52.28008446338321,61.58517075449126,59.7486749403581,47.77305452350169
4,5.0,88.77357652018763,69.38268493115979,47.553529796029714,34.93545205319534
5,6.0,46.324452083206786,31.06035456919685,18.94975362877617,28.80130793801846
6,7.0,35.14369011856634,29.742509012483385,37.89143458228166,40.85423786862248
7,8.0,32.75164035511002,20.87787825965386,28.201583603220506,27.243108897147454
8,9.0,31.445756336865735,23.144089159112443,33.43722932749939,33.098061551068234
9,10.0,34.05536250877002,26.88817819556052,34.45825279711881,32.76038587766015
10,11.0,31.33238462189206,16.151386530035044,13.353069725413544,11.398918082351418
11,12.0,42.13726470599679,36.441664370719465,40.21086217316915,37.165046567310576
12,13.0,35.642567443576745,22.833659167557435,16.53385976830901,9.237699548369985
13,14.0,44.360365174707695,39.33037857189545,20.360449695026148,21.347205559599146
14,15.0,30.973490421490347,16.975868768083643,25.45904870607858,21.22387938679124
15,16.0,32.765901765547866,17.75150799563605,17.0639713531766,13.630094003470536
16,17.0,38.21656216681197,33.72813207807295,36.283585615843165,32.4782677918164
17,18.0,41.474162072571644,43.309399516193515,35.83462363669353,25.70795867021808
18,19.0,48.681778659129236,37.78051973595941,39.47653278673903,35.65267422652762
19,20.0,54.8494115923123,16.413854189975897,22.12546176019386,19.507519769341744
20,21.0,32.16123090398389,9.363378911252303,10.446223952315217,9.331492854478286
21,22.0,31.7107203213206,16.38503549758107,15.627788429566317,15.93049325535011
22,23.0,31.41715583854488,9.349189337792387,5.366545682027749,4.402618794845781
23,24.0,31.814905976928422,13.752583504375659,12.68053246411166,7.90256189527034
24,25.0,39.08469376128183,37.31231900272811,41.47728838903219,37.4303046197131
25,26.0,45.37745859856816,49.42060175742367,42.841721129009315,35.23831896454072
26,27.0,78.84268579138839,72.51376860628918,47.94405205280517,27.569614894143598
27,28.0,30.329124765167826,10.783770395225533,10.613955303842491,12.474120582032604
28,29.0,36.48344741440988,26.397940192530708,16.64055268550014,14.863888526545391
29,30.0,36.000698804177176,22.137431971282194,18.89328582600086,15.883646646092776
