,0,1,2,3,4,5
0,1.0,822.310343989704,600.5364863835265,396.90416926640944,217.10212118404132,109.4937276993951
1,2.0,902.1563370550624,703.2708336291631,432.4961816967268,214.174192804657,101.82932324462016
2,3.0,702.2868863326185,523.4331310326901,364.64693572496276,206.05081796321574,102.32878312982987
3,4.0,944.4803233918683,768.9947752570795,501.0665279544375,270.73574231925323,140.62960101131512
4,5.0,457.8018284404721,352.3220675005068,268.040207723158,217.45651851107525,195.97360211419854
5,6.0,745.7910409439527,565.993381380531,415.4155285899704,268.68364460176974,172.6097061726351
6,7.0,794.7927031991121,703.3855199111919,533.8616275305278,315.66454221414875,173.42860201289673
7,8.0,771.1177194215151,699.5703764264564,630.527702645835,562.3289740938561,519.3357566778078
8,9.0,868.6853686668617,659.9055265749504,435.22313466679685,230.66905352717342,112.31806301473385
9,10.0,845.0447363125762,637.2590214407815,412.9528326251526,217.59928107448104,107.54481213241586
10,11.0,765.1968917895415,597.8707621303681,495.33352335831114,349.4919425670776,179.00665882014528
11,12.0,843.9452568751786,658.0199226278207,461.8240906712368,269.79920872893456,147.25068773621416
12,13.0,744.8548984073678,601.1919526993335,448.9249398666871,254.74696903271777,136.66190459043867
13,14.0,480.7774658379478,329.93377011338373,188.26581371906414,171.81674669077475,284.00345036575925
14,15.0,813.993505035881,651.5342107235747,473.07157351383523,275.9046991444956,143.77504053710138
15,16.0,741.935012396166,684.8804205324813,593.8735274121404,475.2355210223641,386.74488829436757
16,17.0,772.768663273862,567.8315658769623,386.58924644632947,222.555183620942,120.30767979925287
17,18.0,731.0862322934609,480.77229688038284,291.2746964720893,148.56583798405106,74.44839634038367
18,19.0,775.3492400928145,573.1051053748716,391.9534542356119,221.51920623835076,112.92524768577043
19,20.0,791.6176368368367,619.163726926927,480.70827627627625,306.21789149149157,164.7475734426017
20,21.0,679.4472647160059,633.0050460126208,444.5579970166367,379.9136642570269,385.3522492640779
21,22.0,757.6257951672472,600.7203886461959,430.59514968872,262.0989535084941,153.20215999581853
22,23.0,501.58175188101484,465.46699422572186,436.18486089238854,405.7177252843396,404.6905336832897
23,24.0,418.3134694796063,339.6011206751056,244.8508759493672,145.33716150291355,82.35819760055145
24,25.0,846.6630533074156,718.906257077222,570.7976493373386,365.7399544324674,204.6137594535543
25,26.0,626.1322847886212,440.00245840467096,303.97405722814875,176.21688692216506,101.77187685821455
26,27.0,790.8229375073636,599.1129071109989,410.5756027939073,237.69140479676855,129.16046826024146
27,28.0,369.9484747205962,295.2606123257052,239.29759358524043,188.04120183076108,144.2578143196073
28,29.0,884.329483721907,716.7463642091994,499.82361083805876,286.69834135685744,153.27383690302983
29,30.0,951.9571130743303,833.2084226361538,609.5275484122759,351.3942377860563,186.85114965705552
