,0,1,2,3
0,1,32.52830346507161,21.260901814032863,29.18339560485952
1,2,53.04730593222117,47.80521624849084,48.007049858934174
2,3,75.65911041867668,113.74913132145377,73.7763850908794
3,4,56.07452148134118,48.051715307330895,50.987747183462645
4,5,38.32363187107397,31.349663131301988,36.34751166187343
5,6,122.20513589082594,99.73793397346144,75.06976103610168
6,7,65.67562525331904,75.00893961496801,83.91492482731728
7,8,24.61681296265186,24.815771904401192,21.78050371438443
8,9,92.05505854007644,37.31743853878953,58.1730714113029
9,10,42.162702959922,34.68162926179872,39.10104871401223
10,11,40.46548738399442,41.065217504130565,46.578469770419105
11,12,57.979881568235946,64.01358593043722,74.51245980818689
12,13,38.04154125110461,61.40728859244759,58.1763772297649
13,14,62.75419129102187,44.32245735503279,30.268340122859453
14,15,50.501796700506574,51.11025916714281,39.487142737892896
15,16,65.8965664208944,52.8793377319947,54.45793483659353
16,17,32.817926232856905,40.68268533148821,43.95282754216217
17,18,52.63857192388194,28.84781448612664,28.307864830601503
18,19,33.37361614946141,31.343966076631226,24.815499985856068
19,20,60.9856598244649,61.91845688401221,53.78902451942865
20,21,57.61050094308746,51.471049809159204,54.8283493904316
21,22,51.1690371881672,41.07633947367952,52.89789482444611
22,23,47.97768606623656,59.39237783970722,58.21951653237218
23,24,65.94242859982255,56.83514876038757,58.13947599277789
24,25,20.48678297824793,20.533114091882577,18.60608874700802
25,26,44.48577451967522,49.11494202136357,36.19861189201202
26,27,24.717536204798876,23.313778163400546,23.33037833230466
27,28,45.95696968035378,37.24367290119452,33.51284277155
28,29,20.862330419996628,16.249255437632602,18.229540491741066
29,30,38.67152980115124,44.1602089061285,43.86514846201124
