,0,1,2,3
0,1.0,769.8280795230746,596.6712172192813,489.4676417105415
1,2.0,593.3990786996062,331.5796234334381,171.0080117607956
2,3.0,778.714129797628,675.6687202975603,611.6136458954435
3,4.0,672.2709852143515,584.4216944156004,481.51173972040635
4,5.0,690.7885977543158,399.1368922906031,209.00115881179352
5,6.0,601.4938196825467,449.550753308152,391.090246522835
6,7.0,773.9349183408453,655.5659710950897,567.1975074684858
7,8.0,754.8410475333322,679.0766664279734,614.9236610416868
8,9.0,793.2885116236848,660.6587482553258,565.0778677612254
9,10.0,763.785449213941,646.9693933043307,568.7092365634009
10,11.0,905.9114591605023,881.8159998777635,864.9255945142194
11,12.0,759.7448834519319,685.3319363216073,617.6621385338875
12,13.0,736.3303264068019,620.1861805935187,583.7707968866957
13,14.0,782.7824404263921,719.9028726646051,638.4290503939546
14,15.0,722.959139410437,572.9840702748722,469.41843329220944
15,16.0,740.3310221463662,635.2164549135199,562.0805081919765
16,17.0,789.3253687724725,693.6823596824283,643.4505193424488
17,18.0,615.1343017333477,449.65283573583963,325.7883986490162
18,19.0,765.4511490869668,666.1233806958495,596.7734234800777
19,20.0,817.7366218607941,754.134948610756,737.2858348757642
20,21.0,545.1835973679613,521.7263277910208,511.16499324355243
21,22.0,813.0501989520919,751.5888067710569,731.5456279569443
22,23.0,678.6528512260899,642.144889837336,639.2286240758225
23,24.0,687.1139111791911,577.6955367791879,511.98859555444227
24,25.0,695.807249931361,518.1848400171107,379.98525644245296
25,26.0,753.6507143832621,631.4220469410193,541.7697607097667
26,27.0,819.1660490486458,744.562585176635,704.6569487415251
27,28.0,879.354371723744,821.8698611429663,792.966474012424
28,29.0,768.434142143883,742.8486597970907,705.1075058049233
29,30.0,581.2194622247703,395.416354248042,287.96354288932446
