,0,1,2,3,4
0,1,34.162183690750034,24.689178916188272,25.581189578945946,24.70145268412128
1,2,54.776595456783056,54.14394395190165,61.46971143358991,61.95951485834505
2,3,51.82151770229908,58.63730325768174,64.16982676201228,64.44521072341361
3,4,71.22135051535298,66.476427285282,53.61829509250971,54.715668211455544
4,5,32.84264520805678,31.472613868708354,30.809630528997477,33.37119062359573
5,6,60.38542870593866,53.27919306627216,53.48606005951135,54.11048368333483
6,7,57.88651384259105,40.54145255167851,63.92084949372935,70.253825518615
7,8,17.45456879533224,15.962544186357276,18.453596160846416,18.093772834448192
8,9,53.874005333780644,52.29709280154068,55.55868179940621,47.948690525153275
9,10,18.696065285050146,19.60162953932695,19.448650338776723,24.25271180405907
10,11,24.733504981233786,27.716093126229357,30.58321979997092,33.53442077998635
11,12,40.92441437953257,41.340537006671795,47.75126881528267,59.38911235796227
12,13,37.63201869643497,38.98683988489611,36.407691495067354,35.19531424675075
13,14,29.34280150224242,29.55328326470915,37.614713433265266,44.5220520052041
14,15,49.80032594038031,50.1416833163497,56.26425745237083,57.25590009106568
15,16,83.85748882105014,85.038053765566,97.74082683694276,100.29944748933897
16,17,49.58697053721696,45.944795596718485,45.8655224961643,43.97668874008561
17,18,24.614900636267727,19.408975586911673,19.995607625784327,25.796431581770012
18,19,56.36399560002822,47.08050308239923,49.41548972741239,45.86645989017621
19,20,35.2822901751006,31.109943288739235,41.784471146414035,47.67125325703924
20,21,35.20682530341532,33.92302210256964,34.59789723023096,38.04086871126489
21,22,48.51871586793785,44.219296170859096,43.73551042110829,42.13887672336377
22,23,31.128358189026027,30.24896692450835,34.23991522874721,40.71801987888339
23,24,59.316945302333295,66.13878011646509,64.96393948057508,59.99378274666441
24,25,18.61727534244661,17.963731577094805,18.28170091198557,16.998576790520605
25,26,37.51302803996597,39.07153203272961,39.55198319932896,38.589796757602954
26,27,12.933676971379795,11.130210193314788,11.412712210513327,11.968410802728036
27,28,20.68904505688587,21.084057958561964,19.309000491998546,16.727142532342377
28,29,18.35921038772109,17.292048038712313,19.391489131736858,18.80096248802679
