,0,1
0,1,0.03835002826056885
1,2,0.02904930703005822
2,3,0.03628572903193465
3,4,0.03531763694625021
4,5,0.026857997644126736
5,6,0.03164567665491846
6,7,0.030536078470231418
7,8,0.024462623272635174
8,9,0.03288759923300515
9,10,0.0296457577136282
10,11,0.03166871272350555
11,12,0.02832737195908558
12,13,0.03619578894778118
13,14,0.02920472807903983
14,15,0.027648015580877996
15,16,0.03216097154672602
16,17,0.024499374552198767
17,18,0.02266236764275499
18,19,0.029947429543878346
19,20,0.03268324211813825
20,21,0.03221140505479471
21,22,0.03422116424823513
22,23,0.03343885823844144
23,24,0.03421914159453858
24,25,0.028714824266151174
25,26,0.031864404427081015
26,27,0.0324296465405416
27,28,0.03784378592980462
28,29,0.03123189874195207
29,30,0.03060877234871689
