,0,1,2,3
0,1.0,8256.984021672033,8837.66499478172,3082.0004833624057
1,2.0,24204.987361520944,19686.35615593513,6714.785379060804
2,3.0,7169.853617742991,3779.0750197345474,1524.8311089218594
3,4.0,4010.9227120851588,5001.009859112948,4837.619760317832
4,5.0,24480.299518929605,27319.491845731027,9971.321807881584
5,6.0,13714.372128177967,4467.925819312372,1009.9734180828999
6,7.0,7044.175652351846,5434.467810379609,3105.5200057684838
7,8.0,2402.1116687480603,2582.977648996376,1459.0275808212393
8,9.0,3820.5345061992607,6750.153067943207,3509.6864836378427
9,10.0,4161.027503325936,4407.545567515961,2045.1489058608233
10,11.0,438.0436081120266,180.89205996503546,85.18414613721743
11,12.0,4562.4668504141655,2358.3337206034107,1804.7005476059583
12,13.0,5842.666948794954,3083.454255168985,537.8363806286675
13,14.0,6131.599946766021,8823.754584002205,2812.7362015191793
14,15.0,9273.251388243547,7345.837120109395,3909.6033215690736
15,16.0,3579.444022598634,3780.900152174458,1724.351254052746
16,17.0,3427.34419207699,2201.3295520703505,876.3229340747873
17,18.0,12113.7687960336,10643.604634286508,4034.7683053065252
18,19.0,3313.0613335868547,3150.7757562039556,1729.2340122883973
19,20.0,4586.402043730947,712.0163538946624,618.7980743924807
20,21.0,591.1807387202881,109.0349549440197,79.20105075508835
21,22.0,8137.848825623695,858.8232144043943,425.02152623641365
22,23.0,2217.77832632454,439.5727677636642,386.12628024621023
23,24.0,4415.493940319007,3311.8886919332945,1253.4250147908617
24,25.0,8585.1306097407,12253.639692099277,6258.983174485998
25,26.0,5289.096191227777,6493.1778087129605,2122.9834474774925
26,27.0,3343.6227888794087,1653.3899780047516,682.5605811109939
27,28.0,1676.8021247727936,957.2609457550568,292.56371679446045
28,29.0,1865.1038956122627,1597.2371050653178,1788.6743666361376
29,30.0,14100.088004697644,9279.679198591119,3277.4136081902893
