,0,1
0,1,7.420895092059104
1,2,17.87519498031079
2,3,29.18971329651676
3,4,12.298601667448883
4,5,26.093821353748687
5,6,12.126744320185443
6,7,14.452658424595478
7,8,19.352660998508558
8,9,22.70808083725344
9,10,29.573249229690855
10,11,22.242580325388527
11,12,20.129398871786673
12,13,25.45700614171643
13,14,24.64507105402359
14,15,19.785738605151852
15,16,18.289255593965997
16,17,22.7046123941458
17,18,16.909904857020884
18,19,19.285915565962647
19,20,18.02998369422265
20,21,11.202490534503315
21,22,7.7466121980703315
22,23,15.741844687416393
23,24,8.156431873454792
24,25,10.583944629255823
25,26,36.42916236897987
26,27,30.525847574305693
27,28,14.354527867024409
28,29,43.97512737611564
29,30,4.223693489979171
