,0,1,2,3,4
0,1.0,818.3249815362931,650.3877908386183,471.668868780831,324.92463083612535
1,2.0,702.774206485539,449.57850961145175,501.00932842535775,426.4430428334932
2,3.0,686.7189557557556,486.7769145145145,360.331380980981,208.16209254152128
3,4.0,698.8629907592612,881.3637469420819,936.7435106333925,891.7045456029439
4,5.0,488.9680835876098,339.46054627831717,196.3555883495145,86.9117025043952
5,6.0,519.7335031989693,467.8819692987299,426.3521424185532,391.92424327922964
6,7.0,758.1945640749709,543.7974865751951,363.09336088243197,217.48618130462648
7,8.0,843.7999361647366,654.2054712998716,465.8460664092665,281.88539924180753
8,9.0,751.8711448471929,544.905238379531,434.76391755508183,322.8113894279817
9,10.0,671.7763300537096,419.8213271733448,251.22979730975823,255.05197623461208
10,11.0,313.5918364053187,184.99593507565328,152.40405978908743,139.21177266871888
11,12.0,713.0774700189239,520.3981011084076,365.02261065152743,214.4090688235284
12,13.0,775.9009535145447,647.9758954697188,491.2453609537435,303.634448735641
13,14.0,330.75344888164466,203.45938342841632,101.48210913701006,259.15123360074824
14,15.0,350.2599633429078,307.4962890986183,220.46841854739407,429.4180073824084
15,16.0,726.037616526097,527.9533436010267,366.9888547610315,211.11876698539066
16,17.0,714.7483835914155,462.4905653029068,332.81103004618313,215.15635260013283
17,18.0,779.431678502924,631.0524776296296,405.42106598050685,208.95441543117064
18,19.0,759.0745163697572,573.9946894094543,432.95986653574613,245.60118840836955
19,20.0,387.89748919319385,400.9703712879263,441.36907734319834,461.707242192958
20,21.0,492.1219634069397,326.2218318962492,324.18899628461236,296.6569295383064
21,22.0,508.9174263659148,460.35167021553883,423.947066385965,383.4195646831364
22,23.0,206.91570220492846,247.7492793774317,394.4493904020751,417.3429152350952
23,24.0,811.4778213749275,657.772278682842,472.9745229347196,281.864969059605
24,25.0,820.8866274963044,599.8437801370783,402.6093479191865,222.51438700513575
25,26.0,707.9553679055531,563.4778165282029,461.2017923917795,287.72994517567986
26,27.0,788.3616191737622,610.6915643014821,500.97228533585604,325.5373232161358
27,28.0,821.5950572153873,803.0785987111889,782.777743721929,702.6052486028582
28,29.0,808.7553662263733,690.748294631977,529.1903504736492,363.61740639307527
29,30.0,705.2205501845818,436.3677491422367,340.8360206731813,341.5490928493873
