,0,1
0,1,-1.1425779503463065
1,2,-1.0498763657539791
2,3,-0.9179634581333773
3,4,-1.3777035543885114
4,5,-1.0410025026884306
5,6,-0.9855040153665953
6,7,-1.114342692026587
7,8,-1.1829105044875623
8,9,-1.147665559757899
9,10,-1.2071161038927298
10,11,-1.2166160102707673
11,12,-1.2314940324871209
12,13,-1.1238966012059715
13,14,-0.7908909030747422
14,15,-1.268026264919038
15,16,-1.216874161386714
16,17,-1.2976026020920177
17,18,-1.3592085423035034
18,19,-1.180937636007825
19,20,0.9544183237801787
20,21,-0.4834956693402277
21,22,-1.2191539317913742
22,23,0.8570826658460962
23,24,-1.1560808352146494
24,25,-1.2835475118393211
25,26,-1.3608487864591932
26,27,-1.1495156253903471
27,28,-0.9429567647108765
28,29,-0.8366587189903769
29,30,-1.1746102954178288
